序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业,date
646,003008,开普检测,1.0454546213150024,22.23,24.2,45148991,1730568264.75,2311920000.0,2.610640525817871,0.045004501938819885,是,1.776357889175415,0/0,60日新高,专业服务,2025-07-21
271,301228,实朴检测,4.452054977416992,30.5,35.04,256718707,3652497000.0,3660000000.0,7.00941276550293,0.0,是,1.366566777229309,0/0,60日新高,专业服务,2025-07-21
199,688334,西高院,5.869324684143066,19.12,21.67,180974746,3000017825.76,6052999504.64,6.110945224761963,0.0,是,2.716745615005493,0/0,60日新高,专业服务,2025-07-21
180,301043,绿岛风,6.341911792755127,34.71,39.17,72406325,2360280000.0,2360280000.0,3.1111764907836914,0.0,是,3.2036924362182617,0/0,60日新高,专用设备,2025-07-21
247,601106,中国一重,4.964539051055908,2.96,3.1,326882688,20299037463.92,20299037798.4,1.6102269887924194,0.0,是,3.3152618408203125,0/0,60日新高,专用设备,2025-07-21
405,300099,尤洛卡,2.8965518474578857,7.46,8.7,308290336,4337335310.4,5499998750.08,7.17478084564209,0.0,是,2.183773994445801,0/0,60日新高,专用设备,2025-07-21
90,603280,南方路机,9.996170043945312,28.72,28.72,370118128,802484676.24,3113439476.24,47.750457763671875,0.0,是,4.643033981323242,1/1,60日新高,专用设备,2025-07-21
47,601399,国机重装,10.0977201461792,3.38,3.38,802702976,24381818908.2,24381819171.84,3.3492624759674072,0.0,是,5.809488296508789,1/1,60日新高,专用设备,2025-07-21
688,002337,赛象科技,0.6677796244621277,6.03,6.59,73818252,3545619087.96,3549352936.32,2.082291841506958,0.0,是,0.9205265641212463,0/0,60日新高,专用设备,2025-07-21
210,600169,太原重工,5.622489929199219,2.63,2.74,182036951,8766162145.0,8802881331.84,2.091097354888916,0.0,是,2.5025506019592285,0/0,60日新高,专用设备,2025-07-21
