序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业,date
46,300215,电科院,7.7683610916137695,7.63,8.5,656896480,3814011121.48,5715588684.96,17.54168128967285,0.0,是,2.0498640537261963,0/0,60日新高,专业服务,2025-11-26
115,301083,百胜智能,-1.09375,25.32,30.72,354890528,2167643098.44,4503584008.44,16.243614196777344,0.0,是,1.2597954273223877,0/0,60日新高,专用设备,2025-11-26
110,603280,南方路机,-0.6201193928718567,43.27,47.89,629571344,1209035931.0900002,4690756481.09,50.2488899230957,-0.023105360567569733,否,1.741619348526001,4/2,近期多次涨停,专用设备,2025-11-26
71,920152,昆工科技,3.3078880310058594,32.48,40.87,139011115,2668596587.9999995,3616378415.9999995,5.16786003112793,0.37082818150520325,是,1.2420098781585693,0/0,60日新高,专用设备,2025-11-26
106,002975,博杰股份,0.03896103799343109,77.03,84.7,832094432,8154317229.400001,12348108738.79,10.098184585571289,0.35174569487571716,是,2.3096323013305664,2/1,60日新高,专用设备,2025-11-26
28,600835,上海机电,10.0,33.0,33.0,1703275856,26614641900.0,33750397296.0,6.665144443511963,0.0,是,1.7476954460144043,1/1,60日新高,专用设备,2025-11-26
105,600343,航天动力,0.045913681387901306,21.79,23.96,3915515872,13906516322.92,13906516410.08,27.499746322631836,0.0,是,3.261301040649414,5/3,60日新高且近期多次涨停,专用设备,2025-11-26
1,301111,粤万年青,20.02176284790039,22.06,22.06,304263536,3529600000.0,3529600000.0,8.92780590057373,0.0,是,3.666038751602173,1/1,60日新高,中药,2025-11-26
24,600734,实达集团,10.017889022827148,6.15,6.15,270710208,13393796601.900002,13396564089.6,2.0211610794067383,0.0,是,0.16676609218120575,5/5,60日新高且近期多次涨停,互联网服,2025-11-26
63,300523,辰安科技,4.474708080291748,26.85,30.84,289716800,6238824651.0,6246320580.3,4.714110374450684,0.0,是,1.7752097845077515,0/0,60日新高,互联网服,2025-11-26
96,688004,博汇科技,0.5866114497184753,29.15,34.78,127869022,2334565200.0,2334565200.0,5.380179405212402,0.0,是,1.4914705753326416,0/0,60日新高,互联网服,2025-11-26
93,688562,航天软件,0.8970975875854492,19.12,22.74,288758208,3308142400.0,7648000000.0,8.590753555297852,0.0,是,1.3883081674575806,0/0,60日新高,互联网服,2025-11-26
86,300448,浩云科技,1.2738853693008423,7.95,9.42,349100608,3693124195.8,5378310722.400001,9.453168869018555,0.0,是,1.2434519529342651,0/0,60日新高,互联网服,2025-11-26
67,688365,光云科技,4.021847248077393,20.95,24.17,1432079648,8921027129.8,8921027213.6,15.744988441467285,0.0,是,1.1143357753753662,0/0,60日新高,互联网服,2025-11-26
59,300264,佳创视讯,5.633802890777588,6.75,7.67,423095504,2500395432.75,2908288260.0,16.972431182861328,0.0,是,3.5146586894989014,0/0,60日新高,互联网服,2025-11-26
118,300269,联建光电,-1.353637933731079,5.83,7.09,591654224,3064712085.4900002,3201333593.92,18.813283920288086,0.0,是,1.6740622520446777,0/0,60日新高,互联网服,2025-11-26
18,002291,遥望科技,10.03911304473877,8.44,8.44,1191582032,7335417278.799999,7896002838.4,17.481292724609375,0.0,是,1.0954173803329468,1/1,60日新高,互联网服,2025-11-26
32,002264,新 华 都,9.989806175231934,10.79,10.79,74052849,7065106519.9,7766763883.839999,1.0481491088867188,0.0,是,0.21196648478507996,4/4,60日新高且近期多次涨停,互联网服,2025-11-26
66,301382,蜂助手,4.32783317565918,38.57,44.36,1519098320,6799535307.46,11015356877.28,22.396774291992188,0.0,是,1.7884043455123901,0/0,60日新高,互联网服,2025-11-26
2,301001,凯淳股份,20.011585235595703,41.44,41.44,549515904,2084432000.0,3315200000.0,27.955053329467773,0.0,是,1.9549537897109985,1/1,60日新高,互联网服,2025-11-26
142,002474,榕基软件,-9.992706298828125,12.34,15.08,3629233376,6549651761.3,7677948000.0,53.1751708984375,0.0,否,1.4420040845870972,8/6,近期多次涨停,互联网服,2025-11-26
11,300518,新迅达,11.055276870727539,17.68,19.1,355118192,3525281075.68,3525596663.68,10.332673072814941,0.0,是,2.353492259979248,0/0,60日新高,互联网服,2025-11-26
48,688367,工大高科,7.488822937011719,28.85,32.21,201706304,2527969710.0,2527969710.0,8.136445999145508,0.0,是,1.1756342649459839,0/0,60日新高,交运设备,2025-11-26
133,688622,禾信仪器,-4.930136680603027,119.75,151.15,454144208,8438246139.75,8438246139.75,5.446601390838623,0.0,否,0.8768037557601929,4/2,近期多次涨停,仪器仪表,2025-11-26
47,603778,国晟科技,7.640449523925781,9.58,9.79,1685710496,6158571420.36,6290631586.24,27.065210342407227,-2.044989824295044,是,1.1872990131378174,18/9,60日新高且近期多次涨停,光伏设备,2025-11-26
15,002638,勤上股份,10.163934707641602,3.36,3.36,347462960,4545012390.24,4826957022.72,7.854228973388672,0.0,是,2.253331422805786,2/2,60日新高且近期多次涨停,光学光电,2025-11-26
13,300102,乾照光电,10.46906852722168,16.25,17.65,2787219648,14890523180.0,14955425160.0,18.937044143676758,0.0,是,2.5040011405944824,0/0,60日新高,光学光电,2025-11-26
53,000020,深华发Ａ,6.355382442474365,16.4,16.96,363902048,2971112412.3999996,4643844204.799999,12.39449691772461,0.0,是,1.6080453395843506,0/0,60日新高,光学光电,2025-11-26
123,300076,GQY视讯,-1.5781922340393066,6.86,8.36,143870354,2908640000.0,2908640000.0,4.898042678833008,0.0,是,1.092166781425476,0/0,60日新高,光学光电,2025-11-26
68,000735,罗 牛 山,3.819444417953491,8.97,9.5,1351803824,10323550727.490002,10329076848.480001,13.028871536254883,0.1116071492433548,是,1.4476121664047241,0/0,60日新高,农牧饲渔,2025-11-26
135,000592,平潭发展,-5.941591262817383,9.34,10.92,4665780992,17886963473.66,18042833568.64,25.118640899658203,0.0,否,1.1299740076065063,26/14,近期多次涨停,农牧饲渔,2025-11-26
141,000798,中水渔业,-9.973226547241211,13.45,16.43,486927856,4920497051.4,4920799784.0,9.886801719665527,0.0,否,0.6249839067459106,9/7,近期多次涨停,农牧饲渔,2025-11-26
83,600201,生物股份,1.8790850639343262,12.47,13.46,437173760,13863495390.220001,13863495365.28,3.1844654083251953,1.9623875617980957,是,0.8587091565132141,0/0,60日新高,农药兽药,2025-11-26
121,002752,昇兴股份,-1.4534884691238403,6.78,7.57,646631568,6622490213.04,6623507185.92,9.626664161682129,-0.1472754031419754,是,1.9953334331512451,2/1,60日新高,包装材料,2025-11-26
62,002476,宝莫股份,5.107083797454834,6.38,6.68,485487712,3904096333.5,3904560000.0,12.332162857055664,0.15698587894439697,是,1.965360403060913,0/0,60日新高,化学制品,2025-11-26
33,603155,新亚强,9.988901138305664,19.82,19.82,302732320,6258894376.0,6258894376.0,4.838688373565674,0.0,是,2.3757801055908203,2/2,60日新高且近期多次涨停,化学制品,2025-11-26
97,002319,乐通股份,0.450112521648407,13.39,14.66,194914920,2678000000.0,2804836908.9,7.23845100402832,0.0,是,1.464760661125183,0/0,60日新高,化学制品,2025-11-26
41,000788,北大医药,9.939759254455566,7.3,7.3,655370704,4350708202.5,4350708195.2,15.215516090393066,0.0,是,2.7169618606567383,2/2,60日新高且近期多次涨停,化学制药,2025-11-26
58,000756,新华制药,5.769230842590332,18.15,18.88,1594861568,8941124220.599998,12519443983.199999,17.82061767578125,-0.055066078901290894,是,4.883253574371338,2/1,60日新高,化学制药,2025-11-26
120,300434,金石亚药,-1.4051522016525269,12.63,15.37,863557744,4320989316.18,5074025103.360001,19.364290237426758,0.0,是,1.7596591711044312,0/0,60日新高,化学制药,2025-11-26
34,000952,广济药业,9.988385200500488,9.47,9.47,393639232,3257642451.4500003,3283725681.92,12.083560943603516,0.0,是,2.6607112884521484,3/3,60日新高且近期多次涨停,化学制药,2025-11-26
60,300086,康芝药业,5.618892669677734,12.97,14.74,2199270544,5715652310.34,5902963675.52,37.563140869140625,0.0,是,1.284703254699707,0/0,60日新高,化学制药,2025-11-26
10,688221,前沿生物-U,12.849162101745605,20.2,21.48,915844976,7566488790.599999,7566488851.2,12.161253929138184,0.0,是,2.4346752166748047,0/0,60日新高,化学制药,2025-11-26
45,300006,莱美药业,7.784431457519531,5.4,6.01,486166416,5701432849.200001,5701920480.0,8.615113258361816,0.0,是,3.3668019771575928,0/0,60日新高,化学制药,2025-11-26
69,000566,海南海药,3.5714287757873535,8.7,9.24,3189761984,10143284177.099998,11287076544.0,30.4296817779541,-0.11481055617332458,是,1.2650883197784424,2/1,60日新高,化学制药,2025-11-26
6,688670,金迪克,20.0,30.9,30.9,572482848,3806880000.0,3806880000.0,15.616707801818848,0.0,是,2.399984836578369,2/2,60日新高且近期多次涨停,化学制药,2025-11-26
91,300267,尔康制药,1.0,4.04,4.8,611189296,5746463239.64,8332923650.56,10.39450740814209,0.0,是,1.562111258506775,0/0,60日新高,化学制药,2025-11-26
61,301256,华融化学,5.263157844543457,15.2,17.33,986067200,7296000000.0,7296000000.0,13.744729042053223,0.0,是,1.0529333353042603,0/0,60日新高,化学原料,2025-11-26
37,000510,新金路,9.97150993347168,7.72,7.72,162271553,4683452387.24,5006756468.48,3.464826822280884,0.0,是,0.41056716442108154,2/2,60日新高且近期多次涨停,化学原料,2025-11-26
43,688656,浩欧博,9.376693725585938,201.8,221.4,343681296,12810211532.0,12810211532.0,2.711205244064331,0.0,是,2.0790767669677734,0/0,60日新高,医疗器械,2025-11-26
94,301367,瑞迈特,0.7799325585365295,95.62,113.86,194886484,6688003494.06,8567552000.0,2.8974146842956543,0.0,是,0.7289999723434448,0/0,60日新高,医疗器械,2025-11-26
44,301060,兰卫医学,7.90000057220459,10.79,12.0,443657280,3886391370.0299997,4321578516.32,11.382472038269043,0.0,是,7.137875080108643,0/0,60日新高,医疗器械,2025-11-26
130,603122,合富中国,-3.3755273818969727,20.61,23.46,1739159008,8203864766.13,8203864910.4,21.43837547302246,1.3274335861206055,否,1.0378886461257935,19/13,近期多次涨停,医药商业,2025-11-26
14,000078,海王生物,10.196078300476074,2.81,2.81,257193419,7380299597.78,7393456371.84,3.550340175628662,0.0,是,3.164562702178955,1/1,60日新高,医药商业,2025-11-26
49,600272,开开实业,7.167004585266113,15.85,16.27,605620336,2536000000.0,4163033328.25,24.481313705444336,0.06313131004571915,是,1.8183586597442627,0/0,60日新高,医药商业,2025-11-26
25,600829,人民同泰,10.016695022583008,13.18,13.18,671683536,7642931708.46,7642931642.559999,9.292346000671387,0.0,否,1.0188987255096436,13/7,近期多次涨停,医药商业,2025-11-26
27,002589,瑞康医药,10.0,3.19,3.19,496448640,4356237038.12,4800026380.16,11.532405853271484,0.0,是,5.21360969543457,1/1,60日新高,医药商业,2025-11-26
5,688048,长光华芯,20.002239227294922,107.15,107.15,3101125296,18888395892.45,18888395892.45,17.63603401184082,0.0,是,2.042052984237671,2/2,60日新高且近期多次涨停,半导体,2025-11-26
4,688699,明微电子,20.00960922241211,49.96,49.96,361500048,5498829414.4,5498829414.4,6.942333221435547,0.0,是,1.7417103052139282,1/1,60日新高,半导体,2025-11-26
8,300456,赛微电子,16.27071762084961,42.09,43.44,8211031040,25146631693.02,30818850894.24,34.38376998901367,0.0,是,1.3766800165176392,0/0,60日新高,半导体,2025-11-26
75,600824,益民集团,2.9082772731781006,4.6,4.92,222253986,4848524535.799999,4848524531.2,4.60349702835083,0.0,是,2.2681102752685547,0/0,60日新高,商业百货,2025-11-26
78,000701,厦门信达,2.3578362464904785,7.38,7.93,1318722624,4926914243.28,4987456427.5199995,26.48158836364746,-0.13531799614429474,是,3.771512269973755,2/1,60日新高,商业百货,2025-11-26
29,601116,三江购物,10.0,17.49,17.49,1200059984,9578895216.0,9578895216.0,13.314860343933105,0.0,否,1.626223087310791,3/2,近期多次涨停,商业百货,2025-11-26
38,600828,茂业商业,9.956709861755371,5.08,5.08,229184694,8795309719.48,8798471323.52,2.7069950103759766,0.0,是,1.9828295707702637,2/2,60日新高且近期多次涨停,商业百货,2025-11-26
72,000859,国风新材,3.2930843830108643,9.41,10.02,2961302416,8430656800.11,8431136719.52,35.06167221069336,0.10638297349214554,否,1.565006136894226,6/4,近期多次涨停,塑料制品,2025-11-26
31,003018,金富科技,9.993510246276855,16.95,16.95,477739200,1660742778.75,4407000000.0,29.641185760498047,0.0,是,3.006798267364502,3/3,60日新高且近期多次涨停,塑料制品,2025-11-26
