序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600053,九鼎投资,-10.006998062133789,12.86,175756607,5575334688.0,5575334688.0,597.011962890625,3.1299943923950195,3742272,135253,85088190,1,10,多元金融,2025-01-24
2,605162,新中港,-10.012674331665039,7.1,178571152,2843635768.0,2843635768.0,23.80599021911621,6.164002418518066,3979514,145402,396044388,1,1,公用事业,2025-01-24
3,002718,友邦吊顶,-9.976662635803223,15.43,230540066,1006160304.0799999,2028240001.47,-42.57017517089844,21.838985443115234,10930349,142139,22947494,1,4,装修建材,2025-01-24
4,000736,中交地产,-10.025707244873047,7.0,514565264,5048862315.0,5229688800.0,-2.5576748847961426,9.97931957244873,19201511,144415,244104707,1,9,房地产开,2025-01-24
5,000586,汇源通信,-10.026385307312012,10.23,255277603,1978891200.0,1978891200.0,-568.30712890625,12.785125732421875,19956684,130000,57225513,1,5,通信设备,2025-01-24
6,000488,晨鸣纸业,-9.964412689208984,2.53,172196355,4239836060.8999996,7441884206.24,-7.8600544929504395,4.041595458984375,28682536,095630,518645759,1,3,造纸印刷,2025-01-24
7,002058,威尔泰,-9.949748992919922,8.96,11684736,1282335317.7600002,1285297054.72,-93.6130599975586,0.9112075567245483,32267782,092500,77331072,1,0,电网设备,2025-01-24
8,600753,庚星股份,-9.968354225158691,5.69,7217196,1310447825.75,1310447825.75,-13.643150329589844,0.5507427453994751,40119507,092503,30144482,1,0,贸易行业,2025-01-24
9,002146,荣盛发展,-9.67741870880127,1.4,226587073,5460379891.4,6087429376.0,-3.2042312622070312,4.139676094055176,47738546,101318,714778586,1,1,房地产开,2025-01-24
10,600892,大晟文化,-10.119048118591309,3.02,20620258,1689144998.72,1689581859.84,-81.8353042602539,1.220751166343689,56251728,092503,165303626,1,0,游戏,2025-01-24
11,603261,立航科技,-10.0,20.88,36965952,549087122.88,1626711147.36,-35.92544937133789,6.7322564125061035,56310708,092503,378061632,2,0,航天航空,2025-01-24
12,600579,中化装备,-10.0,9.27,445270432,4585983567.929999,4585983503.04,-3.1883912086486816,9.591937065124512,60941230,110554,1094001830,1,1,专用设备,2025-01-24
13,002848,高斯贝尔,-10.047846794128418,5.64,25618572,921389913.8399999,942726000.0,-10.212512969970703,2.7804267406463623,67379179,092500,119176584,2,0,家电行业,2025-01-24
14,603789,星光农机,-10.013908386230469,6.47,13102397,1682200000.0,1749820609.76,-16.65772247314453,0.7788845896720886,67992039,092503,166184538,1,0,专用设备,2025-01-24
15,003030,祖名股份,-10.0,16.56,46879503,1341333090.0,2066356799.9999998,-128.53570556640625,3.494884967803955,71268891,092500,367514424,2,0,食品饮料,2025-01-24
16,002496,辉丰股份,-10.0,1.35,25086510,1594871854.65,2035246068.0000002,1170.310302734375,1.5729483366012573,84586580,092500,187793235,2,0,农药兽药,2025-01-24
17,603398,沐邦高科,-9.971014022827148,15.53,122125133,6734452867.719999,6734452805.599999,-20.782642364501953,1.78366219997406,119303013,093148,786923736,1,0,光伏设备,2025-01-24
18,002691,冀凯股份,-9.964412689208984,7.59,28145238,2550090514.95,2580600000.0,-142.49359130859375,1.1036956310272217,249278992,092500,330309969,1,0,专用设备,2025-01-24
19,002730,电光科技,-9.985475540161133,24.79,689212208,8578080725.2,8975960423.52,100.18565368652344,8.029999732971191,531278803,094030,3212461928,1,2,专用设备,2025-01-24
