序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603600,永艺股份,-9.957805633544922,10.67,158001174,3209728422.78,3534044502.56,11.789011001586914,4.86317253112793,580448,142054,34846967,1,33,装修建材,2025-04-03
2,605016,百龙创园,-9.985869407653809,19.11,175242984,6174181104.0,6174181104.0,24.760547637939453,2.784257411956787,948811,145004,21305269,1,14,食品饮料,2025-04-03
3,301061,匠心家居,-19.997482299804688,63.53,243696291,4896350870.28,10633055043.89,18.510639190673828,4.936137676239014,1205672,145657,75064110,1,42,家电行业,2025-04-03
4,002801,微光股份,-10.007638931274414,35.34,413481248,4092467418.0000005,8115194880.000001,36.79185485839844,9.702470779418945,3012735,145524,12884964,1,0,电机,2025-04-03
5,001333,光华股份,-9.992342948913574,23.51,319253840,1034440000.0000001,3009280000.0,20.555706024169922,30.618839263916016,3879150,144921,477207784,2,11,化学制品,2025-04-03
6,603277,银都股份,-9.992193222045898,23.06,127623894,9697064370.0,9792740402.24,15.324848175048828,1.2961491346359253,4708852,142458,44681053,1,24,通用设备,2025-04-03
7,002132,恒星科技,-9.947644233703613,3.44,658089216,4814218616.64,4821313781.76,194.29074096679688,13.249817848205566,4990752,145624,824001740,2,4,通用设备,2025-04-03
8,001336,楚环科技,-10.018552780151367,19.4,172339771,554010844.0,1559245900.0,54.129268646240234,30.55946159362793,11185341,144330,82103320,2,15,专用设备,2025-04-03
9,002947,恒铭达,-10.0,34.29,567618704,6597588332.61,8785570721.94,19.230546951293945,8.358241081237793,12595197,143224,26104975,1,1,消费电子,2025-04-03
10,605080,浙江自然,-9.996732711791992,27.55,79801481,3900337252.0,3900337252.0,17.967525482177734,2.038184642791748,13637525,095639,188240885,1,11,纺织服装,2025-04-03
11,603129,春风动力,-10.0,172.17,610460272,26269296238.71,26269296238.71,18.220409393310547,2.312725782394409,16562754,130421,144863836,1,21,交运设备,2025-04-03
12,002273,水晶光电,-9.982563972473145,20.65,2021553296,28040912329.499996,28716555425.6,24.998836517333984,6.982115268707275,16645613,145242,57046802,1,0,光学光电,2025-04-03
13,603353,和顺石油,-9.984151840209961,17.04,256583679,2903922720.0,2954633760.0,51.38008499145508,8.774226188659668,26159978,131152,1094965351,2,4,石油行业,2025-04-03
14,002970,锐明技术,-10.003497123718262,51.46,381622208,5976530693.7,9122863329.66,31.05826187133789,6.272073268890381,26503701,105445,73991503,1,16,计算机设,2025-04-03
15,603686,福龙马,-9.972298622131348,13.0,1046432320,5400595252.0,5400595200.0,35.10250473022461,18.503677368164062,26612300,143712,106369900,1,3,环保行业,2025-04-03
16,600397,安源煤业,-10.060976028442383,5.9,551357200,5840763303.8,5840763339.200001,-23.548503875732422,9.14930534362793,27982537,143731,136978825,1,13,煤炭行业,2025-04-03
17,601058,赛轮轮胎,-10.006901741027832,13.04,1325791488,42876827377.36,42876827338.24,9.914292335510254,3.0813064575195312,30096972,135056,540509768,1,18,橡胶制品,2025-04-03
18,603228,景旺电子,-10.0086030960083,31.38,1059897440,28901063188.379997,29275473438.719997,24.27703285217285,3.573516607284546,30579810,141453,173217600,1,18,电子元件,2025-04-03
19,603677,奇精机械,-10.0,20.25,351933136,3900167516.25,3900167516.25,57.826820373535156,8.850979804992676,35228742,133220,58056749,2,7,家电行业,2025-04-03
20,002938,鹏鼎控股,-10.002696990966797,33.38,1308527408,76957390153.94,77393560038.08,21.377361297607422,1.6523346900939941,39092953,144339,39865734,1,0,电子元件,2025-04-03
21,002384,东山精密,-10.01213550567627,29.66,2351528848,41118302304.18,50597400697.92,35.55337905883789,5.61472225189209,79529463,110315,469588539,1,11,电子元件,2025-04-03
22,002241,歌尔股份,-10.0038480758667,23.39,4132566672,72124234687.12,81647726360.48,30.63652992248535,5.623745918273926,130091788,131012,388713262,1,2,消费电子,2025-04-03
23,002444,巨星科技,-10.003290176391602,27.35,447324896,31260380526.7,32668978113.600002,12.6593599319458,1.4267584085464478,197120831,094727,262644424,1,11,通用设备,2025-04-03
