序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002669,康达新材,-10.014410018920898,12.49,981671424,3770710391.5,3789466000.0,148.6801300048828,25.127849578857422,1703161,144936,50710646,1,2,化学制品,2025-07-04
2,002658,雪迪龙,-9.980806350708008,9.38,1473778880,3364209685.6200004,5963437504.64,148.0511474609375,40.05432891845703,2730593,145233,43180576,1,0,仪器仪表,2025-07-04
3,603790,雅运股份,-9.980620384216309,18.58,198040952,3555468799.9999995,3555468799.9999995,32.29236602783203,5.436522960662842,4563433,142431,14854709,1,0,化学制品,2025-07-04
4,605151,XD西上海,-9.980988502502441,18.94,224560212,2548456964.6800003,2548456964.6800003,-83.16200256347656,8.638785362243652,5903863,144137,219382020,2,0,汽车零部,2025-07-04
5,002295,精艺股份,-10.038609504699707,9.32,453548736,2332740080.0,2335741120.0,75.5971908569336,18.77840232849121,9473780,140127,51972048,1,2,有色金属,2025-07-04
6,002696,百洋股份,-10.0,6.66,484742496,2234263153.68,2306772624.96,126.47100830078125,21.36768341064453,14585992,142957,113523281,1,8,农牧饲渔,2025-07-04
7,601218,吉鑫科技,-10.054844856262207,4.92,1589379360,4767644879.04,4767644918.4,28.37088394165039,32.44200134277344,28826772,143723,147240839,1,7,风电设备,2025-07-04
8,002549,凯美特气,-10.030165672302246,11.93,2131642192,8259849145.179999,8295500494.72,65.31769561767578,24.78505516052246,40904391,144730,80217509,1,1,化学制品,2025-07-04
9,603928,兴业股份,-9.994926452636719,17.74,741973936,4649299200.0,4649299200.0,89.3060302734375,15.651285171508789,41303155,142804,60559038,1,1,塑料制品,2025-07-04
10,001298,好上好,-10.005170822143555,34.81,2702741872,5363693698.12,10332861160.0,146.7408905029297,49.459293365478516,71862808,144206,647023936,1,7,电子元件,2025-07-04
