序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600696,岩石股份,-9.980430603027344,9.2,216420665,3077118765.2,3077118700.7999997,-30.543310165405273,6.925614833831787,3809720,145257,973164960,2,0,酿酒行业,2025-03-28
2,600689,上海三毛,-9.992313385009766,11.71,177463251,1782310514.5300002,2353608626.53,108.05047607421875,9.63155746459961,4472049,144959,17718401,1,1,纺织服装,2025-03-28
3,002300,太阳电缆,-9.947644233703613,6.88,931095712,4969252405.92,4969655828.48,39.12300109863281,18.269893646240234,14804900,143821,1140709032,1,3,电网设备,2025-03-28
4,600310,广西能源,-10.0,4.5,510841440,6595698249.0,6595698240.0,104.71361541748047,7.601259708404541,18630616,140733,397155881,1,3,电力行业,2025-03-28
5,600727,鲁北化工,-10.043196678161621,8.33,778845056,4402597714.55,4403097522.88,16.871585845947266,17.10192108154297,18869949,140811,79444043,1,5,化学原料,2025-03-28
6,603398,沐邦高科,-10.012920379638672,13.93,355534720,6040626429.32,6040626373.599999,-15.397367477416992,5.672580242156982,20028554,133454,29188922,1,0,光伏设备,2025-03-28
7,002427,尤夫股份,-9.936908721923828,5.71,1040716752,5626786377.06,5626821196.64,-121.37333679199219,17.49669647216797,25886861,143136,1017091037,1,1,化纤行业,2025-03-28
8,300449,汉邦高科,-19.96739959716797,9.82,497803440,2909347822.1800003,3805056585.28,-111.7221450805664,16.752042770385742,28342876,130603,103832278,1,7,计算机设,2025-03-28
9,000541,佛山照明,-10.024752616882324,7.27,1063456176,8605769204.09,11165107688.48,33.37221145629883,11.982989311218262,30228114,142703,68220639,2,0,家电行业,2025-03-28
10,002686,亿利达,-10.012836456298828,7.01,435304368,3664355582.08,3969336343.3599997,64.07292175292969,11.514045715332031,34782091,111803,33523222,1,0,通用设备,2025-03-28
11,000422,湖北宜化,-9.974093437194824,13.9,2558975040,14703658954.9,15052514608.0,14.885602951049805,16.67421531677246,35326502,144518,112555775,1,4,化肥行业,2025-03-28
12,603081,大丰实业,-9.963099479675293,12.2,376760928,5287392989.599999,5325610758.4,75.91754913330078,7.053708553314209,39924329,103936,650010372,2,2,专用设备,2025-03-28
13,601608,中信重工,-10.06944465637207,5.18,1940790608,23571941877.399998,23722087316.48,63.33493423461914,8.010608673095703,79378320,140348,308843475,1,9,专用设备,2025-03-28
14,002278,神开股份,-10.0,9.36,999437408,3128173036.56,3406194305.2799997,126.09713745117188,31.63905906677246,92241779,140421,1238942564,2,14,专用设备,2025-03-28
15,605069,正和生态,-9.9827880859375,10.46,28481534,880326967.8800001,2214358757.88,417.3085021972656,3.2353358268737793,96166625,092502,423642552,2,0,环保行业,2025-03-28
16,603285,键邦股份,-10.0,25.65,292770608,1026000000.0,4104000000.0,23.692018508911133,28.318889617919922,97133728,094819,3174582765,1,0,化学制品,2025-03-28
17,002630,华西能源,-9.911504745483398,5.09,1099120736,5393814770.4,6010272000.0,59.25172805786133,19.323936462402344,108491548,130000,91390441,1,0,电源设备,2025-03-28
18,002767,先锋电子,-9.994821548461914,17.38,53292294,2262568738.98,2607000000.0,199.32566833496094,2.355388879776001,148496892,092500,317617762,2,0,仪器仪表,2025-03-28
19,300472,新元科技,-20.0,5.6,21902160,1403445198.3999999,1541448294.3999999,-19.852928161621094,1.5605995655059814,158830145,092500,192005520,1,0,专用设备,2025-03-28
20,002204,大连重工,-9.987030029296875,6.94,2288315520,13403708022.08,13403708022.08,26.749616622924805,16.858905792236328,205839754,130318,2670029807,2,3,工程机械,2025-03-28
21,600610,中毅达,-10.034305572509766,10.49,1520084592,7434543135.45,11237670637.92,-797.91162109375,19.874528884887695,267313439,130031,266650480,1,2,化学原料,2025-03-28
22,002553,南方精工,-9.980118751525879,22.64,1078341648,5678112000.0,7878720000.0,127.32498168945312,18.865571975708008,428762862,095230,2465509220,2,9,汽车零部,2025-03-28
