序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002809,红墙股份,-9.992313385009766,11.71,759972000,1612878641.63,2461781777.36,242.59962463378906,45.84376907348633,2466980,145648,105491919,1,7,化学制品,2025-04-30
2,603556,海兴电力,-10.006807327270508,26.44,477551504,12856824654.800001,12856824813.44,22.799644470214844,3.652613401412964,5616992,145126,40454228,1,0,电网设备,2025-04-30
3,601008,连云港,-9.915966987609863,5.36,1035822016,6649819712.160001,6649819680.0,72.93277740478516,15.275304794311523,26117146,142839,205461154,1,5,航运港口,2025-04-30
4,000627,天茂集团,-9.86842155456543,2.74,762225168,12473861412.1,13537324139.52,-30.479867935180664,6.081218719482422,31382570,144339,867145275,2,4,保险,2025-04-30
5,601956,东贝集团,-10.026738166809082,6.73,973959008,4163366776.5000005,4184593183.0400004,23.12029457092285,22.70440101623535,32477230,143842,2917163926,1,1,家电行业,2025-04-30
6,600744,华银电力,-9.979633331298828,4.42,1340049664,8977569291.08,8977569282.24,29.658340454101562,14.408010482788086,38632059,143946,1709694263,1,0,电力行业,2025-04-30
7,003003,天元股份,-9.985527992248535,12.44,524788432,1444327938.08,2199370852.0,38.221031188964844,36.21116638183594,55450180,130403,1216729032,3,10,包装材料,2025-04-30
8,603696,安记食品,-10.0246000289917,14.63,683862256,3440976000.0,3440976000.0,137.73097229003906,19.14852523803711,110441533,131716,1995524860,1,1,食品饮料,2025-04-30
9,002365,永安药业,-9.972105979919434,12.91,670182624,3170180903.91,3804351023.36,-217.78070068359375,21.009845733642578,126922586,103730,667748448,1,6,化学制药,2025-04-30
10,002251,步步高,-10.014513969421387,6.2,1908267392,9382974947.2,16669938115.2,35.007999420166016,19.847322463989258,128896654,143636,1492302176,1,1,商业百货,2025-04-30
11,002122,汇洲智能,-10.081744194030762,3.3,111170400,6561894447.9,6604951900.799999,75.87670135498047,1.6941814422607422,509707245,092500,676307610,2,0,通用设备,2025-04-30
