序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,003001,中岩大地,-10.002785682678223,32.3,856738720,3466768980.7,5690138802.4,137.12095642089844,23.913131713867188,1337478,145645,33472489,1,1,工程咨询,2025-07-25
2,601003,柳钢股份,-9.938650131225586,7.34,1486474176,18810902088.0,18810902088.0,18.055126190185547,7.642358303070068,6172206,145511,274278695,1,9,钢铁行业,2025-07-25
3,603616,韩建河山,-9.984871864318848,5.95,978328176,2269139600.0,2328342100.0,150.97076416015625,38.92546844482422,6586066,144734,30513562,1,0,水泥建材,2025-07-25
4,600801,华新水泥,-10.010940551757812,16.45,2213734416,22113334426.05,34199478409.6,36.55207061767578,9.724637031555176,15504602,143826,127143693,1,2,水泥建材,2025-07-25
5,603916,苏博特,-10.007147789001465,12.59,1044775984,5291754758.21,5446611670.08,55.97000503540039,18.91849136352539,18155245,144431,132136088,1,6,化学制品,2025-07-25
6,603966,法兰泰克,-10.0,11.43,844466096,4545964014.48,4557149412.48,33.124359130859375,17.995534896850586,21797112,142633,55311745,1,2,专用设备,2025-07-25
7,002542,中化岩土,-9.980039596557617,4.51,2174072960,7931494740.839999,8145586479.36,-39.473636627197266,25.92314338684082,28647069,143636,251819458,1,4,工程建设,2025-07-25
8,002940,昂利康,-10.001562118530273,57.59,1337482560,10670014144.53,11617526231.74,182.59512329101562,11.258841514587402,36335143,144921,69810596,1,2,化学制药,2025-07-25
9,001360,南矿集团,-9.994654655456543,16.84,408321808,1377194498.64,3435360000.0,46.24714279174805,29.327777862548828,36818134,134515,658592557,1,4,专用设备,2025-07-25
10,002883,中设股份,-10.005955696105957,15.11,575180336,1985825026.05,2359534778.2599998,1084.7335205078125,28.243051528930664,126047650,104545,348047910,1,4,工程咨询,2025-07-25
