序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600203,福日电子,-10.017889022827148,10.06,1078826256,5965460104.92,5965460084.8,-33.3740348815918,17.735313415527344,4016958,145330,73463150,1,2,消费电子,2025-03-21
2,603238,诺邦股份,-9.987668991088867,14.6,266602623,2591631400.0,2591631400.0,28.025745391845703,10.024276733398438,5788097,143451,35728154,1,6,美容护理,2025-03-21
3,002824,和胜股份,-10.019940376281738,18.05,374589824,3414247804.15,5038009144.0,67.9620132446289,10.741951942443848,7929545,130239,63916855,1,3,有色金属,2025-03-21
4,603286,日盈电子,-9.986052513122559,32.27,464268080,3688587853.3700004,3762421613.3700004,294.12957763671875,12.286638259887695,8119132,143806,53193867,1,9,汽车零部,2025-03-21
5,603717,天域生物,-10.0,8.55,336089392,2480750352.0,2480750352.0,291.2744445800781,13.093557357788086,8285548,130803,60068025,1,0,农牧饲渔,2025-03-21
6,000409,云鼎科技,-9.966997146606445,13.64,1639586256,5774401861.8,9251609783.68,85.87975311279297,27.70354461669922,8642044,145645,89474401,1,1,互联网服,2025-03-21
7,002664,信质集团,-10.0,18.54,661707664,7448142575.5199995,7552409904.0,65.02787780761719,8.62977123260498,16024159,144651,59251986,1,6,汽车零部,2025-03-21
8,605118,力鼎光电,-10.0,22.86,402529968,9306671760.0,9306671760.0,60.31838607788086,4.213063716888428,17763591,144016,27403196,1,1,光学光电,2025-03-21
9,002927,泰永长征,-10.015897750854492,16.98,764016224,3746511348.0,3789803216.4,52.931636810302734,19.966434478759766,18598737,144245,1382911774,1,5,电网设备,2025-03-21
10,002227,奥 特 迅,-10.006497383117676,13.85,452982896,3429796452.0499997,3432115454.5,-109.94058990478516,12.993874549865723,18634593,143727,58635966,1,3,电源设备,2025-03-21
11,001306,夏厦精密,-9.996889114379883,86.79,318395024,1345245000.0,5380980000.0,84.54988861083984,23.021018981933594,21182314,144409,15292398,1,0,通用设备,2025-03-21
12,603789,星光农机,-10.032715797424316,8.25,252109361,2145000000.0,2231224116.0,-21.240528106689453,11.573173522949219,22139865,132417,300537921,1,2,专用设备,2025-03-21
13,603900,莱绅通灵,-10.026041030883789,6.91,271919760,2352674234.4,2370294734.4,-38.323123931884766,11.427149772644043,26513531,102610,136857624,1,9,珠宝首饰,2025-03-21
14,002105,信隆健康,-10.009267807006836,9.71,548659136,3539022877.2500005,3573862600.0000005,3199.90283203125,15.251646041870117,47180763,134848,81555405,1,4,交运设备,2025-03-21
15,002574,明牌珠宝,-10.013350486755371,6.74,538983920,3558720000.0,3558720000.0,348.76556396484375,14.796991348266602,48056200,132412,56882229,1,2,珠宝首饰,2025-03-21
16,603315,福鞍股份,-10.015487670898438,17.43,968496784,5468248781.5199995,5585029920.96,50.41205596923828,17.554115295410156,50122910,144510,403866361,1,18,通用设备,2025-03-21
17,603677,奇精机械,-9.99677562713623,27.91,751804176,5375490142.15,5375490142.15,77.92866516113281,13.734945297241211,84785779,132712,1740231620,1,3,家电行业,2025-03-21
18,605208,永茂泰,-9.970674514770508,15.35,391537200,5064579000.0,5064579000.0,105.6689453125,7.581974029541016,152485165,095200,74564235,1,2,汽车零部,2025-03-21
19,000678,襄阳轴承,-10.0,17.01,1771710432,7817996666.97,7817996581.920001,-301.39886474609375,21.966251373291016,243590327,130133,232153346,1,1,汽车零部,2025-03-21
20,002093,国脉科技,-10.012594223022461,14.29,2247063296,14388118712.5,14397175000.0,72.90350341796875,15.367629051208496,251270044,134130,4371598968,1,4,通信服务,2025-03-21
