序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,605158,华达新材,-9.944133758544922,8.06,253385162,4122045200.0000005,4122045200.0000005,17.968252182006836,6.109821796417236,125091,150000,216298560,1,9,钢铁行业,2025-04-22
2,603613,国联股份,-10.01120662689209,24.09,818748240,17357755915.17,17357755794.72,16.089216232299805,4.605798721313477,7080364,141828,70748595,1,1,互联网服,2025-04-22
3,002211,宏达新材,-10.130719184875488,2.75,38052025,1189308392.25,1189308384.0,-49.400901794433594,3.1995086669921875,39804272,092500,161789925,2,0,化学制品,2025-04-22
4,000668,荣丰控股,-9.981851577758789,4.96,11154544,728335774.4,728335774.4,-15.911755561828613,1.5315111875534058,41662695,092500,134143200,2,0,房地产开,2025-04-22
5,002837,英维克,-9.985486030578613,31.01,1188554416,20071715310.920002,23085909017.920002,120.21287536621094,5.885470867156982,48279655,111403,383152974,1,19,专用设备,2025-04-22
6,603922,金鸿顺,-10.015022277832031,17.97,79050594,3220224000.0,3220224000.0,-155.13015747070312,2.4368860721588135,68019702,093216,39289967,2,0,汽车零部,2025-04-22
7,000638,万方发展,-10.065646171569824,4.11,20337924,1274698420.1100001,1279798695.8400002,72.19742584228516,1.5955086946487427,130768794,092500,149697708,2,0,农牧饲渔,2025-04-22
8,000504,南华生物,-9.988901138305664,8.11,7046779,2519523165.1099997,2676487373.4399996,-238.66644287109375,0.2796870172023773,186867789,092500,41966006,1,0,医疗服务,2025-04-22
9,002231,奥维通信,-10.060362815856934,4.47,15914094,1317839888.49,1550419571.52,-63.73541259765625,1.2075893878936768,213584547,092500,123596394,1,0,通信服务,2025-04-22
10,600610,中毅达,-10.0,10.8,950579280,7654248414.000001,11569765766.400002,-821.4915161132812,12.129467010498047,298162944,095527,6099975000,1,0,化学原料,2025-04-22
11,002076,星光股份,-9.964412689208984,2.53,43349020,2614125611.8999996,2806084974.8799996,-1027.0924072265625,1.6582608222961426,432783267,092500,302081747,1,0,家电行业,2025-04-22
12,002693,双成药业,-9.991532325744629,10.63,49794109,4372991680.4800005,4408151978.72,-87.37621307373047,1.1386737823486328,556841197,092500,332672228,2,0,生物制品,2025-04-22
