序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600829,人民同泰,-10.020732879638672,13.02,863436480,7550149532.94,7550149467.84,50.61485290527344,11.215447425842285,5989642,144800,85170981,1,2,医药商业,2025-12-04
2,002596,海南瑞泽,-10.0,5.76,1245030480,6603985543.679999,6610063749.12,-61.055259704589844,18.202335357666016,11843827,145454,48959706,1,0,水泥建材,2025-12-04
3,002564,天沃科技,-9.966024398803711,7.95,398284544,6828290592.150001,6828290616.0,88.86536407470703,5.716911315917969,27275170,102757,121031595,1,2,专用设备,2025-12-04
4,002686,亿利达,-9.987668991088867,7.3,747293680,3815948038.4,4133545692.7999997,86.1359634399414,18.97592544555664,27768141,144054,54197353,1,1,通用设备,2025-12-04
5,002084,海鸥住工,-10.058026313781738,4.65,626039376,2997550155.3,3004160623.2000003,-36.186336517333984,20.54050636291504,29640425,141636,76347849,1,1,装修装饰,2025-12-04
6,000798,中水渔业,-10.01602554321289,11.23,650378752,4108340660.76,4108593425.6000004,57.69619369506836,15.192402839660645,30851864,140603,47720762,1,1,农牧饲渔,2025-12-04
7,605108,同庆楼,-10.012463569641113,21.66,636549264,5631600000.0,5631600000.0,139.868896484375,10.841421127319336,35474098,135720,98301744,1,8,旅游酒店,2025-12-04
8,002451,摩恩电气,-10.008779525756836,10.25,789274064,4501277250.0,4516867500.0,480.4652099609375,17.178815841674805,35715807,141951,96881706,1,3,电网设备,2025-12-04
9,000735,罗 牛 山,-10.020661354064941,8.71,1734049888,10024317373.070002,10029683316.640001,2687.227294921875,16.9160099029541,36442648,143924,155727152,1,3,农牧饲渔,2025-12-04
10,000859,国风新材,-9.978307723999023,8.3,1657209712,7436179749.3,7436603057.6,-85.01658630371094,21.433305740356445,41184799,143512,85473746,1,2,塑料制品,2025-12-04
11,600734,实达集团,-9.918699264526367,5.54,3476460016,12065306207.24,12067799196.16,-103.3543930053711,28.245357513427734,63060712,143925,698354040,1,9,互联网服,2025-12-04
12,002632,道明光学,-10.024154663085938,14.9,2138261104,8670101563.9,9306526411.2,38.87638854980469,24.361099243164062,98976289,143427,1977229909,1,9,塑料制品,2025-12-04
13,002702,海欣食品,-9.95850658416748,8.68,2015338016,3981895750.0,4823996800.0,-128.36236572265625,46.69831848144531,99341315,143412,126174570,1,2,食品饮料,2025-12-04
