序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603682,锦和商管,-9.969788551330566,5.96,288264048,2816100000.0,2816100000.0,56.074005126953125,9.901961326599121,6434416,143642,22928120,1,3,房地产服,2025-02-18
2,603585,苏利股份,-10.021322250366211,12.66,136581850,2278842955.38,2327583955.38,203.44781494140625,5.869855880737305,18585766,134621,10458426,1,0,农药兽药,2025-02-18
3,601777,千里科技,-9.942856788635254,7.88,1462810480,35626268559.479996,35626268252.159996,668.8721923828125,4.0050225257873535,25966964,143736,177245628,1,3,汽车整车,2025-02-18
4,603990,麦迪科技,-10.0,14.58,1144065008,4465602217.9800005,4465602290.88,-20.02861976623535,24.84918785095215,28095718,143637,105407023,1,5,软件开发,2025-02-18
5,603189,网达软件,-10.010319709777832,17.44,510193696,4700923206.56,4700923258.88,328.5050964355469,10.492709159851074,40485216,133548,45436432,1,0,软件开发,2025-02-18
6,603108,润达医疗,-9.995577812194824,20.35,1864608560,12284079677.650002,12284079535.2,182.70849609375,14.67785930633545,41511965,143606,68595780,1,1,医疗服务,2025-02-18
7,000710,贝瑞基因,-10.0,11.52,915078304,3666338991.3599997,4072567357.44,294.10455322265625,24.090312957763672,49648896,135403,78159052,1,1,医疗器械,2025-02-18
8,603825,华扬联众,-9.978070259094238,16.42,1088838576,4159786183.8400006,4159786183.8400006,-13.871210098266602,24.88848114013672,82791840,131935,87013730,1,6,文化传媒,2025-02-18
9,603803,瑞斯康达,-9.984871864318848,11.9,635240976,5056114328.3,5107873366.400001,-58.90009689331055,12.398926734924316,94388420,131620,426676880,2,0,通信设备,2025-02-18
10,600797,浙大网新,-9.980430603027344,9.2,1644062752,9453249338.4,9453249356.8,-142.9712371826172,16.922840118408203,113794809,134552,117074600,1,0,互联网服,2025-02-18
11,603039,泛微网络,-10.0,71.91,446842416,18739966979.43,18739966979.43,163.00271606445312,2.3339786529541016,115566273,095728,73204380,1,0,软件开发,2025-02-18
12,601116,三江购物,-9.986595153808594,13.43,89480061,7355320912.0,7355320912.0,45.56791305541992,1.2165350914001465,243786423,092503,2923904392,1,0,商业百货,2025-02-18
13,002313,日海智能,-10.0,11.97,151261084,4481522214.75,4481568000.0,-42.320858001708984,3.375061273574829,291486018,093039,914826401,1,1,通信设备,2025-02-18
14,603881,数据港,-9.997334480285645,33.76,4864749312,20210339566.239998,20210339735.039997,144.23777770996094,23.455806732177734,330224824,132642,671966352,1,5,互联网服,2025-02-18
15,002123,梦网科技,-10.0145845413208,18.51,1366132960,13239072039.000002,14818920307.68,365.1403503417969,10.31856632232666,1716393836,093103,8010383897,2,1,通信服务,2025-02-18
16,600126,杭钢股份,-9.959183692932129,11.03,1562254304,37250395585.49,37250395640.64,-62.53867721557617,4.187648296356201,1732224979,093049,25617446502,1,1,钢铁行业,2025-02-18
