序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600893,航发动力,-10.008158683776855,33.09,3271645408,88188978242.22002,88204513401.6,102.52867889404297,3.6861257553100586,6604764,145658,311480999,1,7,航天航空,2025-04-02
2,603353,和顺石油,-9.985734939575195,18.93,531921888,3226012740.0,3282348420.0,57.07892990112305,15.745240211486816,13291131,143249,14251639,1,0,石油行业,2025-04-02
3,603677,奇精机械,-10.0,22.5,580250208,4333519462.5,4333519462.5,64.25202178955078,13.009264945983887,19037047,143726,49601249,1,0,家电行业,2025-04-02
4,001336,楚环科技,-10.016695022583008,21.56,184395969,615694525.5999999,1732852660.0,60.15603256225586,29.731731414794922,22146432,140842,583651169,1,5,专用设备,2025-04-02
5,603579,荣泰健康,-10.003803253173828,23.66,747499280,4197201876.14,4197201876.14,22.088666915893555,17.645092010498047,27882978,143204,3287754750,1,19,家电行业,2025-04-02
6,002132,恒星科技,-9.905660629272461,3.82,916497712,5346021835.92,5353900769.28,215.75308227539062,16.868173599243164,52751399,133821,247502254,1,2,通用设备,2025-04-02
7,001333,光华股份,-9.993108749389648,26.12,428267216,1149280000.0,3343360000.0,22.837732315063477,35.98334503173828,55152092,131839,64546359,1,1,化学制品,2025-04-02
8,603949,雪龙集团,-10.0,23.4,419315056,4918803411.599999,4940598312.0,81.78485107421875,8.44991397857666,60614119,134600,2073988800,2,3,汽车零部,2025-04-02
9,000953,河化股份,-10.043041229248047,6.27,472855152,2295586162.6499996,2295586143.8399997,21.714181900024414,20.201608657836914,99502291,110939,382172908,1,0,化学制药,2025-04-02
10,002329,皇氏集团,-10.115607261657715,3.11,25492981,2049681687.9599998,2702743410.08,-138.3137969970703,1.24375319480896,195013234,092500,211959873,2,0,食品饮料,2025-04-02
11,002347,泰尔股份,-10.0401611328125,6.72,39452448,3315533094.72,3391599267.8399997,-161.2191619873047,1.1899276971817017,315130193,092500,225423744,1,0,通用设备,2025-04-02
12,300561,汇金科技,-20.014636993408203,21.86,29371096,3942150927.7799997,7172440180.48,-1319.155517578125,0.7450525760650635,1031470177,092500,207335542,3,0,软件开发,2025-04-02
