序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603948,建业股份,-10.0,24.03,555673408,3904614683.01,3904614683.01,19.671710968017578,13.559348106384277,1388501,145542,22275810,1,0,化学制品,2025-06-27
2,603022,新通联,-10.029282569885254,12.29,807586880,2458000000.0,2458000000.0,49.20560836791992,32.072086334228516,5617759,144725,88661520,1,10,包装材料,2025-06-27
3,002207,准油股份,-9.96818733215332,8.49,651681952,2214256524.0,2224850159.2200003,-35.766963958740234,29.172067642211914,69345521,134724,1398072072,1,2,采掘行业,2025-06-27
