类别,周一1013,周二1014,周三1015,周四1016,周五1017
市场焦点股,"合锻智能 10天6板4连板;
蓝丰生化 10天8板;
天际股份 6天5板;
深振业A 8天4板2连板;","山子高科 17天10板;
安泰科技 4连板;
澄星股份 4连板;
合肥城建 7天4板3连板;","华建集团 9天5板;
国光连锁 3连板;
大有能源 4天3板;
中国核建 5天3板;
渤海汽车 6天3板;","华建集团 20天10板2连板;
大有能源 9天5板3连板;
合肥城建 9天5板;
宝泰隆 5天4板;
白银有色 6天4板;","大有能源 10天6板4连板;
合肥城建 10天6板2连板;
白银有色 7天5板2连板;
澄星股份 7天5板;
远大股份 4连板;
三孚股份 3连板;"
芯片产业链,"23只;
澄星股份 3天3板;
合肥城建 6天3板;
新莱应材 2天2板;
凯美特气 2天2板;","4只;
合肥城建 7天4板;
至纯科技 2天2板;",5只;,"10只;
合肥城建 9天5板;
三孚股份 2天2板;","6只;
合肥城建 10天6板;
澄星股份 7天5板;
三孚股份 3天3板;
纳尔股份 6天3板;
睿能科技 2天2板;"
稀土永磁,"18只;
中国瑞林 3天2板;
北方稀土 3天2板;
华宏科技 4天2板;",,,,
核电,"12只;
合锻智能 10天6板;
安泰科技 3天3板;
永鼎股份 3天2板;
旭光电子 3天2板;","2只;
安泰科技 4天4板;",,,
固态电池,4只;,,,"3只;
国晟科技 2天2板;",
国产软件,4只;,,"2只;
榕基软件 3天2板;",,
新型城镇化,"4只;
科新发展 2天2板;",,,,
黄金概念,"3只;
白银有色 3天3板;
西部黄金 3天2板;",,,,
军工,"2只;
长城军工 2天2板;",,,,
锂电池,"3只;
天际股份 6天5板;
石大胜华 5天3板;",,,,
商业零售,2只;,,,,
其他,"蓝丰生化 10天8板;
深振业A 8天4板;
宝泰隆 2天2板;
广东明珠 2天2板;","宝泰隆 3天3板;
亚世光电 2天2板;
新莱福 2天2板;
国光连锁 2天2板;
中持股份 2天2板;","大有能源 8天4板;
国光连锁 3天3板;
中国核建 5天3板;
渤海汽车 6天3板;
亚太药业 2天2板;
远大控股 2天2板;
新农股份 2天2板;
国电南自 4天2板;","白银有色 6天4板;
亚太药业 3天3板;
新农股份 3天3板;
远大控股 3天3板;
四方股份 5天3板;
上实发展 2天2板;
华建集团 2天2板;
海马汽车 2天2板;","白银有色 7天5板;
远大控股 4天4板;
海峡股份 2天2板;
东信和平 4天2板;"
低价股,,"7只;
山子高科 6天4板;
海鸥住工 4天3板;
梅雁吉祥 2天2板;
大有能源 3天2板;","4只;
国新能源 2天2板;
申达股份 4天2板;",,3只;
超硬材料,,4只;,,,
光伏,,3只;,5只;,,
机器人,,3只;,21只;,3只;,4只;
航运港口,,"2只;
南京港 2天2板;",,3只;,
食品饮料,,2只;,,,
磷化工,,"2只;
澄星股份 4天4板;",,,
业绩超预期,,2只;,2只;,"2只;
通达股份 2天2板;
楚江新材 3天2板;",
IDC电源,,,"9只;
京泉华 4天2板;
四方股份 4天2板;",,
创新药,,,5只;,4只;,3只;
消费电子,,,4只;,,
量子科技,,,3只;,,
PCB,,,2只;,,
煤炭,,,,"3只;
大有能源 9天5板;
宝泰隆 5天4板;","2只;
大有能源 10天6板;
安泰集团 2天2板;"
充电桩,,,,"2只;
京泉华 5天3板;",
福建,,,,,"5只;
海通发展 2天2板;"
天然气,,,,,"2只;
国新能源 4天3板;"
