类别,周一1103,周二1104,周三1105,周四1106,周五1107
市场焦点股,"平潭发展 12天9板2连板;
盈新发展 11天8板;
安泰集团 13天7板;
合富中国 5连板;","平潭发展 13天10板3连板;
盈新发展 12天9板2连板;
安泰集团 14天8板2连板;
合富中国 6连板;
达华智能 9天5板;","平潭发展 14天11板4连板;
盈新发展 13天10板3连板;
安泰集团 15天9板3连板;
合富中国 7连板;","合富中国 8连板;
海陆重工 4连板;
大中矿业 7天4板;
振华股份 7天4板;
闽东电力 3连板;
摩恩电气 3连板;","合富中国 9连板;
海陆重工 5连板;
海马汽车 6天5板;
漳州发展 10天5板;
摩恩电气 4连板;"
化工,"9只;
百合花 2天2板;","2只;
百合花 3天3板;
华泰集团 2天2板;",,"8只;
亚邦股份 4天2板;","8只;
澄星股份 2天2板;
清水源 2天2板;"
核电,"8只;
兰石重装 3天2板;","6只;
兰石重装 4天3板;
海陆重工 2天2板;
宝色股份 2天2板;","4只;
海陆重工 3天3板;
博菲电气 2天2板;
雪人集团 2天2板;","5只;
海陆重工 4天4板;
常宝股份 2天2板;","5只;
海陆重工 5天5板;
兰石重装 7天4板;
深圳新星 2天2板;"
AI应用,"7只;
神州信息 8天4板;",,,,
商业航天,5只;,,,,3只;
海南,"4只;
海马汽车 2天2板;
欣龙控股 2天2板;",,"4只;
海马汽车 4天4板;
洲际油气 3天2板;",,"2只;
海马汽车 6天5板;"
存储器,4只;,,,,
光伏,4只;,,,,"4只;
海天股份 4天3板;"
短剧,"3只;
粤传媒 5天3板;
欢瑞世纪 2天2板;",,,,
低价股,"3只;
安泰集团 13天7板;",,"3只;
盈新发展 13天10板;
棕榈股份 3天2板;",,
福建,"3只;
平潭发展 12天9板;","18只;
平潭发展 13天10板;
福龙马 4天3板;
福建金森 4天3板;
冠城新材 3天2板;","8只;
平潭发展 14天11板;
厦工股份 2天2板;
闽东电力 2天2板;
漳州发展 2天2板;","2只;
闽东电力 3天3板;
太阳电缆 2天2板;","4只;
漳州发展 4天3板;"
液冷IDC,"3只;
康盛股份 4天3板;
淳中科技 4天2板;",,2只;,"4只;
统一股份 3天2板;
淳中科技 4天2板;",
IDC电源,2只;,,,,
创新药,"2只;
亚太药业 2天2板;",,,,
业绩超预期,"2只;
亚翔集成 2天2板;
利通电子 2天2板;",,,,
PCB,2只;,,"3只;
金安国纪 4天2板;",,
其他,"合富中国 5天5板;
海南发展 4天2板;","盈新发展 12天9板;
安泰集团 14天8板;
合富中国 6天6板;
粤传媒 6天4板;
德龙汇能 8天4板;
海马汽车 3天3板;
振华股份 5天3板;
威高血净 2天2板;
华东数控 4天2板;","合富中国 7天7板;
海南发展 6天3板;
罗普斯金 2天2板;
标准股份 2天2板;","合富中国 8天8板;
洪兴股份 2天2板;","合富中国 9天9板;
洪兴股份 3天3板;"
冰雪产业,,"3只;
吉视传媒 2天2板;",,,
智能电网,,"3只;
京泉华 2天2板;","24只;
京泉华 3天3板;
摩恩电气 2天2板;
中能电气 2天2板;
神马电力 2天2板;
特变电工 2天2板;","6只;
摩恩电气 3天3板;
保变电气 2天2板;
顺钠股份 2天2板;","5只;
摩恩电气 4天4板;
科士达 2天2板;"
AMC,,2只;,,,
储能,,,"10只;
海天股份 2天2板;",2只;,
固态电池,,,5只;,"8只;
振华股份 7天4板;
恒大高新 2天2板;
可川科技 3天2板;",
煤炭,,,"2只;
安泰集团 15天9板;",,
文化传媒,,,"2只;
吉视传媒 3天3板;",,
发电机概念,,,,"8只;
联德股份 6天3板;",
光通信,,,,7只;,
芯片产业链,,,,6只;,
机器人,,,,6只;,"3只;
方正电机 2天2板;"
有色铝,,,,"4只;
闽发铝业 3天2板;",
重庆,,,,"3只;
财信发展 4天2板;","2只;
重庆建工 2天2板;
渝开发 2天2板;"
氢能,,,,2只;,
锂电池,,,,,"17只;
孚日股份 2天2板;
丰元股份 3天2板;"
生物质能,,,,,3只;
有机硅,,,,,2只;
PEEK材料,,,,,2只;
