类别,周一0120,周二0121,周三0122,周四0123,周五0124
市场焦点股,"电光科技 21天13板2连板;
金安国纪 5连板;
冀凯股份 5连板;
爱慕股份 5连板;","电光科技 22天14板3连板;
冀凯股份 6连板;
博通集成 9天5板;
先锋电子 4连板;
瀛通通讯 4连板;","电光科技 23天15板4连板;
金奥博 10天8板;
冀凯股份 7连板;
瀛通通讯 5连板;","电光科技 24天16板5连板;
兴业股份 5连板;
引力传媒 8天5板;","兴业股份 6连板;
瀛通通讯 7天6板;
冀东装备 5连板;
华联股份 5连板;
华脉科技 6天5板;"
业绩超预期,"14只;
先锋电子 3天3板;
华脉科技 2天2板;
三德科技 2天2板;","7只;
先锋电子 4天4板;
华脉科技 3天3板;
好利科技 2天2板;","6只;
华脉科技 4天4板;","2只;
好利科技 4天3板;
德联集团 5天3板;","9只;
龙韵股份 2天2板;
华胜天成 3天2板;"
机器人,"11只;
冀凯股份 5天5板;
北自科技 2天2板;","25只;
电光科技 22天14板;
冀凯股份 6天6板;
金智科技 2天2板;
冀东装备 2天2板;
福莱新材 2天2板;","15只;
电光科技 23天15板;
金奥博 10天8板;
冀凯股份 7天7板;
冀东装备 3天3板;
福莱新材 3天3板;
森源电气 2天2板;
长华集团 2天2板;
晋拓集团 2天2板;
克劳斯 2天2板;","10只;
冀东装备 4天4板;
晋拓股份 3天3板;","18只;
冀东装备 5天5板;
晋拓股份 4天4板;
长华集团 4天3板;
中大力德 2天2板;"
小红书概念,"7只;
爱慕股份 5天5板;
引力传媒 5天4板;
郑中设计 8天4板;
万和电气 3天3板;
祖名股份 4天3板;
联翔股份 4天2板;",,,,
高速连接器,5只;,,,,
数据中心,"5只;
电光科技 21天13板;",,,,"10只;
和科达 2天2板;
联德股份 3天2板;"
芯片产业链,"4只;
远程股份 9天5板;
兴业股份 2天2板;","8只;
远程股份 10天6板;
兴业股份 3天3板;
XD瑞芯微 3天2板;",,,
PCB,"3只;
金安国纪 5天5板;
澳弘电子 2天2板;",,,,
消费电子,"2只;
瀛通通讯 3天3板;",,,,
商业零售,"2只;
东百集团 3天2板;","3只;
华联股份 6天3板;",,,
字节跳动,,"8只;
博通集成 9天5板;",,"3只;
引力传媒 8天5板;",
食品饮料,,"4只;
祖名股份 5天4板;
好想你 5天3板;",,,
股权转让,,3只;,,,
光通信,,,6只;,"5只;
汇源通信 2天2板;
新亚电子 2天2板;","9只;
华脉科技 6天5板;
新亚电子 3天3板;
长飞光纤 2天2板;"
算力工程,,,4只;,"5只;
电光科技 24天16板;",
风电,,,"3只;
兴业股份 4天4板;",,
金融科技,,,2只;,"3只;
新炬网络 2天2板;",
房地产概念,,,,3只;,
人工智能,,,,3只;,"10只;
垒知集团 2天2板;"
大金融,,,,"2只;
天茂集团 2天2板;",
AI智能体,,,,,"29只;
新炬网络 3天3板;
南兴股份 2天2板;"
