类别,周一1117,周二1118,周三1119,周四1120,周五1121
市场焦点股,"平潭发展 22天14板3连板;
安泰集团 23天14板5连板;
盈新发展 21天13板2连板;
孚日股份 8连板;
三木集团 11天8板7连板;
大中矿业 14天7板3连板;","胜利股份 6连板;
真爱美家 5连板;
九牧王 5连板;","真爱美家 6连板;
九牧王 6连板;
国晟科技 8天6板;
航天发展 4连板;
中水渔业 4连板;
华瓷股份 4连板;","合富中国 15天13板;
九牧王 7连板;
中水渔业 5连板;
航天发展 5连板;
榕基软件 4连板;","中水渔业 6连板;
榕基软件 5连板;
华瓷股份 6天5板;"
锂电池,"21只;
孚日股份 8天8板;
丰元股份 9天5板;
国城矿业 6天4板;
永太科技 7天4板;
大中矿业 3天3板;
中一科技 2天2板;
盛新锂能 3天2板;
融捷股份 3天2板;
佛塑科技 3天2板;
雅化集团 3天2板;","2只;
金圆股份 2天2板;","5只;
金圆股份 3天3板;
佛塑科技 5天3板;
融捷股份 5天3板;
大为股份 2天2板;","9只;
大为股份 3天3板;
深中华A 2天2板;",
福建,"18只;
三木集团 11天8板;
厦工股份 10天5板;
九牧王 4天4板;
九州股份 3天3板;
平潭发展 3天3板;
日上集团 2天2板;
中富通 2天2板;
中国武夷 3天2板;","3只;
九牧王 5天5板;
九州股份 4天4板;
航天发展 3天3板;","4只;
九牧王 6天6板;
航天发展 4天4板;
永安林业 3天2板;","5只;
九牧王 7天7板;
榕基软件 4天4板;
永安林业 4天3板;",2只;
算力工程,"10只;
园林股份 4天2板;",,,2只;,
AI应用,10只;,"18只;
浪潮软件 2天2板;
格尔软件 2天2板;
榕基软件 2天2板;
华胜天成 2天2板;
宣亚国际 2天2板;
石基信息 4天2板;","4只;
浪潮股份 3天3板;
榕基软件 3天3板;
智能自控 2天2板;
齐心集团 2天2板;","2只;
智能自控 3天3板;","8只;
榕基软件 5天5板;
实达集团 2天2板;
视觉中国 4天2板;"
军工,"8只;
航天发展 2天2板;",,"6只;
江龙船艇 3天2板;",,2只;
机器人,"5只;
首开股份 4天2板;","3只;
首开股份 5天3板;",,,
煤炭,"3只;
安泰集团 23天14板;
大有能源 5天3板;",,,,
水产,"2只;
中水渔业 2天2板;",,"9只;
中水渔业 4天4板;
开创国际 3天2板;",,"2只;
中水渔业 6天6板;
獐子岛 3天2板;"
存储器,"2只;
盈新发展 21天13板;",,,,
IDC电源,2只;,,,,
其他,"人民同泰 6天6板;
胜利股份 5天5板;
真爱美家 4天4板;
华夏幸福 3天3板;
合肥城建 6天3板;
和顺石油 2天2板;
日出东方 2天2板;
嘉应制药 2天2板;
大东方 2天2板;
华瓷股份 2天2板;
海南海药 2天2板;
同兴科技 4天2板;","胜利股份 6天6板;
真爱美家 5天5板;
华夏幸福 4天4板;
华瓷股份 3天3板;
中水渔业 3天3板;
合金投资 4天3板;
洛凯股份 2天2板;
和泰机电 3天2板;
欣龙控股 3天2板;
诚达药业 3天2板;","真爱美家 6天6板;
合肥城建 8天4板;
亚星化学 2天2板;
中央商场 2天2板;
太平鸟 2天2板;
英利汽车 4天2板;","中水渔业 5天5板;
英利汽车 5天3板;
海南海药 5天3板;
梦天家居 2天2板;
国风新材 2天2板;
古麒绒材 2天2板;
新宏泽 3天2板;
国统股份 4天2板;","华瓷股份 6天5板;
深中华A 3天3板;
梦天家居 3天3板;
洛凯股份 5天3板;
贵广网络 2天2板;
好莱客 2天2板;
南侨食品 3天2板;"
芯片产业链,,"9只;
和顺石油 3天3板;
亚翔集成 3天2板;",2只;,,"2只;
国风新材 3天3板;"
化工,,,4只;,,
有机硅,,,"3只;
晨光新材 3天2板;",,
纺织服装,,,3只;,,
日化用品,,,"2只;
丽人丽妆 2天2板;",,
光伏,,,"2只;
国晟科技 8天6板;",,
智能电网,,,"2只;
华瓷股份 4天4板;
泰永长征 3天2板;",,
参股券商,,,,4只;,
商业航天,,,,"3只;
航天发展 5天5板;",
PCB,,,,2只;,
光通信,,,,2只;,
消费电子,,,,2只;,
房地产,,,,,2只;
