类别,周一1020,周二1021,周三1022,周四1023,周五1024
市场焦点股,"大有能源 11天7板5板;
远大控股 5连板;
宝泰隆 7天5板;
三孚股份 4连板;
国新能源 5天4板2连板;","大有能源 12天8板6连板;
蓝丰生化 16天9板;
合肥城建 12天7板;
华建集团 13天7板;
先锋电子 3连板;","大有能源 13天9板7连板;
蓝丰生化 17天10板2连板;
国光连锁 8天5板2连板;
睿能科技 5天4板;
黄河旋风 7天4板3连板;","大有能源 14天10板8连板;
盈新发展 4连板;
神开股份 4连板;
石化机械 4连板;","盈新发展 5连板;
世龙实业 4连板;
珠江钢琴 6天4板3连板;
平潭发展 6天4板2连板;
法狮龙 7天4板2连板;"
机器人,"8只;
三联锻造 2天2板;","3只;
东贝集团 3天2板;","11只;
睿能科技 5天4板;",,7只;
煤炭,"6只;
大有能源 11天7板;
宝泰隆 7天5板;
安泰集团 3天3板;",,,"8只;
大有能源 14天10板;
安泰集团 6天4板;
郑州煤电 4天2板;
云煤能源 4天2板;
陕西黑猫 4天2板;
辽宁能源 4天2板;",
光通信,5只;,"1只;
汇绿生态 2天2板;",,,"3只;
汇绿生态 5天3板;"
商业航天,"5只;
腾达科技 4天2板;",,,,"14只;
达华智能 2天2板;"
芯片产业链,"5只;
三孚股份 4天4板;
睿能科技 3天3板;
先锋电子 2天2板;",,,,5只;
沐曦概念,5只;,,,,
电力,4只;,,,,
超硬材料,3只;,"1只;
恒盛能源 2天2板;",,,
深海科技,3只;,,,,
天然气,"3只;
国新能源 5天4板;",,,,
量子科技,"3只;
德美化工 3天2板;",,,"6只;
德美化工 6天3板;","2只;
格尔软件 2天2板;"
业绩超预期,3只;,,"2只;
北方股份 3天3板;",,
低价股,"3只;
安通控股 3天2板;","4只;
百川能源 2天2板;","4只;
海鸥住工 10天5板;
茂化实华 2天2板;
凌钢股份 4天2板;",,"3只;
海鸥住工 12天6板;
平潭发展 6天4板;
茂化实华 4天3板;"
人脑工程,1只;,,,,
固态电池,1只;,"5只;
北方股份 2天2板;",,2只;,3只;
其他,"远大控股 5天5板;
孚日股份 2天2板;
平潭发展 2天2板;
法狮龙 3天2板;
白云电器 4天2板;","大有能源 12天8板;
合肥城建 12天7板;
先锋电子 3天3板;
华建集团 5天3板;
上实发展 5天3板;","大有能源 13天9板;
国光连锁 8天5板;
盈新发展 3天3板;
世龙实业 2天2板;
蓝丰生化 2天2板;
珠海钢琴 4天2板;","世龙实业 3天3板;
珠江钢琴 5天3板;
平潭发展 5天3板;
法狮龙 6天3板;
赛象科技 2天2板;
荣信文化 3天2板;","世龙实业 4天4板;
珠江钢琴 6天4板;
法狮龙 7天4板;
农心科技 2天2板;
常铝股份 2天2板;
上海电力 4天2板;"
深地经济,,"14只;
黄河旋风 6天3板;
神开股份 2天2板;
石化机械 2天2板;
德石股份 2天2板;
中信重工 2天2板;
山东墨龙 3天2板;","12只;
黄河旋风 7天4板;
神开股份 3天3板;
石化机械 3天3板;
中信重工 3天3板;
山东墨龙 4天3板;
中化岩土 2天2板;
石化油服 2天2板;
惠博普 2天2板;","3只;
神开股份 4天4板;
石化机械 4天4板;
山东墨龙 5天4板;",
湖北国资,,8只;,"4只;
广济药业 2天2板;
武汉控股 2天2板;
三峡新材 2天2板;
华塑控股 2天2板;",,
房地产概念,,"6只;
盈新发展 2天2板;","4只;
光明地产 2天2板;",,
消费电子,,4只;,,,"3只;
环旭电子 4天2板;"
工程机械,,3只;,,,
存储器,,"3只;
云汉芯城 4天2板;",,,"14只;
盈新发展 5天5板;
时空科技 2天2板;
大为股份 4天2板;"
智能电网,,2只;,,,
大金融,,2只;,,,
一带一路,,,"7只;
建设机械 2天2板;",,
创新药,,,"5只;
辰欣药业 4天2板;",,
上海国资,,,3只;,,
抗流感,,,2只;,,
核电,,,2只;,4只;,
深圳本地,,,,13只;,
次新股,,,,4只;,2只;
短剧,,,,3只;,
有色铝,,,,"2只;
鑫铂股份 2天2板;",
冰雪产业,,,,"2只;
大连圣亚 4天2板;",
并购重组,,,,"2只;
盈新发展 4天4板;",
PCB,,,,,7只;
液冷IDC,,,,,2只;
