类别,周一0908,周二0909,周三0910,周四0911,周五0912
市场焦点股,"首开股份 4连板;
中源家居 5天4板3连板;
键邦股份 3连板;
天际股份 3连板;","天普股份 10连板;
首开股份 5连板;
西部黄金 7天5板;
天际股份 4连板;
中国瑞林 7天4板;
英联股份 7天4板;","天普股份 11连板;
首开股份 6连板;
三维通信 10天5板;
键邦股份 5天4板;
圣晖集成 6天4板2连板;
青山纸业 7天4板2连板;","青山纸业 8天5板3连板;
苏宁环球 3连板;
三江购物 3连板;
淳中科技 3连板;","首开股份 8天7板;
青山纸业 9天6板4连板;
苏宁环球 4连板;
淳中科技 4连板;
必得科技 6天4板;"
机器人,"18只;
首开股份 4天4板;
横河精密 2天2板;
均胜电子 2天2板;","6只;
首开股份 5天5板;
欧龙新能 2天2板;","8只;
首开股份 6天6板;
欧龙新能 3天3板;",4只;,"8只;
百利科技 4天2板;"
固态电池,"13只;
天际股份 3天3板;
天赐材料 2天2板;
多氟多 2天2板;
上海洗霸 2天2板;","9只;
天际股份 4天4板;
英联股份 7天4板;
泰坦股份 2天2板;",,,2只;
医疗器械,"7只;
济民健康 9天5板;",,,,
PEEK材料,5只;,,,,
商业航天,5只;,,,,
芯片产业链,"5只;
汉钟精机 4天2板;",,"4只;
圣晖集成 6天4板;",5只;,11只;
新能源汽车,4只;,"3只;
众泰汽车 2天2板;",,,
锂电池,"4只;
键邦股份 3天3板;","2只;
天域生物 2天2板;",,"5只;
深圳新星 3天2板;",
航运,3只;,,,,
核电,3只;,,,,
猪肉产业,2只;,,,3只;,
体育产业,2只;,,2只;,,
折叠屏,2只;,,,,
储能,2只;,,,4只;,
PCB,2只;,,"6只;
东山精密 4天2板;","22只;
东山精密 5天3板;
景旺电子 2天2板;","3只;
景旺电子 3天3板;
方正科技 6天3板;"
其他,"中源家居 5天4板;
中国电影 2天2板;
必得科技 2天2板;","必得科技 3天3板;
圣晖集成 5天3板;
青山纸业 6天3板;
锡装股份 2天2板;","天普股份 14天11连板;
键邦股份 5天4板;
青山纸业 7天4板;
汇嘉时代 8天4板;
苏宁环球 2天2板;
旷达科技 3天2板;
恩捷股份 4天2板;","新炬网络 2天2板;
金逸影视 2天2板;
振德医疗 3天2板;","必得科技 6天4板;
东珠生态 3天3板;
新炬网络 3天3板;
振德医疗 4天3板;
天域生物 5天3板;
昭衍新药 6天3板;
炬申股份 2天2板;
华建集团 2天2板;
嘉泽新能 2天2板;
众兴菌业 2天2板;"
黄金概念,,"5只;
西部黄金 7天5板;
中国瑞林 7天4板;",,,
影视,,4只;,"3只;
粤传媒 2天2板;",,"4只;
金逸影视 3天3板;"
房地产概念,,2只;,,"3只;
苏宁环球 3天3板;","7只;
首开股份 8天7板;
苏宁环球 4天4板;
新大正 2天2板;"
商业零售,,"2只;
汇嘉时代 4天2板;",,"2只;
三江购物 3天3板;",
创新药,,2只;,,"1只;
济民健康 12天6板;",5只;
液冷IDC,,,"4只;
淳中科技 2天2板;","4只;
淳中科技 3天3板;","2只;
淳中科技 4天4板;
科华数据 6天3板;"
油气设服,,,4只;,,
eSIM,,,3只;,,
算力工程,,,3只;,"7只;
工业富联 2天2板;","5只;
罗曼股份 2天2板;"
卫星互联网,,,"3只;
三维通信 3天2板;","3只;
东珠生态 2天2板;
东方通信 2天2板;
上海沪工 4天2板;",
CRO/CMO,,,"2只;
昭衍新药 4天2板;",,
阿里巴巴概念,,,"2只;
三江购物 2天2板;",,
光通信,,,,"7只;
青山纸业 8天5板;","5只;
青山纸业 9天6板;
通鼎互联 2天2板;
剑桥科技 2天2板;"
有色金属概念,,,,,7只;
低价股,,,,,"6只;
众泰汽车 5天3板;"
