类别,周一1230,周二1231,周三0101,周四0102,周五0103
市场焦点股,"中百集团 21天13板4连板;
哈森股份 4连板;
东百集团 4连板;","中百集团 22天14板5连板;
克劳斯 12天7板;
东百集团 5连板;
来伊份 8天5板;",,"中百集团 23天15板6连板;
东百集团 6连板;
电光科技 9天7板;
来伊份 9天6板2连板;
顺钠股份 5连板;","电光科技 10天8板2连板;
东百集团 7连板;
顺钠股份 6连板;
国星光电 11天6板;
安源煤业 6天5板;"
数据中心,"6只;
顺钠股份 3天3板;
广电电气 2天2板;","2只;
顺钠股份 4天4板;",,"3只;
顺钠股份 5天5板;
中恒电气 8天4板;","5只;
电光科技 10天8板;
顺钠股份 6天6板;
海得控制 3天3板;"
商业零售,"6只;
中百集团 21天13板;
东百集团 4天4板;
百大集团 4天3板;
宁波中百 3天2板;
友好集团 4天2板;","3只;
中百集团 22天14板;
东百集团 5天5板;
友好集团 5天3板;",,"10只;
中百集团 23天15板;
东百集团 6天6板;
友好集团 6天4板;
宁波中百 5天3板;","4只;
东百集团 7天7板;
益民集团 2天2板;
华联股份 2天2板;"
算力工程,5只;,4只;,,"3只;
电光科技 9天7板;",
金融科技,"4只;
东港股份 2天2板;",,,,
AI眼镜,"2只;
宝明科技 3天2板;
瀛通通讯 3天2板;",,,"3只;
比依股份 4天2板;","9只;
宝泰隆 4天3板;
比依股份 5天3板;"
液冷IDC,2只;,,,,
股权转让,"2只;
安源煤业 3天3板;
神剑股份 2天2板;","2只;
安源煤业 4天4板;
神剑股份 3天3板;",,,"4只;
安源煤业 6天5板;
交大昂立 4天4板;
神剑股份 5天4板;"
光通信,2只;,,,,
机器人,2只;,,,"4只;
东港股份 4天3板;
海得控制 2天2板;
建设工业 2天2板;","4只;
东港股份 5天4板;"
光伏,,"7只;
绿康生化 3天3板;
瑞和股份 2天2板;",,,
天然气,,"5只;
仁智股份 2天2板;",,,
食品饮料,,"4只;
交大昂立 2天2板;",,"6只;
华资实业 2天2板;
莲华控股 2天2板;",
纺织服装,,3只;,,2只;,
家居装饰,,3只;,,"2只;
君禾股份 2天2板;",
并购重组,,3只;,,"6只;
克劳斯 2天2板;
中晟高科 4天2板;","3只;
山子高科 2天2板;
欣天科技 2天2板;"
培育钻石,,2只;,,,
微信小店,,,,"9只;
来伊份 9天6板;
梦洁股份 2天2板;
佳隆股份 4天2板;",
房地产,,,,"3只;
锦和商管 5天3板;",
高速连接器,,,,2只;,
医药,,,,,7只;
消费电子,,,,,"3只;
日久光电 4天2板;"
