类别,周一0602,周二0603,周三0604,周四0605,周五0606
市场焦点股,,"滨海能源 11天7板;
百利电气 12天7板;
德邦股份 5连板;
均瑶健康 6天5板;
永冠新材 7天5板;
御银股份 4连板;
联化科技 4连板;","尤夫股份 16天8板;
莱绅通灵 11天6板;
御银股份 5连板;
乐惠国际 7天5板2连板;","滨海能源 13天8板;
联化科技 6天5板;
共创草坪 4连板;
翠微股份 5天4板;
恒宝科技 5天4板;","百利电气 15天8板;
共创草坪 5连板;
菲林格尔 4连板;
金时科技 4连板;
中衡设计 5天4板;
永悦科技 5天4板;"
创新药,,"17只;
万邦德 2天2板;
海南海药 2天2板;
哈三联 2天2板;
千红制药 4天2板;","3只;
万邦德 3天3板;
九芝堂 2天2板;",,"4只;
昂利康 4天2板;"
数字货币,,"8只;
御银股份 4天4板;
翠微股份 3天3板;
海联金汇 3天3板;
恒宝股份 3天3板;","4只;
御银股份 5天5板;
金时科技 2天2板;
中科金财 4天2板;","7只;
恒宝股份 5天4板;
翠微股份 5天4板;
金时科技 3天3板;
元隆雅图 5天3板;",
化工,,"8只;
永冠新材 7天5板;
联化科技 4天4板;",,"4只;
联化科技 6天5板;","7只;
苏利股份 2天2板;"
食品饮料,,"7只;
均瑶健康 6天5板;
乐惠国际 6天4板;","8只;
乐惠国际 7天5板;
有友食品 6天3板;","3只;
嘉美包装 2天2板;",
无人机,,"7只;
永悦科技 2天2板;
新大正 3天3板;
星网宇达 4天2板;","3只;
永悦科技 3天3板;",,
黄金概念,,"5只;
菜百股份 4天2板;","6只;
菜百股份 5天3板;
萃华珠宝 2天2板;
潮宏基 2天2板;",,
体育产业,,"3只;
共创草坪 2天2板;","2只;
共创草坪 3天3板;
金陵体育 2天2板;","5只;
共创草坪 4天4板;
金陵体育 3天3板;",
商业航天,,"3只;
中天火箭 2天2板;
中衡设计 2天2板;",,5只;,"4只;
中衡设计 5天4板;
华体科技 2天2板;"
机器人,,"3只;
南都物业 4天2板;",,8只;,
美容护理,,2只;,4只;,,
IP经济,,2只;,"3只;
国芳集团 5天3板;",,
其他,,"滨海能源 11天7板;
百利电气 12天7板;
德邦股份 5连板;
合兴股份 4天3板;
申科股份 2天2板;","合兴股份 5天4板;
中衡设计 3天3板;
南华期货 2天2板;
广晟有色 2天2板;
若羽臣 2天2板;
菲林格尔 3天2板;","滨海能源 13天8板;
南华期货 3天3板;
菲林格尔 4天3板;
时代出版 5天3板;
路桥信息 5天3板;
易明医药 2天2板;
顺钠股份 2天2板;","百利电气 15天8板;
XD共创草坪 5天5板;
菲林格尔 5天4板;
易明医药 3天3板;
新联电子 2天2板;
二六三 4天2板;
青岛双星 4天2板;"
光通信,,,"5只;
得润电子 4天2板;","7只;
华脉科技 2天2板;","2只;
华脉科技 3天3板;"
固态电池,,,"6只;
龙蟠科技 2天2板;",,4只;
算力工程,,,4只;,"8只;
中嘉博创 2天2板;","5只;
中电鑫龙 3天3板;"
无人车辆,,,"4只;
侨银股份 5天3板;
启迪环境 5天3板;
康盛股份 4天2板;",,
烟草,,,2只;,,
玻纤,,,2只;,,
家居装饰,,,2只;,,
深海科技,,,2只;,,
核电,,,2只;,,
虚拟电厂,,,,"8只;
中电鑫龙 2天2板;
南网能源 4天2板;",
PCB,,,,5只;,
中兵系,,,,4只;,
摘帽,,,4只;,"2只;
汇金股份 5天3板;","4只;
金时科技 4天4板;
永悦科技 5天4板;
中嘉博创 3天3板;
中润资源 2天2板;"
有色金属概念,,,,,7只;
并购重组,,,,,3只;
新型城镇化,,,,,"2只;
重庆建工 3天2板;"
