类别,周一1006,周二1007,周三1008,周四1009,周五1010
市场焦点股,,,,"山子高科 14天9板3连板;
天际股份 4连板;
冠中生态 3连板;
合锻智能 5天3板2连板;
精艺股份 6天5板2连板;","合锻智能 9天5板3连板;
大众公用 9天5板2连板;
联美控股 9天5板;
养元饮品 7天4板;"
核电,,,,"21只;
合锻智能 8天4板;
万里石 3天2板;","6只;
合锻智能 9天5板;
中国核建 2天2板;
安泰科技 2天2板;"
有色金属概念,,,,"15只;
精艺股份 6天5板;
江西铜业 2天2板;
河钢资源 2天2板;
盛屯矿业 2天2板;
兴业银锡 3天2板;","2只;
白银有色 2天2板;"
芯片产业链,,,,"9只;
山子高科 3天3板;",5只;
机器人,,,,"4只;
大众公用 8天4板;
日盈电子 8天4板;","3只;
渤海汽车 3天2板;"
黄金概念,,,,4只;,
锂电池,,,,"4只;
天际股份 4天4板;",
AMD概念,,,,3只;,
存储器,,,,"3只;
深科技 6天3板;",
新型工业化,,,,3只;,
新能源汽车,,,,2只;,
AI应用,,,,2只;,
稀土永磁,,,,1只;,
其他,,,,冠中生态 3天3板;,"澄星股份 2天2板;
岳阳兴长 2天2板;
庄园牧场 2天2板;
新疆交建 2天2板;
万邦德 3天2板;
深振业 3天2板;"
低价股,,,,,"6只;
海鸥住工 2天2板;"
纺织服装,,,,,5只;
创投,,,,,"5只;
大众公用 9天5板;"
IDC电源,,,,,4只;
军工,,,,,4只;
石墨烯,,,,,"2只;
德尔未来 3天2板;"
