类别,周一0811,周二0812,周三0813,周四0814,周五0815
市场焦点股,"长城军工 8天6板;
北纬科技 6天5板;
航天科技 5天4板2连板;
中欣氟材 5天4板;
吉视传媒 6天4板3连板;","北纬科技 7天6板2连板;
洪通燃气 6天5板;
吉视传媒 7天5板4连板;
福日电子 7天5板;
海立股份 5天4板2连板;","北纬科技 8天7板3连板;
长城军工 10天7板;
中马传动 11天7板;
洪通燃气 7天6板2连板;
吉视传媒 8天6板5连板;
福日电子 8天6板2连板;
海立股份 6天5板3连板;
航天科技 7天5板;","创新医疗 8天5板3连板;
大元泵业 4连板;
特发信息 6天4板2连板;
华胜天成 6天4板;
上海港湾 6天4板;","洪通燃气 9天7板;
大元泵业 5连板;
同洲电子 5天4板;
浙江东日 5天4板;"
锂电池,"9只;
洪田股份 4天3板;
野马电池 4天2板;",,2只;,,
新疆,"8只;
新疆交建 2天2板;
北新路桥 2天2板;
天顺股份 2天2板;
八一钢铁 2天2板;
新疆火炬 2天2板;
国统股份 2天2板;
西部建设 2天2板;
青松建化 2天2板;","6只;
洪通燃气 6天5板;
新疆交建 3天3板;
北新路桥 3天3板;
新疆火炬 3天3板;
八一钢铁 3天3板;","2只;
洪通燃气 7天6板;
新疆交建 4天4板;",,
机器人,"7只;
北纬科技 6天5板;","9只;
北纬科技 7天6板;
飞亚达 4天3板;
江特电机 2天2板;","12只;
北纬科技 8天7板;
宁波韵升 5天3板;
恒宝股份 2天2板;
可立克 3天2板;","6只;
金田股份 2天2板;","9只;
卧龙电驱 2天2板;
长缆科技 3天2板;
中邮科技 3天2板;"
算力工程,"6只;
德生科技 2天2板;
美丽生态 2天2板;
特发信息 3天2板;
华胜天成 3天2板;","3只;
华胜天成 4天3板;","9只;
同洲电子 3天3板;
电子城 2天2板;
中电鑫龙 2天2板;","4只;
华胜天成 6天4板;","3只;
中电鑫龙 4天3板;
可立克 5天3板;"
PCB,5板;,,6只;,"2只;
宏和科技 2天2板;","13只;
宏和科技 3天3板;
东材科技 3天2板;"
PEEK材料,"4只;
中欣氟材 5天4板;",,3只;,,
商业航天,"4只;
航天科技 5天4板;
上海港湾 3天3板;",,"2只;
航天科技 7天5板;
烽火电子 2天2板;","2只;
上海港湾 6天4板;
烽火电子 3天3板;",1只;
军工,"4只;
长城军工 8天6板;
飞亚达 3天2板;
皖通科技 4天2板;",2只;,"4只;
长城军工 10天7板;",,
IDC电源,3只;,,,,"3只;
同洲电子 5天4板;"
创新药,3只;,,1只;,3只;,1只;
芯片产业链,"3只;
海立股份 4天3板;
万通发展 2天2板;","10只;
海立股份 5天4板;","8只;
海立股份 6天5板;
洪田股份 6天4板;
凯美特气 2天2板;","4只;
电子城 3天3板;","6只;
衢州发展 3天3板;
凯美特气 4天3板;
冠石科技 2天2板;"
消费电子,"2只;
朝阳科技 3天2板;",,,,
液冷IDC,2只;,"4只;
大元泵业 2天2板;","4只;
大元泵业 3天3板;","5只;
大元泵业 4天4板;
飞龙股份 2天2板;
康盛股份 4天2板;","11只;
大元泵业 5天5板;
金田股份 3天3板;
飞龙股份 3天3板;
山东章鼓 2天2板;"
高铁轨交,2只;,,,,
其他,"吉视传媒 6天4板;
赛诺医疗 3天3板;
美诺华 2天2板;","吉视传媒 7天5板;
福日电子 7天5板;
同洲电子 2天2板;
必得科技 2天2板;
深物业A 2天2板;
桂发祥 2天2板;","吉视传媒 8天6板;
福日电子 8天6板;
必得科技 3天3板;
桂发祥 3天3板;","爱丽家居 2天2板;
腾龙股份 2天2板;
模塑科技 2天2板;
长城证券 2天2板;","洪通燃气 9天7板;
浙江东日 5天4板;
爱丽家居 3天3板;
腾龙股份 3天3板;
济民健康 2天2板;
中粮糖业 2天2板;
佛燃能源 3天2板;"
人脑工程,,"5只;
创新医疗 6天3板;
浙江东日 2天2板;","3只;
创新医疗 7天4板;
浙江东日 3天3板;
荣泰健康 3天2板;","3只;
创新医疗 8天5板;",
医疗器械,,3只;,,,
并购重组,,"3只;
万通发展 3天3板;
九鼎投资 2天2板;","6只;
万通发展 4天4板;
九鼎投资 3天3板;
光库科技 2天2板;","3只;
衢州发展 2天2板;",
商业零售,,"2只;
国光连锁 2天2板;","2只;
国光连锁 3天3板;
合百集团 2天2板;",,
新能源汽车,,,6只;,,
有色金属概念,,,4只;,,
光通信,,,"3只;
特发信息 5天3板;
博威合金2天2板;","2只;
特发信息 6天4板;",1只;
大金融,,,"2只;
国盛金控 2天2板;",,"2只;
长城证券 3天3板;"
数字货币,,,,"7只;
恒宝股份 3天3板;","2只;
金时科技 2天2板;"
新型城镇化,,,,"3只;
森特股份 2天2板;",
光伏,,,,,6只;
稀土永磁,,,,,3只;
金融科技,,,,,2只;
