类别,周一0512,周二0513,周三0514,周四0515,周五0516
市场焦点股,"春光科技 5连板;
中超控股 6天5板;
成飞集成 4连板;
利君股份 4连板;
天箭科技 4连板;","红墙股份 16天10板3连板;
成飞集成 5连板;
利君股份 5连板;
天箭科技 5连板;
华纺股份 6天5板;","润贝航科 17天9板;
渝三峡A 11天7板;
成飞集成 6连板;
利君股份 6连板;","渝三峡A 12天8板2连板;
成飞集成 7连板;
迎丰股份 5连板;
苏州龙杰 5连板;","红墙股份 19天11板;
渝三峡A 13天9板3连板;
成飞集成 8连板;
利君股份 8天7板;"
军工,"25只;
成飞集成 4天4板;
天箭科技 4天4板;
利君股份 4天4板;
晨曦航空 4天3板;
展鹏科技 3天2板;
航天南湖 3天2板;
七丰精工 3天2板;
中航成飞 3天2板;","4只;
成飞集成 5天5板;
利君股份 5天5板;
天箭科技 5天5板;
皖通科技 2天2板;","6只;
成飞集成 6天6板;
利君股份 6天6板;
展鹏科技 5天3板;
甘化科工 4天2板;","2只;
成飞集成 7天7板;","4只;
成飞集成 8天8板;
利君股份 8天7板;
通达股份 2天2板;"
机器人,"22只;
中超控股 6天5板;
万向钱潮 3天3板;
宝馨科技 5天3板;
荣泰健康 3天2板;
襄阳轴承 4天2板;",,"2只;
襄阳轴承 6天3板;","3只;
吉林化纤 2天2板;",20只;
出海概念,9只;,"8只;
朝阳科技 6天3板;
尚荣医疗 2天2板;",,,
算力工程,"5只;
禾盛新材 5天3板;",,6只;,,
高铁轨交,3只;,,,,
固态电池,3只;,,,,
纺织服装,"3只;
苏州龙杰 2天2板;
迎丰股份 2天2板;","6只;
华纺股份 6天5板;
迎丰股份 3天3板;
苏州龙杰 3天3板;","5只;
迎丰股份 4天4板;
盛泰集团 2天2板;","6只;
迎丰股份 5天5板;
苏州龙杰 5天5板;
盛泰集团 3天3板;",
其他,"红墙股份 15天9板;
春光科技 5天5板;","神驰机电 6天3板;
恒而达 2天2板;
交大昂立 3天2板;
纳尔股份 3天2板;","尚荣医疗 3天3板;
恒而达 3天3板;
交大昂立 4天3板;","京运通 8天4板;
综艺股份 2天2板;","丽人丽妆 2天2板;
洪通燃气 2天2板;
郑中设计 2天2板;
安正时尚 2天2板;
哈三联 2天2板;
拓新药业 2天2板;
东方中科 3天2板;
神驰机电 4天2板;"
光伏,,"10只;
宝馨科技 6天4板;
百达精工 4天3板;
鑫磊股份 4天2板;",,,
航运港口,,8只;,"10只;
宁波海运 2天2板;
宁波远洋 2天2板;
南京港 2天2板;
连云港 2天2板;
凤凰航运 2天2板;","6只;
南京港 3天3板;
宁波海运 3天3板;
宁波远洋 3天3板;
连云港 3天3板;
中远海发 2天2板;
锦江航运 2天2板;","4只;
宁波海运 4天4板;
南京港 4天4板;
连云港 4天4板;
宁波远洋 4天4板;"
化工,,"8只;
红墙股份 16天10板;","14只;
苏州龙杰 4天4板;
中毅达 6天3板;
集泰股份 2天2板;
尤夫股份 2天2板;","6只;
集泰股份 3天3板;
尤夫股份 3天3板;
茂华实业 2天2板;
永安药业 2天2板;
渝三峡A 2天2板;","9只;
红墙股份 19天11板;
集泰股份 4天4板;
中毅达 8天4板;
渝三峡A 3天3板;
安纳达 3天2板;"
基因测序,,2只;,,,
电力,,"2只;
晋控电力 3天2板;",,,
AI智能体,,2只;,,,
深海科技,,2只;,,,
快递物流,,,9只;,,
金融科技,,,4只;,,
大金融,,,4只;,,
跨境电商,,,"3只;
青岛金王 2天2板;","3只;
海程邦达 2天2板;",
稀土永磁,,,2只;,,"3只;
京运通 9天5板;"
碳纤维,,,2只;,,
食品饮料,,,,"9只;
交大昂立 5天4板;",
医疗美容,,,,"7只;
新华锦 2天2板;
拉芳家化 3天2板;",
合成生物,,,,2只;,
核电,,,,,5只;
智能驾驶,,,,,5只;
抗流感,,,,,4只;
PEEK材料,,,,,3只;
宠物经济,,,,,3只;
