类别,周一0414,周二0415,周三0416,周四0417,周五0418
市场焦点股,"国芳集团  7连板;
中旗新材 9天7板;
中源家居 5连板;","泰慕士 4连板;
新金路 3连板;
两面针 3连板;","国芳集团 9天8板;
连云港 9天7板;
泰慕士 5连板;
贝因美 7天5板;
两面针 4连板;","国芳集团 10天9板2连板;
泰慕士 6连板;
双成药业 6天5板4连板;
乐山电力 8天5板4连板;","国芳集团 11天10板3连板;
国光连锁 5连板;
红宝丽 11天6板4连板;"
体育产业,"11只;
泰慕士 3天3板;
通达创智 2天2板;
英派斯 3天2板;",,,"2只;
通达创智 5天3板;
三柏硕 4天2板;",
海南,"7只;
双成药业 3天2板;
海汽集团 4天2板;",,,,
核电,6只;,,,,
发电机概念,5只;,,,,
电商,"5只;
跨境通 3天3板;","7只;
永泰运 4天2板;","2只;
浔兴股份 2天2板;","6只;
浔兴股份 3天3板;
华贸物流 3天3板;
南极电商 4天2板;","2只;
保税科技 2天2板;"
消费电子,5只;,,,,
化工,"5只;
亚邦股份 2天2板;
中毅达 3天2板;","4只;
中毅达 4天3板;","3只;
红宝丽 2天2板;","8只;
新金路 5天4板;
亚邦股份 5天3板;
渤海化学 2天2板;
兄弟科技 3天2板;","3只;
红宝丽 4天4板;
红墙股份 2天2板;"
东盟自贸区,"4只;
远大控股 3天3板; 
南宁百货 2天2板; 
两面针 2天2板;",,,,
商业零售,"4只;
国芳集团 7天7板;",,"3只;
国芳集团 9天8板;
欧亚集团 6天4板;
国光连锁 3天3板;","2只;
国芳集团 10天9板;
国光连锁 4天4板;","5只;
国芳集团 11天10板;
国光连锁 5天5板;"
电力,4只;,"5只;
乐山电力 6天3板;
韶能股份 2天2板;",,"2只;
乐山电力 8天5板;",
有色金属概念,4只;,,,,
食品饮料,"4只;
燕塘乳业 3天2板;","6只;
京粮控股 2天2板;","7只;
贝因美 7天5板;
安记食品 2天2板;
麦趣尔 2天2板;","7只;
安记食品 3天3板;
麦趣尔 3天3板;
桂发祥 2天2板;","2只;
安记食品 4天4板;"
房地产概念,"4只;
海南发展 4天2板;",,,"6只;
荣丰控股 4天3板;
天保基建 2天2板;","8只;
天保基建 3天3板;
渝开发 2天2板;"
芯片产业链,"4只;
盈方微 2天2板;
深圳华强 2天2板;
和科达 2天2板;",,,"12只;
红宝丽 3天3板;
海路重工 4天2板;
格林达 4天2板;",
创投,4只;,,,,
家居装饰,"3只;
中源家居 5天5板;",,,"5只;
亚联机械 3天3板;",
创新药,2只;,,,,
煤炭,2只;,,,,
高铁轨交,2只;,,,,
机器人,2只;,6只;,,,
其他,"中旗新材 9天7板;
新金路 2天2板;
建艺集团 3天2板;
华达新材 3天2板;","泰慕士 4天4板;
两面针 3天3板;
双成药业 4天3板;
国光连锁 2天2板;
天沃科技 3天2板;","两面针 4天4板;
双成药业 5天4板;
乐山电力 7天4板;
天沃科技 4天3板;
立方制药 2天2板;
东方材料 2天2板;
荣丰控股 3天2板;
利仁科技 3天2板;","双成药业 6天5板;
立方制药 3天3板;
南京港 2天2板;
泰嘉股份 4天2板;","立方制药 4天4板;
亚联机械 4天4板;
夭沃科技 6天4板;
特力A  3天3板;
蓝科高新 2天2板;
红蜻蜓 2天2板;
大千生态 4天2板;"
文创玩具,,6只;,,,
业绩超预期,,"6只;
锦江航运 5天3板;",,,"3只;
新宏泽 2天2板;"
固态电池,,2只;,,,
医疗美容,,2只;,,,
智谱AI,,2只;,,,
石英,,"2只;
新金路 3天3板;",,,
统一大市场,,,"8只;
连云港 9天7板;
永泰运 5天3板;
华贸物流 2天2板;",,
次新股,,,"4只;
亚联机械 2天2板;",,
纺织服装,,,"4只;
泰慕士 5天5板;","4只;
泰慕士 6天6板;
盛泰集团 6天3板;",
旅游酒店,,,2只;,"3只;
金陵饭店 2天2板;",
大飞机,,,2只;,3只;,
数字货币,,,2只;,,
AI应用,,,,"5只;
东珠生态 3天2板;",
新型城镇化,,,,4只;,"4只;
中铝国际 2天2板;"
黄金概念,,,,"4只;
特力A 2天2板;",
算力工程,,,,2只;,
5G产业链,,,,,"15只;
宏昌电子 2天2板;"
深海科技,,,,,"3只:
尤夫股份 2天2板;"
钠电池,,,,,3只;
智能驾驶,,,,,3只;
