类别,周一1222,周二1223,周三1224,周四1225,周五1226
市场焦点股,"安记食品 15天8板;
胜通能源 7连板;
东百集团 12天6板;
鹭燕医药 4连板;
庄园牧场 4连板;
嘉美包装 4连板;","安记食品 16天9板2连板;
胜通能源 8连板;
鹭燕医药 5连板;
嘉美包装 5连板;
神剑股份 4连板;","安记食品 17天10板3连板;
胜通能源 9连板;
再升科技 13天7板;
东百集团 14天7板;
嘉美包装 6连板;
神剑股份 5连板;
浙江世宝 7天5板;","胜通能源 10连板;
再升科技 14天8板2连板;
嘉美包装 7连板;
百大集团 11天7板;
神剑股份 6连板;","胜通能源 11连板;
再升科技 15天9板3连板;
嘉美包装 8连板;
神剑股份 7连板;
浙江世宝 9天6板;
安通控股 5连板;
海南发展 6天5板"
海南,"19只;
海汽集团 2天2板;
海南瑞泽 2天2板;
海南海药 2天2板;","5只;
海南发展 3天3板;
海汽集团 3天3板;
海南瑞泽 3天3板;
海南海药 3天3板;
安通控股 2天2板;","4只;
海南发展 4天4板;
安通控股 3天3板;
凯撒旅业 3天2板;",,"6只;
安通控股 5天5板;
海南发展 6天5板;
海汽集团 6天4板;"
光通信,"8只;
长飞光纤 4天3板;
环旭电子 4天2板;",3只;,"9只;
环旭电子 6天3板;
金时科技 3天2板;",,
机器人概念,7只;,,,"16只;
胜通能源 10天10板;
大业股份 2天2板;
首开股份 4天2板;","9只;
胜通能源 11天11板;
锋龙股份 2天2板;
天奇股份 2天2板;
泰尔股份 2天2板;"
芯片产业链,6只;,"9只;
圣晖集成 2天2板;
亚翔集成 2天2板;","3只;
创元科技 3天3板;
圣晖集成 3天3板;","6只;
圣晖集成 4天4板;
国风新材 3天2板;","4只;
扬子新材 2天2板;"
商业航天,"6只;
神剑股份 3天3板;
国泰集团 2天2板;
国机精工 2天2板;","5只;
神剑股份 4天4板;
创元科技 2天2板;","31只;
神剑股份 5天5板;
国机精工 4天3板;
九鼎新材 2天2板;
天通股份 4天2板;","25只;
神剑股份 6天6板;
创元科技 4天4板;
九鼎新材 3天3板;
隆基机械 2天2板;
博云新材 2天2板;
直真科技 2天2板;
再升科技 2天2板;
鲁信创投 2天2板;
上海港湾 2天2板;
超捷股份 2天2板;
中国卫星 2天2板;
通宇通讯 2天2板;","25只;
神剑股份 7天7板;
通宇通讯 10天5板;
九鼎新材 4天4板;
大业股份 3天3板;
鲁信创投 3天3板;
隆基机械 3天3板;
中国卫星 3天3板;
上海港湾 3天3板;
再升科技 3天3板;
天通股份 6天3板;
长江通信 2天2板;
中超控股 3天2板;
永鼎股份 3天2板;"
福建,"5只;
鹭燕医药 4天4板;","4只;
鹭燕医药 5天5板;
安记食品 6天3板;
合兴包装 2天2板;","8只;
安记食品 7天4板;
合兴包装 3天3板;
东百集团 3天2板;
三木集团 4天2板;","3只;
合兴包装 4天4板;
厦门国贸 2天2板;","3只;
厦门国贸 3天3板;
昇兴股份 3天2板;"
智能驾驶,"3只;
山子高科 2天2板;",,,,
食品饮料,"3只;
庄园牧场 4天4板;
红棉股份 2天2板;",,,,
免税,"2只;
海南发展 2天2板;",,,,
液冷IDC,"2只;
德联集团 2天2板;",8只;,"2只;
集泰股份 2天2板;",,
一带一路,2只;,,,,
核电,"2只;
中国一重 2天2板;",,,,"2只;
中核科技 2天2板;"
有色金属概念,1只;,,,,6只;
其他,"胜通能源 7天7板;
嘉美包装 4天4板;
楚环科技 2天2板;","胜通能源 8天8板;
嘉美包装 5天5板;
楚环科技 3天3板;
山东赫达 2天2板;
利柏特 2天2板;
华联控股 3天2板;
航天工程 3天2板;","胜通能源 9天9板;
嘉美包装 6天6板;
浙江世宝 7天5板;
华联控股 4天3板;
航天工程 4天3板;
天际股份 6天3板;
众望布艺 4天2板","嘉美包装 7天7板;
安通控股 4天4板;
航天工程 5天4板;
广道退 2天2板;","嘉美包装 8天8板;
浙江世宝 9天6板;
五洲特纸 3天3板;
广道退 3天3板;
汇洁股份 2天2板"
锂电池,,8只;,,,"13只;
华联控股 6天4板;
天际股份 8天4板;
深圳新星 4天2板;"
PCB,,5只;,3只;,,
有色钨,,2只;,,,
商业零售,,2只;,,3只;,
IDC电源,,,3只;,,
造纸,,,2只;,"4只;
五洲特纸 2天2板;",
低空经济,,,2只;,,
化工,,,2只;,,
跨境电商,,,,3只;,
数字货币,,,,"2只;
金时科技 4天3板;",
西部开发,,,,"2只;
天顺股份 4天2板;",
光伏,,,,,5只;
量子科技,,,,,2只;
电力,,,,,2只;
