类别,周一0922,周二0923,周三0924,周四0925,周五0926
市场焦点股,"天普股份 14连板;
首开股份 14天12板;
山子高科 7天6板;
杭电股份 5连板;
云南旅游 4连板;","天普股份 15连板;
杭电股份 6连板;
泰慕士 7天6板;
万向钱潮 7天5板;
福龙马 4连板;","华软科技 4连板;
红豆股份 5天4板;
向日葵 3连板;
长川科技 2连板;","华软科技 5连板;
蓝丰生化 4连板;
联美控股 4连板;
立昂微 3连板;
上纬新材 2连板;","万向钱潮 10天6板;
华建集团 12天6板2连板;
蓝丰生化 5连板;
精艺股份 3连板;
养元饮品 3连板;"
机器人,"21只;
首开股份 14天12板;
云南旅游 4天4板;
红豆股份 3天3板;
福龙马 3天3板;","9只;
万向钱潮 7天5板;
福龙马 4天4板;
大洋电机 8天4板;
兴业科技 4天3板;
大众公用 2天2板;","11只;
红豆股份 5天4板;
联美控股 3天3板;
迎丰股份 2天2板;","7只;
上纬新材 2天2板;
日盈电子 4天2板;","2只;
万向钱潮 10天6板;"
芯片产业链,"14只;
天普股份 3天3板;
凯美特气 4天3板;
华软科技 2天2板;
德明利 2天2板;
鼎信通讯 2天2板;","19只;
天普股份 4天4板;
凯美特气 5天4板;
华软科技 3天3板;
德明利 3天3板;
超讯通信 2天2板;
向日葵 2天2板;","26只;
华软科技 4天4板;
向日葵 3天3板;
立昂微 2天2板;
诚邦股份 2天2板;
张江高科 2天2板;
长川科技 2天2板;","6只;
华软科技 5天5板;
立昂微 3天3板;
养元饮品 2天2板;
TCL中环 2天2板;","10只;
养元饮品 3天3板;"
算力工程,"10只;
贵广网络 2天2板;","2只;
贵广网络 3天3板;","3只;
中电鑫龙 3天2板;","3只;
中电鑫龙 4天3板;",
AI眼镜,9只;,,,,
摩尔线程,"5只;
和而泰 3天2板;","5只;
和而泰 4天3板;
联美控股 2天2板;
盈趣科技 2天2板;
初灵信息 2天2板;",,"2只;
联美控股 4天4板;
七匹狼 2天2板;",
光通信,"5只;
杭电股份 5天5板;","3只;
杭电股份 6天6板;
永鼎股份 2天2板;",2只;,6只;,
液冷IDC,"4只;
海鸥股份 4天3板;",2只;,"2只;
宏盛股份 2天2板;",,
低价股,"4只;
山子高科 7天6板;","4只;
美克家居 5天3板;
大龙地产 3天2板;
全筑股份 4天2板;",,4只;,
固态电池,3只;,,4只;,,3只;
PCB,2只;,,,,
其他,悍高集团 2天2板;,"泰慕士 7天6板;
蓝丰生化 2天2板;
沙河股份 2天2板;","蓝丰生化 3天3板;
悍高集团 4天3板;
南京港 2天2板;
宁波中百 3天2板;
博纳影业 4天2板;",蓝丰生化 4天4板;,"品茗科技 2天2板;
深华发A 2天2板;
华建集团 2天2板;
祥龙电业 2天2板;
启迪环境 3天2板;"
新能源汽车,,"4只;
浙江仙通 2天2板;",,,"4只;
浙江仙通 5天3板;"
航运港口,,2只;,,,
房地产概念,,,"6只;
大龙地产 4天3板;",,
油气设服,,,2只;,,
创新药,,,2只;,,
低空经济,,,2只;,,
有色金属概念,,,1只;,"2只;
精艺股份 2天2板;","3只;
精艺股份 3天3板;"
储能,,,,4只;,
阿里巴巴概念,,,,3只;,
核电,,,,"3只;
合锻智能 4天2板;",
医药,,,,2只;,
甲醇,,,,,"5只;
嘉泽新能 2天2板;"
风电,,,,,"3只;
吉鑫科技 2天2板;"
国企改革,,,,,3只;
化工,,,,,"2只;
蓝丰生化 5天5板;"
军工,,,,,"2只;
湘电股份 4天2板;"
