类别,周一0818,周二0819,周三0820,周四0821,周五0822
市场焦点股,"吉视传媒 11天7板;
大元泵业 13天7板6连板;
国机精工 11天6板;
同洲电子 6天5板2连板;
华胜天成 8天5板;
飞龙股份 9天5板4连板;","国机精工 12天7板2连板;
同洲电子 7天6板3连板;
华胜天成 9天6板2连板;
海立股份 10天6板;
济民健康 4连板;","济民健康 5连板;
腾龙股份 6天5板2连板;
电子城 7天5板2连板;
汉钟精机 4连板;
科森科技 4连板;","吉视传媒 14天8板;
科森科技 5连板;
园林股份 4连板;
御银股份 3连板;
世茂能源 3连板;","科森科技 6连板;
万通发展 11天6板2连板;
园林股份 5连板;
御银股份 4连板;
世茂能源 4连板;"
液冷IDC,"17只;
大元泵业 6天6板;
金田股份 4天4板;
飞龙股份 4天4板;
川润股份 2天2板;
汉钟精机 2天2板;
淳中科技 4天2板;","5只;
川润股份 3天3板;
汉钟精机 3天3板;
四方科技 2天2板;
领益智造 2天2板;","3只;
汉钟精机 4天4板;",,"3只;
川润股份 6天4板;"
机器人,"13只;
长缆科技 4天3板;
科森科技 2天2板;
大豪科技 2天2板;","16只;
科森科技 3天3板;
红豆股份 2天2板;
国机精工 2天2板;
明新旭腾 2天2板;","9只;
南方精工 2天2板;
华丽家族 2天2板;
宁波东力 3天2板;
凯中精密 3天2板;","8只;
日丰股份 2天2板;","6只;
科森科技 6天6板;
道恩股份 2天2板;"
PCB,"7只;
诺德股份 2天2板;
南亚新材 2天2板;
方正科技 2天2板;","2只;
诺德股份 3天3板;","3只;
宏昌电子 4天2板;",,9只;
影视,"5只;
吉视传媒 11天7板;","2只;
慈文传媒 2天2板;",,,
光通信,5只;,"1只;
剑桥科技 2天2板;",,,
华为产业链,"5只;
华胜天成 8天5板;","6只;
华胜天成 9天6板;
中电鑫龙 6天4板;","3只;
华立股份 2天2板;",,
军工,"5只;
长城军工 13天8板;
伟隆股份 3天2板;","3只;
中科海讯 2天2板;
四创电子 2天2板;","4只;
泰豪科技 2天2板;",,"3只;
成飞集成 3天3板;"
商业航天,"5只;
烽火电子 5天4板;
再升科技 2天2板;",,"2只;
中天火箭 3天2板;","2只;
再升科技 5天3板;",
创新药,"5只;
申联生物 2天2板;
新天药业 2天2板;","8只;
申联生物 3天3板;
新天药业 3天3板;
福瑞股份 2天2板;
立方制药 3天2板;",2只;,,
IDC电源,"4只;
同洲电子 6天5板;
中恒电气 6天3板;","4只;
同洲电子 7天6板;
中恒电气 7天4板;
科士达 3天2板;",,,2只;
稀土永磁,"3只;
华宏科技 2天2板;","2只;
华宏科技 3天3板;","2只;
北矿科技 2天2板;",,2只;
算力工程,3只;,"5只;
电子城 6天4板;
园林股份 2天2板;","3只;
电子城 7天5板;
园林股份 3天3板;",,"14只;
园林股份 5天5板;
合力泰 3天2板;
群兴玩具 3天2板;"
金融科技,"3只;
大智慧 2天2板;
科创信息 2天2板;
中科金财 3天2板;",,,,
消费电子,1只;,,"8只;
科森科技 4天4板;
朝阳科技 3天2板;","8只;
科森科技 5天5板;
仁和药业 2天2板;
华升股份 2天2板;",
芯片产业链,1只;,,2只;,3只;,15只;
算力芯片,,,,,"14只;
万通发展 2天2板;"
CRO/CMO,1只;,2只;,,,
其他,"爱丽家居 4天4板;
长城证券 4天4板;
济民健康 3天3板;
中粮糖业 3天3板;
影石创新 2天2板;
海能技术 2天2板;
上海电力 2天2板;
江顺科技 4天2板;","腾龙股份 5天4板;
汇得科技 2天2板;
康欣新材 3天2板;","济民健康 5天5板;
世茂能源 2天2板;
御银股份 2天2板;","吉视传媒 14天8板;
园林股份 4天4板;
世茂能源 3天3板;
成飞集成 2天2板;
汇嘉时代 2天2板;
兴业科技 4天2板;","世茂能源 4天4板;
华光环能 2天2板;
皓宸医疗 3天2板;"
发电机概念,,3只;,"2只;
全柴动力 2天2板;",,
食品饮料,,3只;,"4只;
酒鬼酒 2天2板;",,
AI应用,,"3只;
伟隆股份 4天3板;
利欧股份 2天2板;",,,"4只;
伟隆股份 7天4板;"
医疗器械,,"3只;
济民健康 4天4板;",,,
数字货币,,"2只;
中科金财 4天3板;",,"13只;
御银股份 3天3板;
中油资本 3天2板;","4只;
御银股份 4天4板;
中油资本 4天3板;
天融信 2天2板;"
新能源汽车,,,"7只;
腾龙股份 6天5板;",,
业绩超预期,,,5只;,,
AI眼镜,,,4只;,,
光伏,,,"5只;
联泓新科 4天2板;",,
有色金属概念,,,"2只;
云南锗业 2天2板;",,
商业零售,,,2只;,,
化工,,,,4只;,
油气设服,,,,2只;,
新疆,,,,,"4只;
汇嘉时代 3天3板;"
大金融,,,,,2只;
储能,,,,,2只;
