类别,周一1201,周二1202,周三1203,周四1204,周五1205
市场焦点股,"国晟科技 16天11板3连板;
航天发展 12天8板2连板;
金富科技 6连板;
实达集团 8天6板;
雷科防务 6天5板2连板;
国风新材 9天5板;","航天发展 13天9板3连板;
金富科技 7连板;
梦天家居 10天7板;
榕基软件 12天7板;
雷科防务 7天6板3连板;
国风新材 10天6板2连板;","海王生物 6连板;
海欣食品 6连板;
道明光学 5连板;
顺灏股份 4连板;","睿能科技 6天5板;
高乐股份 4连板;
太阳电缆 3连板;
安记食品 3连板;","航天发展 16天10板;
海王生物 8天7板;
海欣食品 8天7板;
实达集团 12天7板;
国风新材 13天7板;
顺灏股份 6天5板;
太阳电缆 4连板;
安记食品 4连板;"
消费电子,"21只;
芯瑞达 2天2板;
惠威科技 3天2板;
昀冢科技 3天2板;
博通集成 4天2板;","3只;
道明光学 4天4板;
福蓉科技 2天2板;","6只;
道明光学 5天5板;
福蓉科技 3天3板;",,
商业航天,"11只;
航天发展 12天8板;
雷科防务 6天5板;
通宇通讯 3天3板;
顺灏股份 2天2板;
银河电子 2天2板;","5只;
航天发展 13天9板;
雷科防务 7天6板;
通宇通讯 4天4板;
顺灏股份 3天3板;","8只;
顺灏股份 4天4板;
银河电子 4天3板;
航天机电 4天2板;","9只;
航天机电 5天3板;
龙洲股份 2天2板;","17只;
航天发展 16天10板;
顺灏股份 6天5板;
龙洲股份 3天3板;"
机器人,"6只;
睿能科技 3天3板;",,2只;,"13只;
睿能科技 6天5板;
骏亚科技 2天2板;","9只;
骏亚科技 3天3板;"
有色金属概念,"5只;
梅雁吉祥 4天3板;
罗平锌电 5天3板;",,,,5只;
光刻胶,4只;,,,,
固态电池,"4只;
国晟科技 16天11板;
道明光学 3天3板;",,,,
冰雪产业,3只;,,,,
福建,"2只;
实达集团 8天6板;
海欣食品 4天4板;","6只;
海欣食品 5天5板;
睿能科技 4天4板;
平潭发展 3天2板;","5只;
海欣食品 6天6板;
太阳光缆 2天2板;
安记食品 2天2板;","4只;
太阳电缆 3天3板;
安记食品 3天3板;","15只;
海欣食品 8天7板;
安记食品 4天4板;
太阳电缆 4天4板;
舒华体育 2天2板;"
其他,"金富科技 6天6板;
海王生物 4天4板;
中国电影 2天2板;
阳光乳业 2天2板;
瑞玛精密 2天2板;
苏豪汇鸿 2天2板;
杰瑞股份 2天2板;","金富科技 7天7板;
梦天家居 10天7板;
海王生物 5天5板;
茂业商业 6天5板;
瑞玛精密 3天3板;
嘉戎技术 2天2板;
冰山冷热 2天2板;
金能科技 4天2板;","杰瑞股份 4天3板;
和顺石油 5天3板;
高乐股份 2天2板;
亿利达 2天2板;","高乐股份 3天3板;
惠天热电 2天2板;
双枪科技 2天2板;
国机重装 2天2板;
瑞康医药 2天2板;","海王生物 8天7板;
苏豪汇鸿 6天4板;
航天机电 6天4板;
瑞康医药 3天3板;
合富中国 4天2板;"
芯片产业链,,"5只;
苏豪汇鸿 3天3板;
国风新材 2天2板;",,,
AI应用,,4只;,,,
医药商业,,3只;,,,
房地产概念,,"3只;
世联行 8天4板;",,,
食品饮料,,3只;,"4只;
同庆楼 2天2板;",,3只;
海南,,2只;,,,
抗流感,,,"4只;
海王生物 6天6板;",2只;,
超硬材料,,,3只;,,
煤炭,,,"3只;
安泰集团 2天2板;",,
风电,,,2只;,,
光通信,,,2只;,,8只;
摩尔线程,,,,5只;,
核电,,,,,"5只;
国机重装 3天3板;"
化工,,,,,"5只;
国风新材 5天3板;
双星新材 2天2板;"
金融科技,,,,,3只;
家居装饰,,,,,"3只;
名雕股份 2天2板;
中源家居 2天2板;"
