类别,周一1027,周二1028,周三1029,周四1030,周五1031
市场焦点股,"盈新发展 6连板;
国光连锁 11天6板;
世龙实业 5连板;
平潭发展 7天5板3连板;","盈新发展 7连板;
平潭发展 8天6板4连板;
时空科技 5连板;
达华智能 4连板;","平潭发展 9天7板5连板;
时空科技 6连板;
安泰集团 10天6板;
亚士创能 4连板;","时空科技 7连板;
亚士创能 5连板;
常铝股份 6天4板2连板;
格尔软件 6天4板;","时空科技 8连板;
平潭发展 11天8板;
瑞尔特 4连板;
合富中国 4连板;"
存储器,"8只;
盈新发展 6天6板;
时空科技 3天3板;
大为股份 5天3板;
德明利 2天2板;","3只;
盈新发展 7天7板;
时空科技 4天4板;
大为股份 6天4板;",,,
福建,"8只;
平潭发展 7天5板;","12只;
平潭发展 8天6板;
福建水泥 2天2板;
海峡创新 2天2板;
漳州发展 2天2板;","2只;
平潭发展 9天7板;
瑞尔特 2天2板;","2只;
瑞尔特 3天3板;","平潭发展 11天8板;
瑞尔特 4天4板;
海峡创新 5天3板;
福建金森 2天2板;
福龙马 2天2板;"
业绩超预期,7只;,6只;,"12只;
海兴电力 2天2板;",12只;,"25只;
弘元绿能 3天2板;
粤传媒 4天2板;"
核电,"7只;
东方钽业 3天2板;","1只;
安泰科技 2天2板;",2只;,,
机器人,"7只;
青岛双星 2天2板;
亚士创能 2天2板;","8只;
青岛双星 3天3板;
亚士创能 3天3板;
征和工业 2天2板;
锦富技术 3天2板;","3只;
亚士创能 4天4板;","5只;
亚士创能 5天5板;
方正电机 3天2板;",4只;
芯片产业链,5只;,,,,
PCB,4只;,"7只;
景旺电子 2天2板;
方正科技 3天2板;","3只;
中钨高新 2天2板;
宏和科技 2天2板;",,
光通信,"4只;
汇绿生态 6天4板;",,,,
算力工程,"3只;
环旭电子 5天3板;",,,,
光刻胶,2只;,,,,
液冷IDC,2只;,,"3只;
宁波精达 2天2板;","2只;
康盛股份 2天2板;",
量子科技,"2只;
达华智能 3天3板;","2只;
格尔软件 4天3板;",,"8只;
格尔软件 6天4板;
神州信息 6天3板;",
商业航天,"2只;
中信重工 6天4板;","2只;
达华智能 4天4板;",,,
固态电池,2只;,2只;,"3只;
方大炭素 2天2板;","5只;
振华股份 2天2板;","2只;
泰坦股份 2天2板;"
其他,"国光连锁 11天6板;
世龙实业 5天5板;
农心科技 3天3板;
郑州煤电 6天3板;
汇得科技 3天2板;","安泰集团 9天5板;
秦港股份 4天2板;
深物业A 4天2板;","安泰集团 10天6板;
时空科技 5天5板;
合富中国 2天2板;
德龙汇能 4天2板;
上海电力 4天2板;","时空科技 6天6板;
常铝股份 6天4板;
合富中国 3天3板;
德龙汇能 5天3板;
京投发展 2天2板;","时空科技 7天7板;
合富中国 4天4板;
中锐股份 2天2板;"
军工,,2只;,,,
国产软件,,2只;,,,
光伏,,,5只;,,
有色铝,,,"3只;
常铝股份 5天3板;",,
IDC电源,,,3只;,,
海南,,,2只;,,3只;
储能,,,2只;,"4只;
通润装备 2天2板;",
金融科技,,,1只;,,
锂电池,,,,"7只;
大中矿业 2天2板;","5只;
大中矿业 3天3板;
天际股份 2天2板;"
创新药,,,,,18只;
短剧,,,,,3只;
AI应用,,,,,3只;
