类别,周一1208,周二1209,周三1210,周四1211,周五1212
市场焦点股,"合富中国 30天16板2连板;
实达集团 13天8板2连板;
顺灏股份 7天6板2连板;
安记食品 5连板;
通宇通讯 8天5板;","雷科防务 12天7板;
安记食品 6连板;
龙洲股份 5连板;
骏亚科技 5连板;
航天机电 8天5板;
舒华体育 4连板;","茂业商业 12天7板2连板;
龙洲股份 6连板;
厦门港务 4连板;
东百集团 4连板;
安妮股份 5天4板;","东百集团 5连板;
安妮股份 6天5板4连板;
再升科技 4连板;
中源家居 6天4板2连板;","龙洲股份 8天7板;
顺灏股份 11天7板;
航天机电 11天6板;
再升科技 5连板;
中源家居 7天5板3连板;
太阳电缆 9天5板;"
商业航天,"19只;
顺灏股份 7天6板;
龙洲股份 4天4板;
西部材料 2天2板;
航天科技 2天2板;
红相股份 2天2板;
天箭科技 2天2板;
航天动力 2天2板;
达华智能 3天2板;","9只;
龙洲股份 5天5板;
达华智能 4天3板;
再升科技 2天2板;
大业股份 2天2板;","5只;
再升科技 3天3板;
西部材料 4天3板;
天通股份 2天2板;","19只;
再升科技 4天4板;
航天动力 5天3板;
四川金顶 6天3板;","21只;
再升科技 5天5板;
航天动力 6天4板;
西部材料 6天4板;
华菱线缆 2天2板;
中超控股 2天2板;
通光线缆 2天2板;
天力复合 2天2板;
航天长峰 4天2板;
泰永长征 4天2板;"
福建,"17只;
实达集团 13天8板;
安记食品 5天5板;
舒华体育 3天3板;
闽发铝业 6天3板;
瑞达期货 2天2板;
福建金森 2天2板;
昇兴股份 2天2板;
东百集团 2天2板;
厦门港务 2天2板;","10只;
安记食品 6天6板;
舒华体育 4天4板;
昇兴股份 3天3板;
东百集团 3天3板;
厦门港务 3天3板;
安妮股份 2天2板;
厦门空港 2天2板;","3只;
厦门港务 4天4板;
安妮股份 3天3板;
欣贺股份 6天3板;",,"6只;
龙洲股份 8天7板;
雪人集团 2天2板;"
光通信,11只;,"7只;
中瓷电子 2天2板;","7只;
中瓷电子 3天3板;
跃岭股份 2天2板;
特发信息 4天2板;","3只;
跃岭股份 3天3板;",
AI应用,8只;,,,,
机器人,"7只;
骏亚科技 4天4板;",,"6只;
龙洲股份 6天6板;
信隆健康 2天2板;
永悦科技 2天2板;","3只;
南都物业 2天2板;",2只;
存储器,5只;,,,,
高速连接器,"5只;
致尚科技 2天2板;
宝胜股份 2天2板;",,,,
PCB,3只;,"4只;
骏亚科技 5天5板;",,,
光伏,3只;,"3只;
航天机电 8天5板;",,,
固态电池,2只;,,"2只;
孚日股份 4天2板;",,
核电,"2只;
中国一重 2天2板;",,,4只;,10只;
其他,"瑞康医药 4天4板;
双星新材 3天3板;
合富中国 5天3板;
南矿集团 2天2板;
冰轮环境 2天2板;
精艺股份 2天2板;
新大洲A 4天2板;",威帝股份 2天2板;,"博纳股份 3天3板;
中源家居 5天3板;
海南发展 3天2板;","安妮股份 4天4板;
中源家居 6天4板;","航天机电 11天6板;
中源家居 7天5板;
博纳影业 5天4板;
法尔胜 2天2板;
百大集团 2天2板;
广西广电 2天2板;"
算力工程,,6只;,,,
商业零售,,"5只;
永辉超市 2天2板;
南京商旅 2天2板;","8只;
东百集团 4天4板;
永辉超市 3天3板;
茂业商业 2天2板;
美凯龙 2天2板;
中央商场 2天2板;","3只;
东百集团 5天5板;
南京商旅 4天3板;",
影视,,"3只;
博纳影业 2天2板;",,,
液冷IDC,,2只;,,,
IDC电源,,2只;,,,
电商,,2只;,,,
低空经济,,2只;,,,
海南,,,9只;,,
房地产概念,,,6只;,,
有色金属概念,,,"3只;
南矿股份 4天3板;",,2只;
芯片产业链,,,,"4只;
立昂微 2天2板;","6只;
亚翔集成 2天2板;"
创新药,,,,"2只;
重药控股 2天2板;",
储能,,,,2只;,
电网设备,,,,,"7只;
中利集团 2天2板;"
发电机概念,,,,,2只;
锂电池,,,,,3只;
