类别,周一0526,周二0527,周三0528,周四0529,周五0530
市场焦点股,"中超控股 16天10板3连板;
苏州龙杰 12天8板2连板;
宜宾纸业 6天5板;
棕榈股份 6天5板;
安纳达 9天5板;
汇得科技 4连板;","中超控股 17天11板4连板;
苏州龙杰 13天9板3连板;
尤夫股份 11天6板;
汇得科技 5连板;
京华激光 6天5板4连板;
莱绅通灵 6天5板2连板;","永安药业 11天7板;
尤夫股份 12天7板2连板;
滨海能源 8天6板;
通达电气 6天5板3连板;
尚纬股份 5连板;
融发核电 4连板;
会稽山 6天4板3连板;
云内动力 6天4板3连板;","中超控股 19天12板;
王子新材 14天7板;
通达电气 7天6板4连板;
尚纬股份 6连板;
云内动力 7天5板4连板;
融发核电 5连板;","棕榈股份 10天6板;
百利电气 11天6板;
华森制药 4连板;
德邦股份 4连板;"
核电,"23只;
中超控股 16天10板;
尚纬股份 3天3板;
融发核电 2天2板;
哈焊华通 2天2板;
雪人股份 2天2板;","8只;
百利电气 8天5板;
尚纬股份 4天4板;
融发核电 3天3板;
哈焊华通 3天3板;
汇金通 2天2板;
锡装股份 2天2板;
长城电工 2天2板;
四创电子 4天2板;","9只;
尚纬股份 5天5板;
融发核电 4天4板;
长城军工 3天3板;
汇金通 3天3板;
雪人股份 4天3板;
合锻智能 3天2板;","10只;
中超控股 19天12板;
尚纬股份 6天6板;
融发核电 5天5板;
合锻智能 4天3板;
四创电子 6天3板;","2只;
百利电气 11天6板;
富煌钢构 2天2板;"
化工,"10只;
苏州龙杰 12天8板;
安纳达 9天5板;
汇得科技 4天4板;
新金路 2天2板;
永冠新材 2天2板;","18只;
苏州龙杰 13天9板;
尤夫股份 11天6板;
汇得科技 5天5板;
永冠新材 3天3板;
诺普信 2天2板;
宿迁联盛 2天2板;
美邦股份 4天2板;","6只;
永安药业 11天7板;
美邦股份 5天3板;
海利尔 2天2板;","8只;
永冠新材 5天4板;
宿迁联盛 4天3板;
联化科技 2天2板;
广康生化 2天2板;
金浦钛业 4天2板;",
无人物流车,"7只;
通达电气 4天3板;
云内动力 4天2板;","4只;
通达电气 5天4板;
云内动力 5天3板;
科捷智能 2天2板;","8只;
通达电气 6天5板;
云内动力 6天4板;
德邦股份 2天2板;","19只;
通达电气 7天6板;
云内动力 7天5板;
劲旅环境 3天3板;
德邦股份 3天3板;
启迪环境 2天2板;
侨银股份 2天2板;
玉禾田 2天2板;
锦江在线 4天2板;
湘邮科技 4天2板;",
无人车辆,,,,,"4只;
德邦股份 4天4板;
中立股份 2天2板;
福龙马 2天2板;"
IP经济,"6只;
京华激光 5天4板;
莱绅通灵 5天4板;","6只;
京华激光 6天5板;
莱绅通灵 6天5板;","2只;
锦泓集团 2天2板;","3只;
锦泓集团 3天3板;
国芳集团 2天2板;",
并购重组,"5只;
宜宾纸业 6天5板;",,,,
智能驾驶,4只;,,"7只;
劲旅环境 2天2板;","10只;
合兴股份 2天2板;",
字节跳动,3只;,,,,
食品饮料,"3只;
会稽山 4天2板;","9只;
会稽山 5天3板;
均瑶健康 2天2板;","6只;
会稽山 6天4板;
均瑶健康 3天3板;
华森制药 2天2板;
乐惠国际 3天2板;","4只;
均瑶健康 4天4板;
华森制药 3天3板;
XD乐惠国际 4天3板;",
中科院系,2只;,,,,
其他,棕榈股份 6天5板;,"烽火电子 4天3板;
凯美特气 2天2板;
升达林业 4天2板;","滨海能源 8天6板;
悦达投资 4天2板;","联明股份 2天2板;
青岛金王 3天2板;","联化科技 3天3板;
交运股份 2天2板;
时代出版 2天2板;
路桥信息 2天2板;"
医药,,10只;,,5只;,
机器人,,"5只;
中超控股 17天11板;
东贝集团 4天2板;",2只;,"6只;
四川金顶 2天2板;",
固态电池,,"2只;
金龙羽 6天4板;
英联股份 3天2板;",,,
黄金概念,,,"4只
明牌珠宝 2天2板;",,
深海科技,,,"3只;
尤夫股份 12天7板;",,
商业零售,,,3只;,,
数字货币,,,2只;,"13只;
御银股份 2天2板;","7只;
御银股份 3天3板;
霍普股份 2天2板;
海联金汇 2天2板;
元隆雅图 2天2板;
恒宝股份 2天2板;
翠微股份 2天2板;"
算力工程,,,2只;,"3只;
鸿博股份 4天2板;",
电力,,,"2只;
江苏新能 2天2板;","3只;
江苏新能 3天3板;
粤电力A 2天2板;",
EDA,,,,3只;,
创新药,,,,,"9只;
华森制药 4天4板;
睿智医药 2天2板;"
无人机,,,,,"4只;
绿能慧充 2天2板;"
猪肉产业,,,,,2只;
体育产业,,,,,2只;
商业航天,,,,,2只;
