类别,周一0421,周二0422,周三0423,周四0424,周五0425
市场焦点股,"国芳集团 12天11板4连板;
国光连锁 6连板;
乐山电力 10天6板;
立方制药 5连板;
安记食品 5连板;
新金路 7天5板;","国芳集团 13天12板5板;
中旗新材 15天9板2连板;
连云港 13天8板;
红宝丽 13天7板;
乐山电力 11天7板2连板;
安记食品 6连板;","连云港 14天9板2连板;
天元股份 4连板;
尤夫股份 5天4板;","国芳集团 15天13板;
乐山电力 13天8板;
安记食品 8天7板;
天保基建 12天7板;
新金路 10天6板;
海联金汇 11天6板4连板;
天元股份 5连板;","天元股份 6连板;
步步高 6连板;
东贝集团 3连板;"
食品饮料,"11只;
安记食品 5天5板;
五芳斋 3天2板;
维维食品 4天2板;","5只;
安记食品 6天6板;
有友食品 2天2板;",,"3只;
安记食品 8天7板;
好想你 4天2板;",3只;
黄金概念,"9只;
莱绅通灵 3天2板;",2只;,,,
化工,"8只;
新金路 7天5板;
红墙股份 3天3板;","4只;
红墙股份 4天4板;
三房巷 2天2板;","6只;
先达股份 3天3板;
中欣氟材 2天2板;
永安药业 3天2板;","10只;
新金路 10天6板;
尤夫股份 6天5板;
红墙股份 6天5板;
先达股份 4天4板;
永安药业 4天3板;
西陇科学 6天3板;
三维化学 2天2板;",
大飞机,"7只;
天保基建 4天4板;
润贝航科 3天2板;
航发科技 3天2板;","2只;
润贝航科 4天3板;",,,
电商,"7只;
保税科技  3天3板;","4只;
跨境通 2天2板;
安正时尚 2天2板;
生意宝 2天2板;",,,
医药,"7只;
立方制药 5天5板;",,,,
AI智能体,"4只;
恒锋信息 4天2板;",,,,
算力工程,"4只;
东方材料 5天3板;",,,,"7只;
致尚科技 4天2板;"
机器人,4只;,,"41只;
圣龙股份 2天2板;
京城股份 3天2板;
浙江荣泰 3天2板;","4只;
浙江荣泰 4天3板;
方正电机 2天2板;
东贝集团 2天2板;
丰华股份 2天2板;","9只;
东贝集团 3天3板;"
电力,4只;,,,"6只;
乐山电力 13天8板;
西昌电力 4天2板;","9只;
西昌电力 5天3板;
宁波联合 2天2板;
韶能股份 2天2板;"
跨境支付,"3只;
石基信息 3天2板;","10只;
海联金汇 2天2板;
青岛金王 2天2板;
信雅达 2天2板;","4只;
海联金汇 3天3板;
青岛金王 3天3板;
新晨科技 2天2板;
轻纺城 2天2板;",,
婴童,3只;,4只;,,,
5G产业链,"3只;
武汉凡谷 2天2板;
华脉科技 2天2板;
海能达 2天2板;",,,,
商业零售,"3只;
国芳集团 12天11板;
国光连锁 6天6板;
百大集团 2天2板;","3只;
国芳集团 13天12板;
百大集团 3天3板;",,"3只;
国芳集团 15天13板;
步步高 6天5板;","3只;
步步高 7天6板;
茂业商业 2天2板;"
芯片产业链,"3只;
国风新材 3天2板;","4只;
红宝丽 6天5板;
西陇科学 4天2板;",,,
造纸,2只;,,,,
业绩超预期,2只;,"7只;
亚联机械 6天6板;
步步高 4天3板;","5只;
步步高 5天4板;",7只;,"18只;
华银电力 2天2板;"
动物保健,1只;,,,,
可降解材料,"1只;
天元股份  2天2板;","3只;
天元股份 3天3板;
顺灏股份 2天2板;","2只;
天元股份 4天4板;",,"2只;
天元股份 6天6板;
金富科技 3天2板;"
其他,"尤夫股份 3天3板;
大千生态 5天3板;
威尔药业 2天2板;
仁智股份 2天2板;
新华联 2天2板;
步步高 3天2板;","乐山电力 11天7板;
天沃科技 8天5板;
华泰股份 2天2板;
中旗新材 2天2板;
重庆重工 4天2板;","连云港 14天9板;
三木集团 2天2板;","天沃股份 10天6板;
天元股份 5天5板;
海联金汇 4天4板;
润贝航科 6天4板;","海森药业 3天2板;
东珠生态 3天2板;
卫星化学 3天2板;
深中华A 4天2板;
亚太实业 4天2板;"
统一大市场,,"11只;
保税科技 4天4板;
华贸物流 6天4板;",,,"4只;
生意宝 5天3板;
三峡旅游 4天2板;"
医药生物,,"8只;
威尔药业 3天3板;",,"4只;
灵康药业 4天2板;",
农药,,"5只;
先达股份 2天2板;",,,
房地产概念,,"2只;
天保基建 5天5板;","4只;
天保基建 7天6板;
三木集团 3天3板;",,
消费电子,,,"4只;
朝阳科技 4天2板;",,
低空经济,,,3只;,,
出海概念,,,3只;,"4只;
棒杰股份 2天2板;
健尔康 2天2板;",
深海科技,,,2只;,,
宠物经济,,,,4只;,
PEEK材料,,,,4只;,
新型城镇化,,,,,2只;
