序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,300542,新晨科技,12.591240882873535,24.68,26.3,1573160400,6080789080.6,7368458430.72,24.804737091064453,0.0,093012,1,0/0,8.439781188964844,软件开发,2025-08-21
2,000063,中兴通讯,6.559839725494385,42.56,43.93,21992747264,171405025097.6,203587243130.88,12.67724609375,0.023501761257648468,093100,1,0/0,4.081121921539307,通信设备,2025-08-21
3,603038,华立股份,-4.859920024871826,16.64,19.24,1166479952,4470787043.84,4470787010.56,24.11222267150879,-0.12004801630973816,093128,1,3/2,15.265865325927734,装修装饰,2025-08-21
4,000536,华映科技,2.692998170852661,5.72,6.13,3816162080,15804831991.519999,15821707616.0,23.076757431030273,0.0,093145,1,2/1,8.078994750976562,光学光电,2025-08-21
5,002981,朝阳科技,-3.7363224029541016,36.07,41.22,899584384,4307707182.05,4878579858.05,19.423967361450195,0.0,093351,2,4/2,16.599946975708008,消费电子,2025-08-21
6,002378,章源钨业,5.238095283508301,11.05,11.55,1539570128,13205739903.2,13275665187.2,11.53164291381836,0.0,093906,1,0/0,9.047618865966797,小金属,2025-08-21
7,600805,悦达投资,6.22895622253418,6.31,6.53,761924336,5365237572.08,5369144269.759999,14.02327823638916,-0.4731861352920532,094318,5,0/0,9.764309883117676,综合行业,2025-08-21
8,002056,横店东磁,4.99139404296875,18.3,19.17,2268549296,29738078444.7,29768831064.0,7.4918622970581055,-0.05461496114730835,094354,2,0/0,8.491106986999512,光伏设备,2025-08-21
9,600671,天目药业,-5.812702178955078,17.5,20.44,409200112,2130109327.5,2131130487.5,17.78699493408203,-1.408450722694397,094422,2,2/1,16.57696533203125,中药,2025-08-21
10,600730,中国高科,4.777415752410889,9.65,10.13,808739872,5661230419.3,5661230400.0,14.049328804016113,-0.10351967066526413,094533,1,0/0,8.360477447509766,教育,2025-08-21
11,603586,金麒麟,0.9567198157310486,22.16,24.15,764443632,4344529604.8,4344529604.8,16.773311614990234,0.0,094547,2,2/1,10.842824935913086,汽车零部,2025-08-21
12,603373,安邦护卫,6.274232864379883,60.3,62.41,339780080,2739435512.4,6483870984.599999,12.261527061462402,-0.8223684430122375,094845,3,0/0,10.504053115844727,专业服务,2025-08-21
13,600463,空港股份,4.184457778930664,12.2,12.88,420430736,3660000000.0,3660000000.0,11.18790054321289,-0.32679739594459534,095223,1,0/0,10.247651100158691,房地产开,2025-08-21
14,003009,中天火箭,-0.3346720337867737,59.56,65.74,1305763472,9255208807.24,9255255859.640001,13.345653533935547,0.0,095545,1,4/2,12.935073852539062,航天航空,2025-08-21
15,300730,科创信息,13.173027038574219,21.65,22.96,1974708624,4258081990.7999997,5220658202.549999,47.053340911865234,0.0,101536,2,0/0,17.041296005249023,软件开发,2025-08-21
16,002023,海特高新,7.481297016143799,12.93,13.23,2017196880,9579322838.55,9579322903.199999,21.192184448242188,0.07739938050508499,102421,3,0/0,10.141313552856445,航天航空,2025-08-21
17,000062,深圳华强,5.557437896728516,31.15,32.46,3569766976,32549538350.0,32580075567.199997,10.925590515136719,0.0,102427,1,0/0,11.148763656616211,电子元件,2025-08-21
18,603986,兆易创新,7.991496562957764,137.16,139.71,11832481536,91035289166.04,91078352605.44,12.941852569580078,0.021877050399780273,102608,5,0/0,5.999527454376221,半导体,2025-08-21
19,603758,秦安股份,7.378129005432129,16.3,16.7,561762768,7152391898.700001,7152392012.8,7.865179061889648,0.0,104726,1,0/0,9.947299003601074,汽车零部,2025-08-21
20,300345,华民股份,13.651877403259277,9.99,10.55,1489803200,4429072613.88,5773676703.84,35.2547492980957,0.0,105354,2,0/0,26.62116050720215,光伏设备,2025-08-21
21,001309,德明利,5.516111373901367,96.6,100.71,2370386128,15434269443.599998,21917576704.8,15.193363189697266,0.0,110542,1,0/0,9.732386589050293,半导体,2025-08-21
22,000592,平潭发展,4.207119941711426,3.22,3.4,1376389904,6166597685.780001,6220334485.120001,21.92683219909668,0.0,110648,1,0/0,10.355987548828125,农牧饲渔,2025-08-21
23,603688,石英股份,6.588176727294922,42.55,43.91,2448466816,23048411196.949997,23048411154.399998,10.635677337646484,-0.1408120095729828,110843,7,0/0,10.521041870117188,非金属材,2025-08-21
24,605003,众望布艺,1.247401237487793,24.35,26.46,209276348,2678500000.0,2678500000.0,7.605452537536621,0.24701522290706635,110959,2,0/0,14.428274154663086,纺织服装,2025-08-21
25,002518,科士达,8.35913372039795,35.0,35.53,2462431088,19781926990.0,20377878080.0,12.795244216918945,0.0,131345,5,0/0,10.928792953491211,电源设备,2025-08-21
26,000902,新洋丰,6.289308547973633,15.21,15.74,1035154160,17381721931.47,19084493918.88,5.986963748931885,0.13166557252407074,133936,1,0/0,9.923130989074707,化肥行业,2025-08-21
27,002117,东港股份,6.92368221282959,13.59,13.98,1225107888,7115108101.2,7117367846.4,17.34446144104004,0.0,135224,1,0/0,9.598740577697754,造纸印刷,2025-08-21
