序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,000533,顺钠股份,-6.097560882568359,7.7,9.02,2368876144,5273748480.0,5319283200.0,41.4722785949707,0.0,093209,1,10/8,17.317073822021484,电网设备,2025-01-09
2,603339,四方科技,4.665629863739014,13.46,14.15,487128768,4165078215.5000005,4165078121.28,11.538930892944336,-0.07423905283212662,093852,1,2/1,8.475894927978516,通用设备,2025-01-09
3,603893,瑞芯微,8.435155868530273,128.68,130.54,3444245872,53877556916.68,53904257888.0,6.429975509643555,0.015544846653938293,093911,4,3/2,6.918344497680664,半导体,2025-01-09
4,002862,实丰文化,-1.2198749780654907,33.2,36.97,860221424,2993879155.6000004,3984000000.0000005,27.41779327392578,0.09044317156076431,094436,1,0/0,13.83516788482666,家用轻工,2025-01-09
5,002518,科士达,2.8250935077667236,24.75,26.48,1628597888,13988648371.5,14410070928.0,11.363899230957031,-0.040387723594903946,095445,1,0/0,11.341919898986816,电源设备,2025-01-09
6,603915,国茂股份,6.030602931976318,11.78,12.22,249676481,7735130614.4,7764061728.96,3.2295026779174805,-0.16949152946472168,095445,1,0/0,11.611161231994629,通用设备,2025-01-09
7,833427,华维设计,11.88811206817627,16.0,18.59,216319376,809922624.0,1649520000.0,25.26443099975586,-0.4355942904949188,095554,3,2/1,32.02797317504883,工程咨询,2025-01-09
8,600183,生益科技,7.869797706604004,26.18,26.7,2217756208,62081651930.76,63601632519.04,3.5485634803771973,-0.07633587718009949,095635,2,0/0,8.32303237915039,电子元件,2025-01-09
9,601208,东材科技,6.676342487335205,7.35,7.58,338401872,6591366979.049999,6591366986.4,5.146158695220947,0.0,100515,1,0/0,10.595065116882324,塑料制品,2025-01-09
10,000636,风华高科,6.1297221183776855,14.89,15.43,1042674864,17227926711.79,17227926786.24,5.985878944396973,0.0,101648,2,0/0,8.339273452758789,电子元件,2025-01-09
11,603330,天洋新材,6.0514373779296875,7.01,7.27,240921542,3033042279.49,3033042272.48,7.925279140472412,0.0,102131,1,0/0,10.590015411376953,光伏设备,2025-01-09
12,300522,世名科技,12.820513725280762,13.64,14.51,460230512,3326795358.92,4398238514.56,13.732685089111328,0.0,102421,1,0/0,20.678245544433594,化学制品,2025-01-09
13,000795,英洛华,7.9051384925842285,10.92,11.13,1976391536,12379830404.76,12379830328.32,16.01490592956543,0.0,103148,4,0/0,9.881422996520996,小金属,2025-01-09
14,002126,银轮股份,7.76805305480957,19.7,20.11,1424598224,15445516272.3,16441632923.199999,9.28869915008545,0.0,105606,1,0/0,10.995623588562012,汽车零部,2025-01-09
15,301383,天键股份,10.546558380126953,54.61,59.28,1111295088,3836748422.5,8895095240.0,29.001665115356445,0.0,110700,1,0/0,22.2672061920166,电子元件,2025-01-09
16,301060,兰卫医学,8.90109920501709,9.91,10.92,276678992,3533710743.27,3969123549.28,7.605764389038086,0.0,111327,1,0/0,23.186813354492188,医疗器械,2025-01-09
17,603009,北特科技,9.545454025268555,43.38,43.56,1500233520,14680181118.6,14685265514.880001,10.565290451049805,0.1153934895992279,131551,3,0/0,11.742424011230469,汽车零部,2025-01-09
18,003021,兆威机电,9.997446060180664,86.15,86.15,2066644736,17763887057.0,20693531525.0,12.228131294250488,0.0,132300,4,2/1,10.508171081542969,电机,2025-01-09
19,002779,中坚科技,6.7886576652526855,76.45,78.75,1280877248,9054319436.25,10091400000.0,14.620779037475586,0.013082155957818031,141942,3,2/1,13.186198234558105,专用设备,2025-01-09
