序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,002620,瑞和股份,2.915451765060425,3.53,3.77,146386285,1112266573.9299998,1332553820.0,12.89326286315918,0.0,093042,1,0/0,9.329446792602539,装修装饰,2025-02-20
2,600571,信雅达,5.405405521392822,14.82,15.47,1479530720,6783880238.46,6910837265.28,21.295276641845703,-0.06743088364601135,093203,3,0/0,9.032716751098633,互联网服,2025-02-20
3,600633,浙数文化,3.6666665077209473,18.66,19.8,6455412224,23662269647.52,23662269796.8,26.314470291137695,-0.37373197078704834,093324,5,12/7,10.0,游戏,2025-02-20
4,002173,创新医疗,7.1921186447143555,10.88,11.17,1339183424,4522668771.84,4801173749.76,29.402667999267578,0.0,093339,1,0/0,8.177339553833008,医疗服务,2025-02-20
5,600222,太龙药业,3.238095283508301,5.42,5.78,258093640,3110463653.86,3110463680.96,8.154541015625,-0.18416206538677216,093524,1,0/0,10.285714149475098,中药,2025-02-20
6,000710,贝瑞基因,0.23677979409694672,12.7,13.94,1307256080,4041884131.1,4489722694.4,30.884632110595703,0.15772871673107147,093621,2,10/5,10.102603912353516,医疗器械,2025-02-20
7,300288,朗玛信息,11.027713775634766,19.23,20.78,1724383600,4933829388.93,6498613275.84,33.911746978759766,0.0,094221,1,0/0,21.13163948059082,互联网服,2025-02-20
8,603999,读者传媒,4.100946426391602,6.6,6.97,256348238,3801600000.0,3801600000.0,6.677155017852783,0.0,094438,1,0/0,10.56782341003418,文化传媒,2025-02-20
9,601100,恒立液压,4.321378707885742,82.32,86.8,2683915072,110376384061.43999,110376384061.43999,2.412451982498169,0.024301335215568542,095052,3,2/1,10.923836708068848,工程机械,2025-02-20
10,002489,浙江永强,7.142857551574707,3.6,3.7,586014880,6886904140.8,7808458752.0,8.439783096313477,0.0,095742,5,0/0,10.714285850524902,家用轻工,2025-02-20
11,000810,创维数字,6.643835544586182,15.57,16.06,2227503408,17400901974.93,17908864365.6,12.774856567382812,0.0,100509,1,0/0,7.123287677764893,通信设备,2025-02-20
12,002445,中南文化,3.347280263900757,2.47,2.63,410099408,5882161179.31,5907420789.92,6.859930992126465,-0.8032128214836121,101848,2,0/0,10.460250854492188,通用设备,2025-02-20
13,603131,上海沪工,6.035889148712158,19.5,20.23,440237536,6200824695.0,6200824656.0,7.090717792510986,0.10266941040754318,102157,1,0/0,10.005437850952148,通用设备,2025-02-20
14,002094,青岛金王,7.180385112762451,6.12,6.28,937175008,4225575719.88,4228293018.2400002,22.202579498291016,0.0,104024,2,0/0,11.03327465057373,美容护理,2025-02-20
15,002044,美年健康,6.223479747772217,7.51,7.78,5775026944,29082089887.2,29396046939.2,20.077497482299805,-0.7926023602485657,110724,2,10/5,11.598302841186523,医疗服务,2025-02-20
16,603728,鸣志电器,5.960179805755615,82.49,85.64,1974529472,34553617425.0,34553617095.04,5.88076639175415,-0.012121211737394333,132301,1,0/0,12.793834686279297,电机,2025-02-20
17,300007,汉威科技,17.6937313079834,44.5,45.37,4833390848,12592366407.0,14571329912.0,39.42058181762695,0.0,133909,1,2/1,12.086750030517578,仪器仪表,2025-02-20
18,600126,杭钢股份,6.089438438415527,11.15,11.56,7363132672,37655658275.450005,37655658331.200005,19.57084083557129,0.0,134615,7,12/9,12.940056800842285,钢铁行业,2025-02-20
19,000759,中百集团,7.019704818725586,8.69,8.93,1731842352,5698085357.25,5822054038.24,30.675405502319336,0.0,140224,2,0/0,9.482758522033691,商业百货,2025-02-20
20,000096,广聚能源,10.00676155090332,16.27,16.27,619301872,8311496960.0,8590560000.0,8.244195938110352,0.0,140306,2,4/2,15.956727981567383,石油行业,2025-02-20
21,688400,凌云光,20.00579833984375,41.39,41.39,1772505568,9922110756.85,19184265000.0,19.19756317138672,0.0,141810,3,0/0,21.42650032043457,专用设备,2025-02-20
22,002126,银轮股份,3.073463201522827,27.5,29.35,1858875776,21560999872.5,22951518040.0,8.722674369812012,-0.36231884360313416,142342,2,2/1,13.793103218078613,汽车零部,2025-02-20
23,430418,苏轴股份,24.161073684692383,37.0,38.74,722000432,2649182388.0,5010096000.0,29.152620315551758,0.0,142438,5,0/0,31.81208038330078,通用设备,2025-02-20
24,002979,雷赛智能,4.236746788024902,48.96,51.67,1924340432,10612361911.68,15016580352.0,18.240203857421875,0.040866367518901825,143651,1,2/1,9.98509693145752,专用设备,2025-02-20
