序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,001356,C富岭,17.53,-24.7,-5.75,768961,1442084539.12,10.74,20.0,17.5,19.07,23.28,0.79,63.3,47.23,5.31,2025-01-24
2,688545,C兴福,27.44,-0.58,-0.16,237991,644271820.0,7.43,28.16,26.11,27.8,27.6,0.58,34.78,55.85,3.53,2025-01-24
3,301602,C超研,25.24,-11.0,-3.12,306562,796970547.64,8.04,27.48,25.2,26.0,28.36,0.73,55.97,85.34,9.0,2025-01-24
4,688583,思看科技,95.8,0.55,0.52,31991,303846758.0,4.53,97.29,92.97,94.12,95.28,0.73,25.03,60.99,6.06,2025-01-24
5,301601,惠通科技,32.77,0.03,0.01,62132,201564340.48,4.18,33.09,31.72,32.7,32.76,0.51,20.73,38.95,3.67,2025-01-24
6,688758,赛分科技,15.18,-1.36,-0.21,48279,73323256.0,3.38,15.53,15.01,15.41,15.39,0.73,12.22,87.02,5.18,2025-01-24
7,301458,钧崴电子,37.73,-5.39,-2.15,235208,909969691.6,8.83,41.13,37.61,40.44,39.88,0.76,38.5,82.79,6.44,2025-01-24
8,603072,天和磁材,35.3,-4.36,-1.61,161996,570343899.0,4.88,36.18,34.38,36.01,36.91,1.18,25.02,65.67,4.59,2025-01-24
9,301581,黄山谷捷,55.46,1.54,0.84,28861,159600544.62,3.11,56.15,54.45,56.0,54.62,0.68,14.43,36.84,4.49,2025-01-24
10,001391,国货航,7.24,0.28,0.02,859348,620233685.91,1.39,7.26,7.16,7.2,7.22,0.61,10.24,59.04,3.66,2025-01-24
