序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,001335,N信凯,52.81,312.58,40.01,193875,1063178799.87,134.14,65.9,48.73,51.0,12.8,,84.43,44.61,5.45,2025-04-15
2,301665,C泰禾,34.59,-2.7,-0.96,161891,566329963.59,7.14,36.56,34.02,34.44,35.55,0.63,45.09,59.58,4.56,2025-04-15
3,603210,C泰鸿,23.57,-2.28,-0.55,239575,577074228.0,6.55,24.96,23.38,24.03,24.12,0.56,32.56,45.4,4.77,2025-04-15
4,603257,中国瑞林,62.6,3.45,2.09,142545,913160575.0,10.08,66.56,60.46,62.5,60.51,0.87,58.42,48.39,3.11,2025-04-15
5,301658,首航新能,29.97,-1.22,-0.37,97489,293983849.31,5.6,31.0,29.3,30.14,30.34,0.53,25.17,47.74,4.03,2025-04-15
6,301616,浙江华业,43.82,-0.59,-0.26,47389,207555508.84,3.74,44.6,42.95,44.0,44.08,0.65,23.69,37.72,2.74,2025-04-15
7,301535,浙江华远,19.77,3.08,0.59,195224,379205420.73,4.43,19.86,19.01,19.52,19.18,0.97,32.59,78.05,7.49,2025-04-15
8,688757,胜科纳米,25.06,0.64,0.16,38132,94961247.0,4.42,25.5,24.4,24.92,24.9,0.5,11.71,124.5,11.2,2025-04-15
9,301629,矽电股份,166.7,-2.11,-3.6,21730,364137681.61,2.65,170.51,166.0,170.29,170.3,0.53,20.83,74.96,5.89,2025-04-15
10,001382,新亚电缆,23.42,10.0,2.13,225346,502234330.56,10.8,23.42,21.12,21.2,21.29,1.18,37.47,71.54,5.97,2025-04-15
11,603124,江南新材,43.0,0.82,0.35,48801,209681862.0,4.64,44.0,42.02,42.22,42.65,0.82,17.04,35.55,3.72,2025-04-15
12,301501,恒鑫生活,49.4,5.33,2.5,48308,233326040.15,6.18,49.48,46.58,47.06,46.9,1.32,19.97,22.91,2.59,2025-04-15
13,301479,弘景光电,103.97,-2.04,-2.17,16192,169425238.88,3.65,106.88,103.01,105.0,106.14,0.64,11.4,39.99,5.58,2025-04-15
