序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603202,N天有,116.0,24.06,22.5,228931,2831685770.0,27.69,140.0,114.11,140.0,93.5,,70.35,16.33,2.9,2025-04-24
2,001400,N江顺科,66.7,78.53,29.34,108589,790479169.03,48.5,84.79,66.67,84.5,37.36,,72.39,25.84,3.32,2025-04-24
3,301662,宏工科技,55.68,-9.03,-5.53,56692,325809790.71,8.53,60.9,55.68,60.01,61.21,0.73,35.93,20.23,2.96,2025-04-24
4,603120,肯特催化,36.41,-2.65,-0.99,67871,248138205.0,3.56,37.3,35.97,37.03,37.4,0.61,30.65,35.2,2.92,2025-04-24
5,001335,信凯科技,36.22,-3.16,-1.18,57885,210962305.99,3.16,37.07,35.89,37.0,37.4,0.54,25.21,30.6,3.74,2025-04-24
6,301665,泰禾股份,27.6,-1.99,-0.56,97277,272004644.88,5.26,28.85,27.37,27.53,28.16,0.72,27.09,47.54,3.64,2025-04-24
7,603210,泰鸿万立,20.68,-3.45,-0.74,129732,271106300.0,3.27,21.3,20.6,21.28,21.42,0.98,17.63,39.83,4.19,2025-04-24
8,603257,中国瑞林,49.11,-4.7,-2.42,59116,295573288.0,5.05,51.7,49.1,51.02,51.53,0.77,24.23,38.77,2.44,2025-04-24
9,301658,首航新能,27.63,-3.15,-0.9,63758,178456280.96,3.72,28.66,27.6,28.28,28.53,0.83,16.46,44.01,3.72,2025-04-24
10,301616,浙江华业,42.0,-6.42,-2.88,49316,210248092.87,6.75,44.83,41.8,44.2,44.88,0.79,24.66,36.15,2.63,2025-04-24
11,301535,浙江华远,17.75,-6.73,-1.28,136360,247747054.61,6.04,18.89,17.74,18.8,19.03,0.98,22.76,70.08,6.73,2025-04-24
12,688757,胜科纳米,23.9,-5.08,-1.28,44954,109099072.0,6.08,25.38,23.85,25.34,25.18,0.89,13.8,209.2,10.68,2025-04-24
