序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301560,C众捷,39.91,-13.43,-6.19,147248,635968015.0,17.42,47.85,39.82,46.0,46.1,0.78,63.74,59.56,5.33,2025-04-28
2,603202,C天有,101.96,-5.51,-5.94,73468,758470542.0,4.25,106.13,101.54,105.18,107.9,0.41,22.58,16.97,2.45,2025-04-28
3,001400,C江顺科,56.96,-6.27,-3.81,52225,303325394.3,4.81,59.85,56.93,59.62,60.77,0.55,34.82,22.07,2.84,2025-04-28
4,301662,宏工科技,52.95,-3.73,-2.05,29308,156658460.96,3.87,55.01,52.88,55.01,55.0,0.54,18.58,19.24,2.81,2025-04-28
5,603120,肯特催化,35.74,-1.65,-0.6,37073,132814467.0,2.64,36.36,35.4,36.1,36.34,0.45,16.74,34.56,2.87,2025-04-28
6,001335,信凯科技,36.7,1.69,0.61,43168,156747743.1,3.52,36.96,35.69,36.38,36.09,0.59,18.8,36.61,3.69,2025-04-28
7,301665,泰禾股份,28.12,1.55,0.43,60794,170152293.79,3.36,28.44,27.51,27.76,27.69,0.54,16.93,40.28,3.62,2025-04-28
8,603210,泰鸿万立,20.16,-2.84,-0.59,80114,163515103.0,2.6,20.7,20.16,20.61,20.75,0.72,10.89,38.83,4.08,2025-04-28
9,603257,中国瑞林,47.89,-1.66,-0.81,32797,158608644.0,3.04,49.29,47.81,48.8,48.7,0.59,13.44,103.67,2.37,2025-04-28
10,301658,首航新能,27.89,-1.2,-0.34,60048,169712968.4,3.9,28.88,27.78,28.24,28.23,0.89,15.5,44.43,3.75,2025-04-28
