序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301658,C首航,43.44,0.91,0.39,254963,1153235075.63,20.42,49.85,41.06,41.5,43.05,0.86,65.83,69.2,5.85,2025-04-07
2,301616,浙江华业,47.44,-20.0,-11.86,94082,485670535.74,14.27,55.9,47.44,52.74,59.3,0.7,47.04,40.84,2.97,2025-04-07
3,301535,浙江华远,18.84,-20.0,-4.71,222860,444153527.01,12.99,21.9,18.84,21.63,23.55,0.62,37.2,74.38,7.14,2025-04-07
4,688757,胜科纳米,20.44,-18.53,-4.65,101815,223495803.0,13.39,23.43,20.07,23.39,25.09,0.88,31.26,101.55,9.13,2025-04-07
5,301629,矽电股份,181.75,0.14,0.25,51208,925876691.58,9.49,189.22,172.0,175.0,181.5,1.01,49.09,81.73,6.42,2025-04-07
6,001382,新亚电缆,24.42,-9.99,-2.71,214124,546287279.77,9.44,26.98,24.42,25.21,27.13,0.73,35.6,74.59,6.22,2025-04-07
7,603124,江南新材,42.47,-10.0,-4.72,42525,182480480.0,3.88,44.3,42.47,44.0,47.19,0.61,14.85,35.11,3.67,2025-04-07
8,301501,恒鑫生活,44.32,-19.86,-10.98,65219,313999514.77,14.12,52.05,44.24,50.2,55.3,1.38,26.97,20.56,2.32,2025-04-07
9,301479,弘景光电,98.89,-19.82,-24.44,39124,421542023.11,13.09,114.8,98.66,112.0,123.33,1.04,27.55,38.04,5.31,2025-04-07
10,603271,永杰新材,35.73,-10.0,-3.97,42612,155006856.0,6.55,38.33,35.73,38.31,39.7,0.87,11.05,22.0,2.7,2025-04-07
11,301275,汉朔科技,54.02,-19.99,-13.5,54013,305990400.88,10.17,60.89,54.02,59.7,67.52,1.16,17.01,32.13,6.1,2025-04-07
