序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301658,C首航,43.05,5.9,2.4,279585,1206635031.33,25.85,48.5,37.99,38.0,40.65,0.89,72.19,68.58,5.8,2025-04-03
2,301616,浙江华业,59.3,2.58,1.49,128299,741611443.35,13.08,61.66,54.1,61.66,57.81,0.91,64.15,51.04,3.71,2025-04-03
3,301535,浙江华远,23.55,4.81,1.08,320849,742098763.0,19.23,25.43,21.11,22.17,22.47,0.82,53.56,92.97,8.92,2025-04-03
4,688757,胜科纳米,25.09,3.42,0.83,93778,233956818.0,6.1,25.48,24.0,24.02,24.26,0.77,28.79,124.65,11.21,2025-04-03
5,301629,矽电股份,181.5,-0.82,-1.5,42555,771097564.55,5.89,186.66,175.88,179.0,183.0,0.79,40.79,81.61,6.41,2025-04-03
6,001382,新亚电缆,27.13,10.02,2.47,339975,863334977.4,13.38,27.13,23.83,24.66,24.66,1.21,56.53,82.87,6.91,2025-04-03
7,603124,江南新材,47.19,2.9,1.33,76311,358958186.0,4.4,47.88,45.86,45.86,45.86,1.03,26.65,39.01,4.08,2025-04-03
8,301501,恒鑫生活,55.3,5.33,2.8,69932,381653031.78,7.24,55.68,51.88,51.9,52.5,1.66,28.92,25.65,2.9,2025-04-03
9,301479,弘景光电,123.33,-2.89,-3.67,33378,410538004.36,4.08,125.77,120.59,124.01,127.0,0.89,23.5,47.44,6.62,2025-04-03
10,603271,永杰新材,39.7,2.27,0.88,49226,192984938.0,4.04,39.88,38.31,38.39,38.82,1.08,12.76,24.45,2.99,2025-04-03
11,301275,汉朔科技,67.52,0.6,0.4,37680,254253734.98,3.83,68.68,66.11,66.33,67.12,0.77,11.86,40.16,7.63,2025-04-03
12,603409,汇通控股,39.67,3.36,1.29,49976,194940187.0,4.79,39.69,37.85,38.0,38.38,2.01,16.19,29.77,3.47,2025-04-03
13,301557,常友科技,80.7,0.0,0.0,11727,94291318.0,2.79,81.6,79.35,79.99,80.7,0.79,10.58,33.98,3.58,2025-04-03
