序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688757,C胜科,24.49,-10.82,-2.97,148890,373061331.0,5.13,25.9,24.49,25.5,27.46,0.59,45.71,121.67,10.94,2025-03-26
2,301629,C矽电,158.5,0.1,0.16,43177,675515833.32,10.61,164.88,148.08,150.0,158.34,0.62,41.39,71.27,5.6,2025-03-26
3,001382,C新亚,25.72,0.86,0.22,282670,706717499.13,12.31,26.7,23.56,23.99,25.5,0.74,47.0,78.56,6.56,2025-03-26
4,603124,C江南,49.39,1.77,0.86,110734,537670037.0,7.44,50.55,46.94,48.55,48.53,0.64,38.67,40.83,4.27,2025-03-26
5,301501,恒鑫生活,52.53,-1.17,-0.62,45461,239619620.09,2.95,53.62,52.05,53.61,53.15,0.45,18.8,24.37,2.75,2025-03-26
6,301479,弘景光电,121.0,0.23,0.28,34420,421089411.25,4.38,125.89,120.6,125.0,120.72,0.56,24.23,46.54,6.5,2025-03-26
7,603271,永杰新材,39.07,0.67,0.26,32399,126154821.0,2.55,39.44,38.45,38.7,38.81,0.53,8.4,24.06,2.95,2025-03-26
8,301275,汉朔科技,68.96,1.37,0.93,44651,307151270.39,4.09,69.96,67.18,67.4,68.03,0.44,14.06,41.01,7.79,2025-03-26
9,603409,汇通控股,38.08,0.05,0.02,17984,68241079.0,1.29,38.1,37.61,38.05,38.06,0.52,5.82,28.58,3.33,2025-03-26
10,301557,常友科技,83.87,1.28,1.06,12660,105947819.0,2.8,84.62,82.3,82.77,82.81,0.57,11.43,35.31,3.73,2025-03-26
11,301173,毓恬冠佳,55.86,2.29,1.25,18137,100171170.3,3.02,55.87,54.22,54.58,54.61,0.65,10.76,28.8,3.58,2025-03-26
