序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301662,N宏工,70.51,165.08,43.91,127904,952372105.83,50.53,83.8,70.36,72.2,26.6,,81.07,25.61,3.75,2025-04-17
2,603120,C肯特,46.24,-5.44,-2.66,145891,655323806.0,7.16,47.0,43.5,45.01,48.9,0.82,65.88,44.71,3.71,2025-04-17
3,001335,C信凯,47.6,5.12,2.32,137391,637551766.72,10.11,48.61,44.03,44.44,45.28,0.79,59.83,40.21,4.91,2025-04-17
4,301665,C泰禾,30.16,-7.2,-2.34,154459,480200179.49,6.89,32.36,30.12,31.51,32.5,0.73,43.02,51.95,3.98,2025-04-17
5,603210,泰鸿万立,21.47,-2.85,-0.63,171161,371854751.0,3.44,22.2,21.44,21.65,22.1,0.54,23.26,41.35,4.35,2025-04-17
6,603257,中国瑞林,57.73,-8.07,-5.07,112569,680376957.0,9.54,63.5,57.51,62.54,62.8,0.82,46.13,44.63,2.87,2025-04-17
7,301658,首航新能,29.15,0.55,0.16,77240,224318831.53,3.93,29.42,28.28,28.6,28.99,0.61,19.94,46.43,3.92,2025-04-17
8,301616,浙江华业,41.43,-2.59,-1.1,37757,159490855.2,3.69,42.98,41.41,42.5,42.53,0.7,18.88,35.66,2.59,2025-04-17
9,301535,浙江华远,19.62,-2.39,-0.48,140119,279667969.55,4.43,20.5,19.61,19.75,20.1,0.76,23.39,77.46,7.43,2025-04-17
10,688757,胜科纳米,24.11,0.63,0.15,40572,98488496.0,4.63,24.67,23.56,23.62,23.96,0.63,12.46,119.78,10.77,2025-04-17
11,301629,矽电股份,163.07,0.64,1.03,21544,355807425.0,5.78,169.36,160.0,160.42,162.04,0.68,20.65,73.33,5.76,2025-04-17
12,001382,新亚电缆,22.76,2.2,0.49,182727,414831576.41,5.52,23.21,21.98,22.05,22.27,0.98,30.38,69.52,5.8,2025-04-17
13,603124,江南新材,41.3,-2.78,-1.18,39131,163871611.0,3.93,42.87,41.2,41.97,42.48,0.72,13.66,34.14,3.57,2025-04-17
14,301501,恒鑫生活,52.66,6.6,3.26,72899,367422410.8,11.28,52.66,47.09,48.52,49.4,1.78,30.14,24.43,2.76,2025-04-17
15,301479,弘景光电,102.46,-1.15,-1.19,10041,103559819.52,2.11,104.21,102.02,102.02,103.65,0.47,7.07,39.41,5.5,2025-04-17
