序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301629,N矽电,157.93,202.08,105.65,81895,1447850739.94,61.67,189.99,157.75,180.0,52.28,,78.5,71.02,5.58,2025-03-24
2,001382,C新亚,29.25,-2.21,-0.66,329559,941900525.58,12.07,30.61,27.0,28.0,29.91,0.68,54.8,89.35,7.45,2025-03-24
3,603124,C江南,51.02,-11.61,-6.7,139123,739094135.0,10.86,56.78,50.51,54.98,57.72,0.63,48.58,42.18,4.41,2025-03-24
4,301501,C恒鑫生,55.71,-3.23,-1.86,61947,344731103.0,5.87,57.47,54.09,57.0,57.57,0.47,25.61,25.84,2.92,2025-03-24
5,301479,C弘景,138.93,2.23,3.03,49113,677442024.51,6.61,141.86,132.88,132.92,135.9,0.61,34.58,53.44,7.46,2025-03-24
6,603271,永杰新材,38.65,-1.9,-0.75,47947,185771564.0,4.01,39.48,37.9,39.3,39.4,0.51,12.43,23.8,2.92,2025-03-24
7,301275,汉朔科技,71.76,-3.92,-2.93,65140,469223891.2,4.95,74.47,70.77,74.08,74.69,0.45,20.51,42.68,8.11,2025-03-24
8,603409,汇通控股,37.69,-2.23,-0.86,33374,126410896.0,4.33,38.68,37.01,38.38,38.55,0.79,10.81,28.29,3.29,2025-03-24
9,301557,常友科技,83.55,-3.63,-3.15,22342,186851624.0,5.71,86.5,81.55,86.38,86.7,0.83,20.16,35.18,3.71,2025-03-24
10,301173,毓恬冠佳,54.75,-0.85,-0.47,20009,109142406.55,4.17,55.7,53.4,55.26,55.22,0.59,11.87,28.22,3.51,2025-03-24
