序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688583,C思看,94.67,-5.33,-5.33,65309,647035142.0,13.59,106.99,93.4,98.05,100.0,0.64,51.1,60.27,5.99,2025-01-16
2,301601,C惠通,44.49,-6.14,-2.91,180643,831901779.32,14.66,50.55,43.6,43.9,47.4,0.74,60.27,52.88,4.98,2025-01-16
3,688758,C赛分,15.8,-3.36,-0.55,113613,182877773.0,5.02,16.53,15.71,16.11,16.35,0.47,28.76,90.57,5.4,2025-01-16
4,301458,C钧崴,37.67,1.87,0.69,279269,1055459072.33,9.46,39.49,35.99,36.0,36.98,0.7,45.72,82.66,6.43,2025-01-16
5,603072,天和磁材,39.77,-4.08,-1.69,252760,1012682053.0,6.32,41.37,38.75,40.23,41.46,0.72,39.04,73.99,5.18,2025-01-16
6,301581,黄山谷捷,55.22,-2.27,-1.28,48110,270029922.87,4.16,57.37,55.02,56.2,56.5,0.64,24.05,36.68,4.47,2025-01-16
7,001391,国货航,7.3,-0.95,-0.07,1511372,1109656448.75,4.21,7.51,7.2,7.39,7.37,0.52,18.02,59.53,3.69,2025-01-16
8,603194,中力股份,35.26,0.0,0.0,66083,234674677.0,2.38,35.99,35.15,35.31,35.26,0.68,13.26,16.32,3.05,2025-01-16
9,301598,博科测试,69.74,2.44,1.66,40504,284872166.69,7.64,72.8,67.6,69.4,68.08,1.25,27.51,47.25,4.35,2025-01-16
10,301585,蓝宇股份,43.05,1.94,0.82,37443,161104093.2,3.1,43.66,42.35,42.35,42.23,1.19,19.74,31.46,3.7,2025-01-16
