序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688727,N恒坤,61.55,310.61,46.56,408789,2270384153.0,96.73,65.0,50.5,58.0,14.99,,81.36,280.65,11.16,2025-11-18
2,301638,N南网数,18.48,224.78,12.79,1770562,3391350397.14,65.38,21.3,17.58,20.57,5.69,,75.35,278.69,5.51,2025-11-18
3,603092,德力佳,66.22,5.94,3.71,104038,680634545.0,8.62,67.57,62.18,62.51,62.51,1.29,31.1,31.54,5.0,2025-11-18
4,603376,大明电子,41.23,-2.83,-1.2,52059,215948095.0,2.57,42.13,41.04,42.13,42.43,0.61,16.77,64.14,9.8,2025-11-18
5,603334,丰倍生物,46.46,-3.11,-1.49,48390,227554465.0,3.42,48.0,46.36,48.0,47.95,0.62,15.58,42.63,3.99,2025-11-18
6,688783,西安奕材-U,25.03,-3.4,-0.88,198713,500505200.0,3.36,25.8,24.93,25.77,25.91,0.78,12.07,-135.89,8.03,2025-11-18
7,688765,禾元生物-U,79.95,-3.89,-3.24,56808,458445393.0,5.31,83.78,79.36,82.82,83.19,0.64,13.86,-176.77,9.76,2025-11-18
8,688759,必贝特-U,28.41,-2.47,-0.72,37264,106666846.0,2.88,29.19,28.35,29.1,29.13,0.64,8.02,-89.23,7.49,2025-11-18
9,603175,超颖电子,82.4,-3.13,-2.66,130054,1099575227.0,7.82,87.99,81.34,84.0,85.06,0.98,29.56,127.63,12.51,2025-11-18
10,001386,马可波罗,23.75,-3.65,-0.9,128402,308689841.49,3.85,24.56,23.61,24.56,24.65,1.09,13.12,20.03,2.31,2025-11-18
