序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688805,N健信,58.12,212.81,39.54,243483,1606409545.0,78.47,72.59,58.01,65.03,18.58,,77.25,153.48,8.17,2025-12-24
2,603248,C锡华,26.01,-29.34,-10.8,399434,1103893028.0,9.89,29.6,25.96,27.83,36.81,0.72,57.63,55.54,5.27,2025-12-24
3,301667,C纳百川,82.73,-28.06,-32.27,152906,1341243950.2,10.72,94.99,82.66,88.0,115.0,0.79,67.98,118.87,7.43,2025-12-24
4,301449,C天溯,75.83,-24.93,-25.18,76087,602476357.81,8.1,83.88,75.7,82.0,101.01,0.64,54.69,39.89,4.35,2025-12-24
5,688807,C优迅,231.6,14.03,28.49,75518,1681920793.0,18.96,238.51,200.01,200.01,203.11,0.89,50.23,190.51,10.65,2025-12-24
6,001325,C元创,52.06,-6.55,-3.65,71826,377550788.16,2.37,53.33,52.01,52.9,55.71,0.62,36.65,25.05,2.33,2025-12-24
7,688802,沐曦股份-U,620.66,-7.03,-46.94,46320,2920529698.0,7.27,666.5,617.98,660.3,667.6,0.63,25.54,-539.05,18.47,2025-12-24
8,688790,昂瑞微-UW,159.24,0.41,0.65,17959,287175933.0,4.41,162.88,155.88,156.69,158.59,0.52,14.89,-189.37,5.57,2025-12-24
9,688796,百奥赛图,52.6,3.42,1.74,57743,304533545.0,6.39,54.0,50.75,50.93,50.86,1.12,16.09,154.48,11.09,2025-12-24
10,688795,摩尔线程-U,634.01,-6.32,-42.79,57163,3667934979.0,6.6,672.98,628.31,670.0,676.8,1.11,19.45,-308.91,25.88,2025-12-24
11,001280,中国铀业,62.93,1.14,0.71,200971,1257502037.62,3.13,63.23,61.28,62.24,62.22,0.67,12.71,81.37,7.93,2025-12-24
12,001233,海安集团,59.97,-0.58,-0.35,24706,147896961.94,0.99,60.2,59.6,60.02,60.32,0.81,6.98,18.1,2.26,2025-12-24
