序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603120,N肯特,48.9,226.0,33.9,178495,922715936.0,77.33,60.06,48.46,54.9,15.0,,80.61,47.28,3.92,2025-04-16
2,001335,C信凯,45.28,-14.26,-7.53,155495,717997952.36,15.38,51.55,43.43,44.69,52.81,0.8,67.71,38.25,4.67,2025-04-16
3,301665,C泰禾,32.5,-6.04,-2.09,166534,551458182.55,9.77,35.38,32.0,33.0,34.59,0.74,46.38,55.98,4.29,2025-04-16
4,603210,泰鸿万立,22.1,-6.24,-1.47,216814,485586562.0,4.75,23.14,22.02,23.02,23.57,0.56,29.46,42.57,4.47,2025-04-16
5,603257,中国瑞林,62.8,0.32,0.2,121086,760220044.0,8.26,65.17,60.0,62.88,62.6,0.81,49.62,48.55,3.12,2025-04-16
6,301658,首航新能,28.99,-3.27,-0.98,98721,288621549.53,5.97,30.19,28.4,29.66,29.97,0.65,25.49,46.18,3.9,2025-04-16
7,301616,浙江华业,42.53,-2.94,-1.29,47902,203611993.23,4.93,43.66,41.5,43.39,43.82,0.77,23.95,36.61,2.66,2025-04-16
8,301535,浙江华远,20.1,1.67,0.33,203980,399269844.86,5.97,20.1,18.92,19.42,19.77,1.07,34.05,79.35,7.62,2025-04-16
9,688757,胜科纳米,23.96,-4.39,-1.1,48098,116478555.0,6.58,25.23,23.58,24.97,25.06,0.69,14.77,119.03,10.71,2025-04-16
10,301629,矽电股份,162.04,-2.8,-4.66,24405,398784544.92,5.36,168.24,159.3,164.95,166.7,0.7,23.39,72.86,5.72,2025-04-16
11,001382,新亚电缆,22.27,-4.91,-1.15,230225,520152824.19,5.89,23.41,22.03,22.69,23.42,1.25,38.28,68.03,5.68,2025-04-16
12,603124,江南新材,42.48,-1.21,-0.52,49297,211953724.0,4.72,44.13,42.1,43.02,43.0,0.87,17.21,35.12,3.67,2025-04-16
13,301501,恒鑫生活,49.4,0.0,0.0,64925,328830308.33,7.39,52.55,48.9,51.94,49.4,1.74,26.85,22.91,2.59,2025-04-16
14,301479,弘景光电,103.65,-0.31,-0.32,14951,154442541.83,3.73,105.55,101.67,103.0,103.97,0.63,10.53,39.87,5.56,2025-04-16
