序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301560,C众捷,38.59,-6.56,-2.71,97702,385608143.79,6.59,41.3,38.58,40.51,41.3,0.65,42.3,57.59,5.15,2025-04-30
2,603202,C天有,99.0,-2.76,-2.81,60911,610310577.0,2.75,101.8,99.0,101.5,101.81,0.5,18.72,16.48,2.38,2025-04-30
3,001400,C江顺科,55.03,-2.26,-1.27,31998,178631720.12,3.41,56.95,55.03,56.66,56.3,0.46,21.33,24.64,2.66,2025-04-30
4,301662,宏工科技,51.19,-0.91,-0.47,22500,116303840.54,2.15,52.3,51.19,51.62,51.66,0.56,14.26,59.05,2.71,2025-04-30
5,603120,肯特催化,35.41,-0.84,-0.3,30987,110472931.0,1.46,35.92,35.4,35.6,35.71,0.55,13.99,45.59,2.8,2025-04-30
6,001335,信凯科技,36.26,-2.97,-1.11,50053,183188997.37,4.01,37.69,36.19,36.93,37.37,0.87,21.8,36.17,3.64,2025-04-30
7,301665,泰禾股份,26.84,-2.4,-0.66,63207,172140341.53,3.27,27.67,26.77,27.34,27.5,0.74,17.6,38.45,3.46,2025-04-30
8,603210,泰鸿万立,20.29,0.55,0.11,62947,128228579.0,1.49,20.5,20.2,20.28,20.18,0.68,8.55,39.14,4.0,2025-04-30
9,603257,中国瑞林,46.89,-0.85,-0.4,29939,141144529.0,1.59,47.56,46.81,47.35,47.29,0.69,12.27,101.51,2.32,2025-04-30
10,301658,首航新能,27.97,-2.07,-0.59,58276,163513477.16,2.38,28.53,27.85,28.25,28.56,0.84,15.05,54.94,3.26,2025-04-30
