序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688758,N赛分,20.7,379.17,16.38,311375,694894271.0,215.05,29.0,19.71,28.15,4.32,,78.82,118.66,7.07,2025-01-10
2,301458,N钧崴,36.1,247.12,25.7,463780,1812436016.83,74.62,42.88,35.12,41.01,10.4,,75.92,79.22,6.16,2025-01-10
3,603072,天和磁材,43.26,9.99,3.93,355795,1438378213.0,15.05,43.26,37.34,39.99,39.33,0.96,54.95,80.48,5.63,2025-01-10
4,301581,黄山谷捷,57.86,-1.18,-0.69,90907,527757449.46,11.29,61.73,55.12,57.06,58.55,0.85,45.45,38.43,4.68,2025-01-10
5,001391,国货航,7.93,-7.79,-0.67,3897418,3245539130.91,11.51,8.88,7.89,8.65,8.6,1.33,46.46,64.67,4.01,2025-01-10
6,603194,中力股份,35.43,0.37,0.13,125853,452520775.0,8.64,37.63,34.58,35.0,35.3,1.25,25.26,16.4,3.06,2025-01-10
7,301598,博科测试,62.68,-3.95,-2.58,29670,192523176.08,6.37,66.66,62.5,64.4,65.26,0.86,20.15,42.47,3.91,2025-01-10
8,301585,蓝宇股份,42.23,-2.54,-1.1,28714,122880721.1,3.48,43.62,42.11,43.0,43.33,0.74,15.14,30.86,3.63,2025-01-10
9,688605,先锋精科,81.29,-3.91,-3.31,79704,672268844.0,7.49,87.56,81.22,83.9,84.6,1.14,20.95,70.47,11.42,2025-01-10
10,301617,博苑股份,46.28,-3.14,-1.5,24789,116167473.74,3.18,47.76,46.24,47.37,47.78,0.92,10.17,20.87,2.96,2025-01-10
