序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688727,C恒坤,60.05,-2.44,-1.5,344116,2095840869.0,16.39,66.65,56.56,59.5,61.55,0.84,68.49,273.81,10.89,2025-11-19
2,301638,C南网数,23.89,29.27,5.41,1754119,3768881601.72,45.35,25.88,17.5,17.55,18.48,0.99,74.65,360.27,7.12,2025-11-19
3,603092,德力佳,69.35,4.73,3.13,75025,516347389.0,2.85,69.69,67.8,67.99,66.22,0.99,22.43,33.03,5.23,2025-11-19
4,603376,大明电子,41.04,-0.46,-0.19,39621,163855581.0,2.4,41.93,40.94,41.11,41.23,0.58,12.77,63.85,9.75,2025-11-19
5,603334,丰倍生物,46.54,0.17,0.08,30757,143645062.0,2.17,47.32,46.31,46.46,46.46,0.42,9.9,42.7,4.0,2025-11-19
6,688783,西安奕材-U,25.27,0.96,0.24,124182,312073549.0,2.6,25.54,24.89,24.89,25.03,0.59,7.54,-137.19,8.11,2025-11-19
7,688765,禾元生物-U,78.38,-1.96,-1.57,33923,267218225.0,2.61,80.09,78.0,79.96,79.95,0.43,8.28,-173.29,9.57,2025-11-19
8,688759,必贝特-U,27.83,-2.04,-0.58,33678,93975848.0,2.82,28.4,27.6,28.07,28.41,0.64,7.25,-87.4,7.34,2025-11-19
9,603175,超颖电子,76.78,-6.82,-5.62,107656,844177165.0,6.3,81.68,76.49,80.0,82.4,0.82,24.47,118.92,11.65,2025-11-19
10,001386,马可波罗,23.6,-0.63,-0.15,70044,165492685.18,1.73,23.87,23.46,23.76,23.75,0.64,7.16,19.91,2.3,2025-11-19
