序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688411,N海博,63.8,229.21,44.42,255795,1590442105.0,87.46,73.95,57.0,73.6,19.38,,71.75,27.13,3.18,2025-01-27
2,001395,N亚联,49.5,159.43,30.42,147706,859765177.93,106.5,69.0,48.68,65.0,19.08,,76.57,25.75,4.18,2025-01-27
3,001356,C富岭,14.78,-15.69,-2.75,560835,886695015.05,14.38,17.22,14.7,16.9,17.53,0.64,46.17,39.82,4.48,2025-01-27
4,688545,C兴福,25.09,-8.56,-2.35,196290,513952789.0,10.17,27.79,25.0,27.45,27.44,0.56,28.69,51.06,3.23,2025-01-27
5,301602,C超研,22.84,-9.51,-2.4,216512,517102710.05,13.51,25.81,22.4,25.41,25.24,0.57,39.53,77.22,8.14,2025-01-27
6,688583,思看科技,90.49,-5.54,-5.31,29127,265826294.0,6.62,95.64,89.3,95.2,95.8,0.75,22.79,57.61,5.72,2025-01-27
7,301601,惠通科技,30.82,-5.95,-1.95,52818,167774639.35,6.99,33.07,30.78,33.0,32.77,0.51,17.62,36.63,3.45,2025-01-27
8,688758,赛分科技,14.79,-2.57,-0.39,33997,51042445.0,3.62,15.34,14.79,15.3,15.18,0.56,8.61,84.78,5.05,2025-01-27
9,301458,钧崴电子,34.87,-7.58,-2.86,158060,564599416.67,7.39,37.66,34.87,36.3,37.73,0.52,25.88,76.52,5.95,2025-01-27
10,603072,天和磁材,33.81,-4.22,-1.49,133323,455401072.0,6.4,35.48,33.22,35.09,35.3,0.97,20.59,62.9,4.4,2025-01-27
11,301581,黄山谷捷,51.44,-7.25,-4.02,30630,163149976.15,7.65,55.68,51.44,55.46,55.46,0.78,15.31,34.17,4.16,2025-01-27
12,001391,国货航,7.06,-2.49,-0.18,870829,622982534.74,3.31,7.3,7.06,7.24,7.24,0.65,10.38,57.58,3.57,2025-01-27
