序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603210,N泰鸿,30.44,253.95,21.84,571890,1937773258.0,110.47,39.5,30.0,30.02,8.6,,77.72,58.63,6.16,2025-04-09
2,603257,C瑞林,73.24,-26.69,-26.66,179853,1357074481.0,10.49,81.98,71.5,76.0,99.9,0.85,73.71,56.62,3.64,2025-04-09
3,301658,C首航,31.9,-14.93,-5.6,219665,695560391.37,13.09,33.92,29.01,33.9,37.5,0.8,56.72,50.81,4.29,2025-04-09
4,301616,浙江华业,42.68,-2.89,-1.27,87808,359806809.34,15.47,44.41,37.61,40.98,43.95,0.75,43.9,36.74,2.67,2025-04-09
5,301535,浙江华远,18.14,3.36,0.59,228072,402985727.57,12.42,18.5,16.32,17.8,17.55,0.8,38.07,71.61,6.87,2025-04-09
6,688757,胜科纳米,22.42,2.51,0.55,75017,164235155.0,15.04,22.99,19.7,21.3,21.87,0.79,23.03,111.38,10.02,2025-04-09
7,301629,矽电股份,163.6,-1.2,-1.98,41372,666103604.43,12.97,169.97,148.5,156.0,165.58,0.76,39.66,73.57,5.78,2025-04-09
8,001382,新亚电缆,20.83,-5.23,-1.15,219909,449055292.07,8.42,21.63,19.78,20.3,21.98,0.84,36.57,63.63,5.31,2025-04-09
9,603124,江南新材,38.72,-1.0,-0.39,59899,226961948.0,11.35,39.66,35.22,38.7,39.11,0.94,20.92,32.01,3.35,2025-04-09
10,301501,恒鑫生活,44.86,-0.55,-0.25,46838,203658483.7,11.24,45.29,40.22,43.99,45.11,0.9,19.37,20.81,2.35,2025-04-09
11,301479,弘景光电,100.98,-0.02,-0.02,25526,254738322.49,8.61,103.73,95.03,98.05,101.0,0.67,17.97,38.84,5.42,2025-04-09
12,603271,永杰新材,33.3,-1.74,-0.59,47666,153528495.0,9.5,33.75,30.53,33.09,33.89,1.13,12.36,20.51,2.51,2025-04-09
13,301275,汉朔科技,52.25,-1.02,-0.54,58840,294669611.61,14.43,53.0,45.38,50.91,52.79,1.3,18.53,31.07,5.9,2025-04-09
