序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301662,C宏工,63.17,-0.02,-0.01,53211,340041734.32,5.54,65.48,61.98,62.39,63.18,0.57,33.73,22.95,3.36,2025-04-22
2,603120,C肯特,39.43,2.76,1.06,105594,418911587.0,7.79,40.8,37.81,37.99,38.37,0.79,47.69,38.12,3.16,2025-04-22
3,001335,信凯科技,39.58,1.49,0.58,88971,353424474.46,10.21,41.79,37.81,38.6,39.0,0.63,38.74,33.43,4.08,2025-04-22
4,301665,泰禾股份,29.96,8.28,2.29,183477,543293394.25,20.02,32.56,27.02,27.38,27.67,1.34,51.1,51.6,3.95,2025-04-22
5,603210,泰鸿万立,21.33,-0.93,-0.2,106072,226839958.0,2.28,21.65,21.16,21.3,21.53,0.59,14.41,41.08,4.32,2025-04-22
6,603257,中国瑞林,52.7,-0.94,-0.5,61424,325576213.0,4.98,54.25,51.6,53.21,53.2,0.58,25.17,40.74,2.62,2025-04-22
7,301658,首航新能,28.63,1.56,0.44,79816,228118113.45,4.04,29.13,27.99,28.2,28.19,0.95,20.61,45.61,3.85,2025-04-22
8,301616,浙江华业,44.12,-3.25,-1.48,55297,246105529.52,3.2,45.48,44.02,44.63,45.6,0.93,27.65,37.98,2.76,2025-04-22
9,301535,浙江华远,19.16,1.0,0.19,153064,291468222.8,6.8,19.63,18.34,19.04,18.97,0.94,25.55,75.64,7.26,2025-04-22
10,688757,胜科纳米,25.85,-0.19,-0.05,46895,120853820.0,2.82,26.16,25.43,25.7,25.9,0.95,14.4,128.42,11.55,2025-04-22
11,301629,矽电股份,175.18,1.85,3.19,27335,474230530.5,7.45,180.92,168.11,169.11,171.99,1.18,26.2,78.77,6.19,2025-04-22
