序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301665,C泰禾,35.55,-11.24,-4.5,218246,768482839.43,8.61,37.33,33.88,35.36,40.05,0.73,60.78,61.23,4.69,2025-04-14
2,603210,C泰鸿,24.12,-2.66,-0.66,255623,623946419.0,4.28,25.07,24.01,25.05,24.78,0.53,34.74,46.46,4.88,2025-04-14
3,603257,C瑞林,60.51,2.91,1.71,110601,659183664.0,9.0,61.86,56.57,57.5,58.8,0.63,45.33,46.78,3.01,2025-04-14
4,301658,首航新能,30.34,1.17,0.35,97457,297224797.21,3.23,31.01,30.04,30.61,29.99,0.46,25.16,48.33,4.08,2025-04-14
5,301616,浙江华业,44.08,5.71,2.38,55963,241984861.88,5.49,44.3,42.01,42.25,41.7,0.7,27.98,37.94,2.76,2025-04-14
6,301535,浙江华远,19.18,6.67,1.2,183305,347258705.14,6.79,19.58,18.36,18.44,17.98,0.87,30.6,75.72,7.27,2025-04-14
7,688757,胜科纳米,24.9,0.2,0.05,63729,160857210.0,4.43,25.91,24.81,25.2,24.85,0.75,19.56,123.7,11.13,2025-04-14
8,301629,矽电股份,170.3,0.42,0.72,28684,486106863.35,3.56,172.66,166.63,169.61,169.58,0.63,27.5,76.58,6.01,2025-04-14
9,001382,新亚电缆,21.29,3.45,0.71,149000,314152170.3,3.5,21.47,20.75,20.82,20.58,0.73,24.78,65.03,5.43,2025-04-14
10,603124,江南新材,42.65,4.48,1.83,52084,218576651.0,3.87,42.76,41.18,41.98,40.82,0.9,18.19,35.26,3.69,2025-04-14
11,301501,恒鑫生活,46.9,1.6,0.74,25288,119233109.75,2.12,47.78,46.8,47.4,46.16,0.57,10.46,21.76,2.46,2025-04-14
12,301479,弘景光电,106.14,-0.34,-0.36,22751,240892628.53,4.46,108.46,103.71,107.03,106.5,0.8,16.02,40.82,5.7,2025-04-14
