序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688545,N兴福,27.39,134.5,15.71,483296,1359683745.0,54.28,33.35,27.01,33.35,11.68,,70.63,55.75,3.53,2025-01-22
2,301602,N超研,32.1,379.1,25.4,445024,1438466052.15,143.88,38.99,29.35,30.0,6.7,,81.24,108.53,11.44,2025-01-22
3,688583,思看科技,90.75,-4.27,-4.05,38667,359945535.0,6.73,96.88,90.5,93.05,94.8,0.64,30.26,57.78,5.74,2025-01-22
4,301601,惠通科技,34.26,-7.65,-2.84,103003,359870014.59,4.93,36.03,34.2,36.0,37.1,0.61,34.37,40.72,3.84,2025-01-22
5,688758,赛分科技,15.31,-3.16,-0.5,49432,76713499.0,3.92,15.85,15.23,15.69,15.81,0.48,12.51,87.76,5.23,2025-01-22
6,301458,钧崴电子,41.39,2.4,0.97,330154,1360831016.31,12.0,43.8,38.95,39.85,40.42,1.02,54.05,90.82,7.06,2025-01-22
7,603072,天和磁材,37.37,-0.03,-0.01,101892,382049432.0,2.33,37.97,37.1,37.43,37.38,0.51,15.74,69.53,4.86,2025-01-22
8,301581,黄山谷捷,55.83,-3.59,-2.08,31763,179381313.11,3.44,57.6,55.61,57.05,57.91,0.63,15.88,37.08,4.52,2025-01-22
9,001391,国货航,7.24,-3.6,-0.27,1282014,936646831.86,3.33,7.45,7.2,7.35,7.51,0.78,15.28,59.04,3.66,2025-01-22
10,603194,中力股份,34.52,-3.25,-1.16,67261,234158405.0,2.66,35.37,34.42,35.37,35.68,0.99,13.5,15.98,2.99,2025-01-22
