序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301560,N众捷,46.1,179.39,29.6,189069,915684280.39,90.73,58.55,43.58,45.0,16.5,,81.85,68.79,6.15,2025-04-25
2,603202,C天有,107.9,-6.98,-8.1,129567,1438012345.0,7.93,116.8,107.6,112.0,116.0,0.57,39.81,15.19,2.7,2025-04-25
3,001400,C江顺科,60.77,-8.89,-5.93,82627,511858498.81,10.19,66.69,59.89,62.99,66.7,0.76,55.08,23.54,3.03,2025-04-25
4,301662,宏工科技,55.0,-1.22,-0.68,35460,196304796.16,3.41,56.6,54.7,55.0,55.68,0.56,22.48,19.98,2.92,2025-04-25
5,603120,肯特催化,36.34,-0.19,-0.07,49803,182058882.0,2.17,37.02,36.23,36.51,36.41,0.52,22.49,35.14,2.92,2025-04-25
6,001335,信凯科技,36.09,-0.36,-0.13,40457,146859274.36,1.96,36.69,35.98,36.01,36.22,0.45,17.62,30.49,3.72,2025-04-25
7,301665,泰禾股份,27.69,0.33,0.09,71758,198861568.74,4.53,28.35,27.1,27.6,27.6,0.58,19.98,47.69,3.65,2025-04-25
8,603210,泰鸿万立,20.75,0.34,0.07,82110,171457864.0,2.51,21.11,20.59,20.59,20.68,0.66,11.16,39.97,4.2,2025-04-25
9,603257,中国瑞林,48.7,-0.83,-0.41,38932,191597173.0,2.57,49.96,48.7,49.28,49.11,0.59,15.96,38.44,2.42,2025-04-25
10,301658,首航新能,28.23,2.17,0.6,62625,176116689.54,4.13,28.49,27.35,27.48,27.63,0.85,16.17,44.97,3.8,2025-04-25
11,301616,浙江华业,44.19,5.21,2.19,57621,254475337.61,9.71,46.08,42.0,42.0,42.0,0.89,28.81,38.04,2.77,2025-04-25
12,301535,浙江华远,20.9,17.75,3.15,352401,720267979.24,18.65,21.3,17.99,17.99,17.75,2.54,58.83,57.69,7.66,2025-04-25
