序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301662,C宏工,67.33,-4.51,-3.18,81649,568418265.58,11.81,74.33,66.0,67.0,70.51,0.64,51.75,24.46,3.58,2025-04-18
2,603120,C肯特,41.21,-10.88,-5.03,110368,477800519.0,9.69,45.63,41.15,45.12,46.24,0.68,49.84,39.84,3.31,2025-04-18
3,001335,C信凯,41.21,-13.42,-6.39,126584,558511593.96,13.61,47.49,41.01,47.48,47.6,0.78,55.12,34.81,4.25,2025-04-18
4,301665,泰禾股份,27.56,-8.62,-2.6,128753,367023482.42,8.52,30.09,27.52,29.86,30.16,0.64,35.86,47.47,3.64,2025-04-18
5,603210,泰鸿万立,21.1,-1.72,-0.37,146325,311315708.0,4.24,21.77,20.86,21.5,21.47,0.57,19.88,40.64,4.27,2025-04-18
6,603257,中国瑞林,52.62,-8.85,-5.11,92571,501960329.0,8.0,56.98,52.36,56.21,57.73,0.73,37.94,40.68,2.61,2025-04-18
7,301658,首航新能,27.94,-4.15,-1.21,94917,265717082.12,6.45,29.19,27.31,29.13,29.15,0.93,24.51,44.51,3.76,2025-04-18
8,301616,浙江华业,43.63,5.31,2.2,77860,331972637.87,12.55,45.2,40.0,41.51,41.43,1.66,38.93,37.56,2.73,2025-04-18
9,301535,浙江华远,19.27,-1.78,-0.35,135466,260980163.5,5.71,19.88,18.76,19.4,19.62,0.79,22.61,76.08,7.3,2025-04-18
10,688757,胜科纳米,23.41,-2.9,-0.7,35559,83483176.0,4.4,24.09,23.03,24.0,24.11,0.6,10.92,116.3,10.46,2025-04-18
11,301629,矽电股份,163.0,-0.04,-0.07,21135,336689776.41,4.09,163.0,156.33,160.51,163.07,0.75,20.26,73.3,5.76,2025-04-18
12,001382,新亚电缆,23.12,1.58,0.36,224852,529270072.27,9.4,24.45,22.31,22.52,22.76,1.22,37.39,70.62,5.89,2025-04-18
13,603124,江南新材,42.34,2.52,1.04,49880,207122746.0,6.66,42.79,40.04,41.3,41.3,1.05,17.42,35.0,3.66,2025-04-18
14,301501,恒鑫生活,49.3,-6.38,-3.36,59791,298288489.91,4.63,51.44,49.0,51.0,52.66,1.25,24.72,22.87,2.58,2025-04-18
