序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301616,C华业,44.45,-14.5,-7.54,123662,569554853.02,9.94,48.97,43.8,47.17,51.99,0.78,61.83,38.26,2.78,2025-03-28
2,301535,C华远,22.65,-5.86,-1.41,407170,1002086428.56,17.17,26.56,22.43,25.25,24.06,0.85,67.97,89.42,8.58,2025-03-28
3,688757,C胜科,22.97,-5.74,-1.4,104848,246154554.0,7.47,24.66,22.84,24.6,24.37,0.6,32.19,114.12,10.26,2025-03-28
4,301629,C矽电,157.38,-6.27,-10.53,39828,649135238.84,8.83,172.21,157.38,168.98,167.91,0.67,38.18,70.77,5.56,2025-03-28
5,001382,新亚电缆,25.29,10.0,2.3,286657,682507128.9,13.61,25.29,22.16,22.99,22.99,0.85,47.67,77.25,6.45,2025-03-28
6,603124,江南新材,44.52,-2.71,-1.24,64247,289452394.0,3.02,45.87,44.49,45.8,45.76,0.49,22.43,36.8,3.85,2025-03-28
7,301501,恒鑫生活,51.51,-1.42,-0.74,32201,167125619.0,2.45,52.78,51.5,52.52,52.25,0.55,13.31,23.89,2.7,2025-03-28
8,301479,弘景光电,116.0,-4.13,-5.0,29428,346809351.46,5.88,122.91,115.8,120.31,121.0,0.64,20.72,44.62,6.23,2025-03-28
9,603271,永杰新材,39.72,2.4,0.93,65262,256501050.0,3.53,39.77,38.4,38.98,38.79,1.48,16.92,24.46,3.0,2025-03-28
10,301275,汉朔科技,68.74,3.21,2.14,48159,325526300.75,4.35,69.01,66.11,66.98,66.6,0.78,15.16,40.88,7.77,2025-03-28
11,603409,汇通控股,37.51,-1.96,-0.75,21861,82611166.0,2.22,38.28,37.43,38.26,38.26,0.78,7.08,28.15,3.28,2025-03-28
12,301557,常友科技,77.51,-4.34,-3.52,16990,133742141.12,5.18,81.5,77.3,81.03,81.03,0.99,15.33,32.64,3.44,2025-03-28
13,301173,毓恬冠佳,54.09,-1.76,-0.97,16119,87710335.18,3.18,55.59,53.84,54.8,55.06,0.89,9.56,27.88,3.47,2025-03-28
