序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603210,C泰鸿,30.03,-1.35,-0.41,458909,1486085072.0,19.28,35.68,29.81,30.66,30.44,0.8,62.36,57.84,6.08,2025-04-10
2,603257,C瑞林,69.37,-5.28,-3.87,172406,1304049671.0,18.98,82.8,68.9,76.9,73.24,0.88,70.66,53.62,3.45,2025-04-10
3,301658,首航新能,31.06,-2.63,-0.84,201940,649382076.0,7.71,33.44,30.98,31.95,31.9,0.76,52.14,49.48,4.18,2025-04-10
4,301616,浙江华业,42.69,0.02,0.01,74167,326098545.89,7.08,45.47,42.45,43.83,42.68,0.69,37.08,36.75,2.67,2025-04-10
5,301535,浙江华远,18.2,0.33,0.06,206411,384728901.83,6.5,19.34,18.16,18.17,18.14,0.8,34.46,71.85,6.9,2025-04-10
6,688757,胜科纳米,22.61,0.85,0.19,68241,156750964.0,4.24,23.5,22.55,22.65,22.42,0.8,20.95,112.33,10.1,2025-04-10
7,301629,矽电股份,163.06,-0.33,-0.54,38850,645209318.31,5.86,171.4,161.81,164.02,163.6,0.79,37.24,73.32,5.76,2025-04-10
8,001382,新亚电缆,20.73,-0.48,-0.1,189935,402384034.87,4.61,21.66,20.7,20.94,20.83,0.77,31.58,63.32,5.28,2025-04-10
9,603124,江南新材,40.12,3.62,1.4,72403,295797853.0,5.06,42.02,40.06,40.06,38.72,1.22,25.28,33.17,3.47,2025-04-10
10,301501,恒鑫生活,46.15,2.88,1.29,38745,180197993.52,2.81,47.14,45.88,45.88,44.86,0.73,16.02,21.41,2.42,2025-04-10
11,301479,弘景光电,103.9,2.89,2.92,29605,314045316.8,5.76,109.2,103.38,104.47,100.98,0.91,20.84,39.96,5.58,2025-04-10
12,603271,永杰新材,34.11,2.43,0.81,44120,152036327.0,5.29,35.33,33.57,33.57,33.3,1.0,11.44,21.01,2.57,2025-04-10
13,301275,汉朔科技,54.76,4.8,2.51,56186,312424397.53,4.84,56.98,54.45,54.45,52.25,1.19,17.69,32.57,6.19,2025-04-10
