序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,001356,N富岭,23.28,339.25,17.98,976787,2400688304.3,146.79,30.0,22.22,22.22,5.3,,80.41,62.72,7.06,2025-01-23
2,688545,C兴福,27.6,0.77,0.21,330885,932346671.0,8.32,29.55,27.27,27.7,27.39,0.68,48.36,56.17,3.55,2025-01-23
3,301602,C超研,28.36,-11.65,-3.74,396313,1291415766.91,26.6,36.84,28.3,33.0,32.1,0.89,72.35,95.89,10.11,2025-01-23
4,688583,思看科技,95.28,4.99,4.53,48899,463465376.0,9.09,98.9,90.65,91.49,90.75,1.04,38.26,60.66,6.03,2025-01-23
5,301601,惠通科技,32.76,-4.38,-1.5,88988,301505061.11,6.36,34.89,32.71,34.3,34.26,0.63,29.69,38.94,3.67,2025-01-23
6,688758,赛分科技,15.39,0.52,0.08,75920,119112929.0,4.64,16.1,15.39,15.59,15.31,1.04,19.22,88.22,5.26,2025-01-23
7,301458,钧崴电子,39.88,-3.65,-1.51,245625,1010091119.48,7.47,42.77,39.68,42.43,41.39,0.78,40.21,87.51,6.8,2025-01-23
8,603072,天和磁材,36.91,-1.23,-0.46,141231,530058404.0,2.97,38.0,36.89,37.5,37.37,0.89,21.81,68.67,4.8,2025-01-23
9,301581,黄山谷捷,54.62,-2.17,-1.21,37143,210345476.79,6.2,58.08,54.62,56.4,55.83,0.84,18.57,36.28,4.42,2025-01-23
10,001391,国货航,7.22,-0.28,-0.02,1161204,851009750.35,3.18,7.45,7.22,7.33,7.24,0.79,13.84,58.88,3.65,2025-01-23
11,603194,中力股份,34.55,0.09,0.03,60115,210613969.0,2.4,35.36,34.53,34.89,34.52,0.89,12.06,16.0,2.99,2025-01-23
