序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603257,N瑞林,99.9,386.84,79.38,210883,1458622965.0,519.01,165.0,58.5,61.05,20.52,,86.43,77.22,4.96,2025-04-08
2,301658,C首航,37.5,-13.67,-5.94,253552,967756122.67,14.57,42.0,35.67,39.67,43.44,0.9,65.47,59.73,5.05,2025-04-08
3,301616,浙江华业,43.95,-7.36,-3.49,100445,450879928.5,13.87,48.58,42.0,45.81,47.44,0.78,50.22,37.83,2.75,2025-04-08
4,301535,浙江华远,17.55,-6.85,-1.29,257171,459678492.58,10.83,18.99,16.95,18.16,18.84,0.79,42.93,69.29,6.65,2025-04-08
5,688757,胜科纳米,21.87,7.0,1.43,72103,155041056.0,5.92,22.09,20.88,20.88,20.44,0.63,22.13,108.65,9.77,2025-04-08
6,301629,矽电股份,165.58,-8.9,-16.17,52780,878778561.73,14.56,182.0,155.53,182.0,181.75,0.99,50.6,74.46,5.85,2025-04-08
7,001382,新亚电缆,21.98,-9.99,-2.44,257813,578243608.79,9.91,24.4,21.98,23.99,24.42,0.92,42.87,67.14,5.6,2025-04-08
8,603124,江南新材,39.11,-7.91,-3.36,65239,258209417.0,7.49,41.41,38.23,40.94,42.47,0.99,22.78,32.33,3.38,2025-04-08
9,301501,恒鑫生活,45.11,1.78,0.79,44931,203055467.61,5.62,46.65,44.16,45.0,44.32,0.83,18.58,20.93,2.37,2025-04-08
10,301479,弘景光电,101.0,2.13,2.11,24691,251589442.93,5.92,104.89,99.04,101.2,98.89,0.62,17.38,38.85,5.42,2025-04-08
11,603271,永杰新材,33.89,-5.15,-1.84,47495,163350547.0,8.2,35.96,33.03,35.05,35.73,1.07,12.31,20.87,2.56,2025-04-08
12,301275,汉朔科技,52.79,-2.28,-1.23,50732,270891284.45,8.76,55.88,51.15,54.0,54.02,1.06,15.97,31.4,5.96,2025-04-08
